id	rmks
20220127001149I	PILOT COMPLETED THE PREFLIGHT BUT ONLY VISUALLY VERIFIED FUEL WAS PRESENT.  HE THEN USED THE FUEL GAUGES TO ASSESS 
20211212022179A	N3187L WAS DESTROYED WHEN IT WAS INVOLVED IN AN ACCIDENT NEAR INOLA, OKLAHOMA. THE PILOT SUSTAINED FATAL INJURIES. 
20220101002749I	ON JANUARY 1, 2022, AT 1230 CST, AN ECLIPSE EA-500, N227UH, ^PRIVACY DATA OMITTED^ DEPARTED GOODLAND, KANSAS (GLD) 
20220213002839I	ON 13 FEBRUARY 2022, AT 0930 MST, A 2016 'LITTLE BALLOON EXPERIMENTAL' O-84 HOT AIR BALLOON, ^PRIVACY DATA OMITTED^
20220317003829A	PILOT REPORTED PATTERN AND SHORT FINAL  UNEVENTFUL. APPROACH, FLARE AND LANDING WAS MADE AT REQUIRED AIR SPEEDS OF 
20230311003749A	THE PILOT STATES HE TOOK OFF FROM BRIGHAM CITY AIRPORT ON RUNWAY 35 AND PLANNED "TO DO A FEW TOUCH AND GO'S". PILOT
20220801007619A	PILOT EXPERIENCED LACK OF ENGINE PERFORMANCE FOR UNKNOWN REASONS WHILE ENROUTE TO THE FIELD TO BE SPRAYED.  THE AIR
20220805007629A	DURING AERIAL APPLICATION THE HELICOPTER STRUCK A POWERLINE NEAR THE FIELD BEING SPRAYED. THE POWERLINE STRUCK THE 
20220626007979A	ON JUNE 26, 2022 A ROBINSON R44 HELICOPTER, N4124D WAS INVOLVED IN A FATAL ACCIDENT WHILE CONDUCTING AN AERIAL APPL
20220530009159I	ON MAY 30, 2022, ^PRIVACY DATA OMITTED^, A CESSNA 170A SERIAL NUMBER 20249 MADE AN UNEVENTFUL LANDING AT SANTA MONI
20220704011709A	GLIDER CROSS COUNTRY FLIGHT ENCOUNTERED STRONG SINK/DOWNDRAFT AND DIDN'T MAKE IT BACK TO THE GLIDERPORT. LANDED IN 
20220811014449A	THE PILOT FLEW THE AIRCRAFT FROM THE BRADLEY SKY RANCH AIRPORT (95Z), TO THE FAIRBANKS INTL. AIRPORT  (FAI).  THE P
20220807014229A	PILOT AND PASSENGER WERE RETURNING TO INDIANA AFTER THE PURCHASE OF ^PRIVACY DATA OMITTED^ A CE-150H.\nTHE WEIGHT AN
20220829016109I	ARRIVAL AIRCRAFT FROM CHATTANOOGA, TN (KCHA) TAIL NUMBER ^PRIVACY DATA OMITTED^A CIRRUS SF-50 VISION SINGLE-ENGINE 
20221024017659A	PART 91, PIPER PA-32RT-300T, ^PRIVACY DATA OMITTED^, SERIAL NUMBER 32R-7887127 DEPARTED PALM BEACH COUNTY PARK AIRP
20221223019529I	NARRATIVE FROM PIC: \n\nTHE INTENDED TRIP WAS FROM FLORIDA TO MARYLAND TO VISIT FAMILY FOR CHRISTMAS.\n\nTHE CREW OF TH
20230227001909A	DEPARTED BURLINGTON, NC (BUY) AT 1612 LOCAL.\nFLEW NEARLY DIRECT ROUTE TOWARDS HILLSVILLE, VA (HLX) (INTENDED DESTIN
20221209020959A	THE ^PRIVACY DATA OMITTED^ OF AIRCRAFT WAS ON A CHECK FLIGHT RUNNING THROUGH STALL PROCEDURES. FLIGHT LASTED ABOUT 
20230323003829I	ON MARCH 23, 2023, A BEECHCRAFT BE-33 UNDER PART 91 DEPARTED SKY RANCH AIRPORT, KNOXVILLE TN (TN98), FOR HOLLYWOOD,
20230404002959I	PILOT STATEMENT: "TAKING OFF TO THE EAST ON OUR GRASS STRIP I BEGAN DRIFTING TO THE LEFT WITHOUT APPLYING ENOUGH RI
20230327003869A	PILOT STATED DURING LANDING THE WIND WAS GUSTING APPROXIMATELY 20KTS FROM SSE. AFTER INITIAL TOUCH-DOWN, THE LEFT W
20230325003839A	3/27/23 NOTIFIED OF ACCIDENT AND WENT TO SCENE. PIC HAD SELF REPORTED AN ACCIDENT WHICH HAD OCCURRED ON 3/25/23 ON 
20230402003909A	CIRRUS SR22, SN 3890 WITH PILOT AND ONE PASSENGER, CRASHED NEAR OXBO, OREGON LAT/LONG 44.96014N -119.85810W AT APPR
20230404003929A	ON THE MORNING OF APRIL 4, 2023, THE PILOT DEPARTED LAKE HOOD STRIP (LHD) FOR WICK AIR (14AK) TO DELIVER HIS MAULE 
20230321003819I	ON MARCH 21, 2023, THE PILOT COMPLETED A PREFLIGHT OF AIRCRAFT ^PRIVACY DATA OMITTED^ AND STARTED THE ENGINES. SHOR
20230331003899I	ON MARCH 31, 2023, AT 1314 EDT, A CIRRUS SR22, ^PRIVACY DATA OMITTED^, RAN OFF THE RUNWAY AT TAMPA NORTH AIRPARK (X
20230327003879I	AIRCRAFT LANDED SAFELY, WHILE TAXIING THE AIRCRAFT BRAKES OVERHEATED AND THE BRAKE LINE RUPTURED CAUSING BRAKE FLUI
20220513021979I	ON MAY 13TH, 2022, THE REGIONAL OPERATIONS CENTER WAS NOTIFIED THAT AN EXPERIMENTAL HELICOPTER, ^PRIVACY DATA OMITT
20230410003979A	ON MARCH 10, 2023 AT APPROXIMATELY 1750 EST, AIRCRAFT LOST POWER AND CRASHED IN A RESIDENTIAL AREA STRIKING A HOUSE
20230327003859A	FLIGHT INSTRUCTION FOR A TAIL WHEEL ENDORSEMENT. CFI FLEW IN RIGHT SEAT, THERE WERE NO BRAKES ON THE RIGHT SIDE. CF
20230415004031A	ON 04/15/2023 STUDENT PILOT ON A SOLO FLIGHT CRASHED WHILE ATTEMPTING TO LAND ON RUNWAY 22 AT 7NC5, CROOKED CREEK A
20230405003939A	PILOT STATED HE WAS DOING A MAINTENANCE FLIGHT AFTER AN ANNUAL INSPECTION. PILOT SELECTED THE GEAR DOWN POSITION. T
20230408003969A	PRE-FLIGHT, ENGINE START, AND RUN-UP WERE NORMAL. PILOT INITIATED TAKE-OFF ROLL AND UPON REACHING 55 KNOTS, ROTATED
20230411003989I	ON 4/11/2023 AT 9:30 AM CDT, PILOT ON BOARD ^PRIVACY DATA OMITTED^, BEECH MODEL J35 AT SAN MARCOS AIRPORT (HYI) WAS
20230412004019I	ON APRIL 12TH AT APPROXIMATELY 1530 LOCAL TIME. A PIPER PA32-300 TOOK OFF FROM GENERAL DEWITT SPAIN AIRPORT IN MEMP
20230408003959A	ON APRIL 8, 2023 AT ~1910, THE PIC OF ^PRIVACY DATA OMITTED^ DEPARTED KBTF WITH AN INTENDED DESTINATION OF KBTF.  A
20230411003999A	ON APRIL 11,2023 AT 1132 EST, AN EXPERIMENTAL AMATEUR-BUILT RV-12 AIRPLANE, ^PRIVACY DATA OMITTED^, WAS DESTROYED W
20230411004009A	PILOT WAS PRACTICING TOUCH AND GO LANDINGS AT SKIATOOK MUNICIPAL AIRPORT (2F6), OKLAHOMA BEFORE STOPPING TO GET FUE
20230223004149I	ON THURSDAY, FEBRUARY 23, 2023, AT APPROXIMATELY 1110 LOCAL TIME, THE PILOT WAS PLANNING TO FLY 172 CESSNA AIRCRFT 
20230406003949A	PILOT REPORTS THAT HE HAD JUST REASSEMBLED AIRCRAFT AFTER TRANSPORTING IT FROM FLORIDA.  AFTER COMPLETING A RUN-UP 
20230424004079I	WHILE APPROACHING THE AIRPORT FOR A FUEL STOP THE PILOT DID NOT RECEIVE A 'DOWN AND LOCKED' INDICATION FOR THE LAND
20230429004109I	PILOT IN COMMAND (PIC)/INSTRUCTOR REPORTED ENGINE WAS AT THE PROPER RPM DURING TAKEOFF ROLL BUT LOST POWER ABOUT 40
20230523004179A	ON MAY 23, 2023, PIC WAS TAXIING IN THE RUNUP AREA FOR TAKEOFF. PIC TAXIED BEHIND A JET WHILE THEY WERE RUNNING UP 
20230429004119I	THIS INCIDENT INVOLVED AN AVIAT A-1C-200 OPERATING UNDER PART 91. THE FLIGHT WAS CONDUCTED AS A PERSONAL FLIGHT WIT
20230519004169I	NARRATIVE: ON MAY 19, 2023, ABOUT 1410 LOCAL TIME, THE PIC WAS TAXIING DOWN THE RUNWAY AT DUTCH HARBOR AIRPORT (UNA
20230501004139A	AIRCRAFT TOOK OFF FROM NORTH CAROLINA, MADE TWO REFUELING STOPS.\nUPON FIRST APPROACH INTO PANOLA COUNTY AIRPORT (PM
20230107004159A	ON JANUARY 7, 2023, APPROXIMATELY 1313L, A QUAD CITY CHALLENGER 2 AIRCRAFT, ^PRIVACY DATA OMITTED^, TOOK OFF FROM A
20230424004069A	OPERATOR OF AIRCRAFT WAS PERFORMING HIGH-SPEED AND SLOW TAXI OPERATIONS AND HAD NO INTENTIONS OF BECOMING AIRBORNE.
20230520004269I	^PRIVACY DATA OMITTED^LEFT OGD AT APPROXIMATELY 0500 ON A POSITIONING FLIGHT. AT FL23 THE PIC RECEIVED A CAUTION ME
20230311004209I	ON MARCH 11, 2023, AT APPROXIMATELY 11:54 PST, MISHAP AIRCRAFT WAS IN THE FINAL STAGES OF LOADING AT SAN FRANCISCO 
20230424004229I	WHEN:  APRIL 24, 2023 AT 0435Z\nWHERE:  KANKAKEE, IL (KIKK)\n\nON 4/24/2023 AT APPROXIMATELY 23:25 CDT, THE PILOT IN C
20230522004292A	THE AIRCRAFT HAD 100 H INSPECTION COMPLETED EARLY MAY 2023. THERE IS AN MODIFICATION INSTALLED ON THE AIRCRAFT WITH
20230324004249I	AFTER A NORMAL TAXI AND RUN-UP, AIRCRAFT ^PRIVACY DATA OMITTED^WAS CLEARED FOR TAKE-OFF ON RUNWAY 9R AT PTK. THE SO
20230523004289A	DURING AUTOROTATION PRACTICES FOR A PILOT IN TRAINING (THREE HAD BEEN PERFORMED WITH NO TOUCH DOWN BUT THE LAST AUT
20230418004399I	ACCORDING TO PILOT'S STATEMENT\n\nMAINTENANCE REPAIRS HAD BEEN COMPLETED ON AIRCRAFT, AND A GROUND RUN ON THE AIRCRAF
20230417004389I	AIRCRAFT WAS ON APPROACH IN GUSTING WINDS AND REPORTED WIND SHEAR. AT 10-20 FEET ABOVE GROUND, WIND SHEAR WAS EXPER
20230101004429A	WHILE PERFORMING TAKEOFFS AND LANDINGS FOR NIGHT CURRENCY, ^PRIVACY DATA OMITTED^ EXPERIENCED AN ELECTRICAL/GEAR IS
20230302004419I	PILOT WAS ON DECENT TO SHORT FINAL APPRAOCH TO HLG, RUNWAY  ___ WHE HE ENCOUNTERED A BIRD STRIKE TO THE RT WING, LE
20230422004409A	ON 04/22/2023 A ROTORCRAFT CRASHED IN A FIELD SOUTH OF SPRINGFIELD-ROBERTSON COUNTY AIRPORT (M91) DUE TO A REPORTED
20230524004322I	ON MAY 24, 2023, ^PRIVACY DATA OMITTED^ WAS ASSIGNED A PUBLIC OPERATIONS MISSION WORKING A GRID SEARCH JUST NORTHEA
20230320004349I	AFTER TAKEOFF AFT FA COMPLAINED OF ABDOMINAL PAIN THAT PROGRESSIVELY GREW WORSE THROUGHOUT THE FLIGHT. SHE WAS UNAB
20230616004319I	STUDENT PILOT (STUDENT) ON SECOND SOLO. STUDENT HAD BEEN STRUGGLING WITH LANDINGS AS STATED BY HIS FLIGHT INSTRUCTO
20230228004359I	DURING LANDING ROLLOUT THE PILOT EXPERIENCED A GUST OF WIND THAT CAUSED THE AIRPLANE TO DRIFT RIGHT.  THE PILOT MAI
20230407004339A	PILOT DEPARTED IXD SOUTHBOUND FOR ICT. APPROXIMATELY 30 MINUTES INTO FLIGHT, THE PILOT HEARD A "THUMP" FROM THE ENG
20230109004439I	ON JANUARY 9, 2023, AIRCRAFT ^PRIVACY DATA OMITTED^, DEPLETED ITS FUEL AND  LANDED SHORT OF RUNWAY 4, STRIKING RUNW
20230310004489I	ON 03/10/2323 AT EWB THE PILOT VEERED OFF RUNWAY 32 DURING TAKEOFF. NO DAMAGE WAS INCURRED AND NO INJURIES REPORTED
20210419003529I	AIRMAN LANDED THE AIRCRAFT AT KLEX AIRPORT.   ON ROLL OUT HE INADVERTENTLY LEFT THE RUNWAY AND WENT THROUGH THE GRA
20201227020939A	DEC 27, 2020 -  N5939D DEPARTED FROM MOUNTAIN VIEW AIRPARK (0GE5) IN A NORTHWEST DIRECTION(350).  PILOT STATES MOME
20210716004389I	7-16-2021 - N565SK, S/N 258604 EXPERIENCED #2 ENGINE UNCOMMANDED YAW INFLIGHT ENROUTE FROM MYNN AND HEADED TO PBI. 
20210225004759I	PILOT STATED THAT HE WAS GIVING A NEW STUDENT AN INTRODUCTORY FLIGHT (DISCOVERY FLIGHT).  WHEN HE CAME IN FOR A LAN
20230311004539A	ON MARCH 11TH, 2023 AT APPROXIMATELY 2135 CENTRAL TIME, A SOCATA TB20, CRASHED WHILE ON APPROACH TO RUNWAY 10R AT K
20210416006439A	MYNN APPROACH CALLED SECTOR R61 TO INFORM US THAT AN EYE WITNESS AT MYBS WATCHED N827RD CRASH INTO THE WATER SHORTL
20210621008599I	DURING SHORT FINAL PILOT NOTICED A LOSS OF ENGINE POWER.  DECIDED TO MAKE AN EMERGENCY LANDING IN GRASS FIELD LEFT 
20210610013149I	IN PREPARATION FOR LANDING THE AIRCRAFT NOSE LANDING GEAR WOULD NOT EXTEND. THE AIRCRAFT LANDED WITH THE NOSE GEAR 
20210912015609I	POMPANO BEACH, FL (PMP): N2662A, C182, LANDED ON RUNWAY 10, WHILE CLEARING AT TAXIWAY BRAVO VEERED OFF THE RUNWAY S
20211015017089I	AIRCRAFT WAS LANDING RUNWAY 24 IN HICKORY, NORTH CAROLINA. THE AIRCRAFT LANDED HARD WHICH RESULTED IN A BOUNCED LAN
20211009017809I	AT APPROXIMATELY 5 PM 10/09/2021 THE PILOT WAS LANDING AT LA52^PRIVACY DATA OMITTED^. THE PILOT HAD MADE A PREVIOUS
20211005020139A	AIRCREW WAS PERFORMING FLIGHT INSTRUCTION, ON APPROACH TO RUNWAY 5 AT THE WILLISTON MUNICIPAL AIRPOT (X60). THE AIR
20211111019369I	N8924L, EXPERIMENTAL,\nEXPERIENCED A GUST OF WIND WHILE ATTEMPTING TO LAND. AIRCRAFT VEERED OFF THE RUNWAY AND CAME 
20220115000669A	ON SATURDAY, 1/15/2022, AIRCRAFT TAIL NUMBER N992SA, FLIGHT DESIGN GMBH LIGHT SPORT AIRPLANE CRASHED INTO THE JUNGL
20210925022409I	ON SEPTEMBER 25, 2021, ABOUT 1130 MDT, A PIPER PA28, N8866Y, ^PRIVACY DATA OMITTED^, WAS DAMAGED WHEN IT WAS INVOLV
20220210004709A	ON FEBRUARY 10, 2022 AT APPROXIMATELY 2006 CENTRAL DAYLIGHT TIME (CDT), A CIRRUS SR22T AIRPLANE WAS SUBSTANTIALLY D
20220508006729A	AIRCRAFT WAS ENROUTE FROM BOULDER CITY MUNICIPAL AIRPORT, NV (BVU) TO AN ORIGINAL DESTINATION OF ONTARIO, OR (ONO).
20220622007229I	ON JUNE 22, 2022 N776PA, A 1979 BEECHCRAFT BE-76, S/N ME-284 LANDED ON RWY 6R AT THE MELBOURNE INTERNATIONAL AIRPOR
20220618007259I	AFTER LANDING RWY 22L, N28017 (OXF5147) INADVERTENTLY MANEUVERED OFF THE RUNWAY ENVIRONMENT THROUGH THE DIRT NEXT T
20220624007679I	WHILE CONDUCTING AGRICULTURAL OPERATIONS. THE PILOT DID THE STANDARD PROCEDURE OF SURVEYING THE AREA TO BE SPRAYED,
20220602009299A	DURING PATTERN WORK NEAR RAY COMMUNITY AIRPORT, AIRCRAFT EXPERIENCED ENGINE FAILURE, LANDED SHORT OF RUNWAY IN TERR
20220616010459A	^PRIVACY DATA OMITTED^, A MEYERS M200, TOOK OFF FROM (KTXW) WITH APPROXIMATELY 65 GALLONS ON BOARD. PILOT REPORTS T
20220809011769A	AT APPROXIMATELY 1200 HST ON 8/9/2022, THE PILOT IN COMMAND OF CESSNA 172 AIRCRAFT, ^PRIVACY DATA OMITTED^, TAXIED 
20220711011819A	ON JULY 11, 2022 AT APPROXIMATELY 1730 ADT ^PRIVACY DATA OMITTED^, A CH7A CHAMPION SINGLE ENGINE AIRCRAFT CRASHED I
20230228004519I	ON FEBRUARY 28TH, 2023 THE CFI (PIC) WAS ON A NIGHT CROSS COUNTRY FLIGHT FROM KRST TO KMCW TO RETURN TO THE HOME AI
20220220012049I	PILOT STATEMENT:\r\n"THE FLIGHT WAS UNEVENTFUL FROM KHKY TO KGMU. I HAD REQUESTED FLIGHT FOLLOWING SERVICES FROM ATC 
20220727013229I	ON 07/27/2022, AT APPROXIMATELY 1930 HOURS THE PILOT OF MOONEY MODEL M20K-231^PRIVACY DATA OMITTED^DECLARED AN EMER
20220825013779A	ON AUGUST 25, 2022 AT APPROXIMATELY 1030 LOCAL TIME ^PRIVACY DATA OMITTED^, AN AIR TRACTOR MODEL 602, SERIAL NUMBER
20230107000039I	WHILE TAXING ON TAXWAY "N" TO ACTIVE RUNWAY, WHEN APPLYING BRAKES; RIGHT BRAKE PEDAL LOSS BRAKING PRESSURE. THIS AI
20220810014419A	ON AUGUST 10, 2022, ABOUT 1459 PACIFIC DAYLIGHT TIME, A CIRRUS SR22, ^PRIVACY DATA OMITTED^, WAS DESTROYED WHEN IT 
20221002016439A	ON THE FIRST FLIGHT AFTER REPAIR TO AFT FUSEALGE TAKEOFF WAS ATTEMPTED FROM GRASS ADJACENT TO RUNWAY. WHEN THE CONT
20221001016489A	10-01-2022 ^PRIVACY DATA OMITTED^ DEPARTED DLH AND CRASHED INTO A RESIDENTIAL HOUSE APPROXIMATELY 2 MILES SOUTHWEST
20210706022989A	ON MARCH 1, 2022, THE SEATTLE FLIGHT STANDARDS DISTRICT OFFICE (SEATTLE FSDO) DELAYED REPORT: WPR21LA357.\nON JULY 6
20230225004529A	02/25/2023 ^PRIVACY DATA OMITTED^ CESSNA 172 FLIPPED UPSIDE DOWN DURING ABORTED TAKEOFF AT PRINCETON MUNICIPAL AIRP
20221225019399I	WHILE ON APPROACH TO RUNWAY 32 AT X39 PILOT ADVANCED MIXTURE IN SUCH A MANNER TO CAUSE THE AIRCRAFT ENGINE TO LOSE 
20230120000579A	ON JANUARY 20, 2023, AT APPROXIMATELY 1530 EASTERN STANDARD TIME, A REGISTERED GYROCOPTER, ^PRIVACY DATA OMITTED^, 
20230416002529I	APRIL 16, 2023 - RECEIVED REPORT FROM DICTOR OF OPERATIONS THAT THE ARDMORE TENNESSEE BASE HAD A BIRD STRIKE ON APR
20230405004459A	04/05/2020 – 1300 – AIRCRAFT ^PRIVACY DATA OMITTED^ VEERED OFF OF RUNWAY 17 AT KJYO UPON LANDING. THE AIRCRAFT EXPE
20221227021999A	NARRATIVE: FLIGHT PLAN WAS DEPART JACKSON HOLE ARRIVE HAWTHORNE WITH LAX AS THE ALTERNATE IF NEEDED. AT 0053 PIC CH
20230415004499A	THIS WAS THE AIRCRAFT'S FIRST FLIGHT SINCE BEING REPAIRED AND ENGINE BEING REPLACED. THE AIRCRAFT OWNER HAD VERY LI
20230516004659I	ON 05/16/2023 STUDENT PILOT WAS PERFORMING A SUPERVISED SOLO AT KHEG WHEN ON THE LAST LANDING THE STUDENT EXPERIENC
20230520004669I	ON 05/20/2023 AT 08:35 AM EST AIRMAN WAS TAXING THE AIRCRAFT FROM A PARKING AREA TO HIS HANGAR WHEN THE AIRCRAFT EX
20230514004639I	ON 05/14/2023 AT APPROXIMATELY 20:00 EST ^PRIVACY DATA OMITTED^ WAS CONDUCTING TOUCH AND GO LANDINGS ON RWY 05 AT K
20230420004599I	ON 04/20/2023 ^PRIVACY DATA OMITTED^ A CESSNA T210 WAS ATTEMPTING TO LAND AT KTIX WITH ONE SOLE ONBOARD WHEN THE NO
20230301004569I	STUDENT PILOT WAS DOING A SOFT FIELD TAKEOFF ON RUNWAY 35 WHEN THE PILOT LOST CONTROL OF THE AIRCRAFT DUE TO P FACT
20221227022019I	PILOT STATED THE GEAR WAS DOWN BEFORE ENTERING PATTERN BEHIND ANOTHER AIRCRAFT AND HE HEARD THE GEAR DOWN “THUMP”. 
20230409004549I	ON APRIL 9, 2023 AT APROXIMATELY 1300 HOURS THE PILOT DEPARTED HLN IN ^PRIVACY DATA OMITTED^.  THE PILOT ARRIVED AT
20230418004609I	ON APRIL 18, 2023 APPROXIMATELY 0850 EST, JACKSONVILLE EXECUTIVE AIRPORT AT CRAIG FIELD (CRG), JACKSONVILLE, FLORID
20230511004559A	AIRCRAFT DEPARTED KPLR AT APPROXIMATELY 1820, HEADING TO KMVC AT AN ALTITUDE OF 4500'. APPROXAMENTLY 40 MINUTES INT
20230426004649I	ON APRIL 26,2023 AT APPROXIMATELY 19:15 EDT WHILE PRACTICING SEVERAL TAKE OFFS AND LANDINGS, A HA-420 HONDA JET, SN
20230406004619I	THE AIRCRAFT DEPARTED MELBOURNE, FLORIDA AIRPORT FOR LAKELAND, FLORIDA AIRPORT AND LANDED WITH NO BRAKING ISSUES EA
20230510004699I	PILOT WAS PERFORMING A SNAP ROLL WHEN THE RIGHT-HAND RUDDER CABLE BROKE. HE WAS ABLE TO FLY BACK TO EDW AND ON LAND
20230421004689I	THE PILOT STATED THAT HE WAS TAXING THE AIRCRAFT AND WEAVING BACK AND FORTH FOR VISIBILITY. HE THEN APPLIED THE BRA
20230418004729A	ACCIDENT INVESTIGATION NARRATIVE\nON APRIL 18, 2023, AT APPROXIMATELY 08:20 LCL, A REMOS AIRCRAFT GMBH, REMOS GX, WA
20230408004709A	DURING LANDING THE AIRCRAFT VEERED TO THE LEFT, THE PILOT TRIED TO CORRECT BUT LEFT THE RUNWAY AND MADE FULL CONTAC
20230308004759I	ON 3/8/23 THE PILOT AND A STUDENT WERE ON A MULTI-ENGINE TIME BUILDING FLIGHT THROUGH THE GRAND CANYON WHEN THEY NO
20221228022039I	THE PILOT ENTERED TLR AIRSPACE ON A LEFT DOWNWIND FOR RUNWAY 31 WHILE ANNOUNCING POSITION.  THERE WAS NO RESPONSE F
20230116000269A	A 1980 PIPER PA-32-301T AIRCRAFT DEPARTED PWA AT APPROXIMATELY 1215L ON JANUARY 16, 2023. AFTER ROUGHLY 30 MINUTES 
20230427004739I	ACTIVITY GENERATED IN SAS FOR COMPLIANCE ACTION REMEDIAL TRAINING. WP15202301293\n\n*SEE APPENDIX*
20220624022029I	THIS WAS A PERSONAL FLIGHT OPERATED UNDER 14 CFR 91 CARRYING THE PILOT AND ONE PASSENGER. IT WAS CONDUCTED UNDER VI
20221014022049I	AIRMAN WAS CONDUCTING A FLIGHT FROM DVO TO AZ19.  IN THE VICINITY OF CHINO VALLEY, THE ENGINE QUIT CAUSING THE AIRM
20230322004829I	THE AIRCRAFT WAS IN LEVEL CRUISE FLIGHT IN VMC CONDITIONS AT 10,000 FEET  AT APPROXIMATELY 0257 LOCAL TIME THE AIRC
20230319004789I	RETURNING TO TRENTON MERCER AIRPORT (KTTN) THE CERTIFICATED FLIGHT INSTRUCTOR TOOK CONTROLS TO DEMONSTRATE A CROSSW
20230123004799A	AIRMAN HAD JUST RECENTLY COMPLETED THE FLIGHT REVIEW.  HE ALSO WANTED TO OBTAIN CURRENCY IN A TAIL WHEEL AIRCRAFT A
20230514004879A	PILOT REPORTED RIME ICING CONDITIIONS. AIRCRAFT WAS NOT EQUIPTED FOR IFR FLIGHT INTO ICING CONDITONS. PILOT LOST CO
20230505004869A	WHILE DESCENDING FROM CRUISE ALTITUDE OF 5500 FEET MSL (MEAN SEA LEVEL) THE PIC (PILOT IN COMMAND) NOTICED THE ENGI
20230217004802I	ON FEBRUARY 17, 2023 AT APPROXIMATELY 1158 MST, A PIPER PA-28-181\nAIRCRAFT TAXIED INTO A CESSNA CE-152. THE LEFT WI
20230505004779A	ON 05 MAY 2023, APPROXIMATELY 9:45 AM LOCAL, EXPERIMENTAL AMATEUR BUILT AIRCRAFT ON LANDING ROLLOUT ON VGT RWY 12R 
20230404004859I	ON APRIL 4, 2023, AT APPROXIMATELY 15:11 LOCAL, THE PARACHUTIST INITIATED A TURN TO FINAL APPROACH AND STRUCK THE G
20230422004969A	PILOT ATTEMPTED TO DRAG HIS TIRES ON A SNOW-COVERED AIRSTRIP TO SEE HOW DEEP THE SNOW WAS INSTEAD OF ATTEMPTING TO 
20230315004899I	DURING LANDING ROLLOUT, AIRCRAFT STRUCK RUT IN SNOW/ICE CAUSING FAILURE OF LEFT SKI/LANDING GEAR. DAMAGE SUSTAINED 
20230419004939I	AIRCRAFT DEPARTED KCLW ENROUTE TO KZPH AND CLIMBED TO 1000FT. AT LEVEL CRUISE FLIGHT, AIRCRAFT EXPERIENCED A SUDDEN
20230626004989I	AT APPROXIMATELY 1500 ON 06/26/2023, A CHARTERED ^PRIVACY DATA OMITTED^ LANDED IN BUCKLAND AND COULD NOT MAINTAIN D
20230607004999I	AIRCRAFT DEPARTED DSM FOR SBN.UPON REACHING CRUISE ALTITUDE OF 5500 FT. APPX.15 MILES EAST OF DSM PILOT REDUCED POW
20230401004959I	PILOT STATED THE FOLLOWING:\n\nCLEAR VFR DAY\nLIGHT WINDS \nLAST TOUCH-AND-GO FOR THE DAY\nWAS TRAVELING AT 70 KNOTS\nPIC
20230523004889I	ON 05/23/2023 AIRCRAFT EXPERIENCED A LOSS OF ENGINE POWER FOR UNKNOWN REASONS APPROXIMATELY 15 MILES EAST OF KTIX. 
20210321001059A	ON MARCH 21, 2021 AT APPROXIMATELY 8:30 EDT, PIPER PA-28-180, REGISTERED AS N24JN, BEGAN A TAKE-OFF ON RUNWAY 27 AT
20200915019809I	N3275F IS A 1967 MOONEY M20F ^PRIVACY DATA OMITTED^. THE STANDARD A/W CERTIFICATE DATE IS 26 MAY 1967 AND\nTHE VALID
20210119002879I	AIRCRAFT LANDED RWY 35, AFTER WHICH A LOSS OF CONTROL OCCURRED FOLLOWING AN UPSET OF UNKNOWN ORIGIN TO THE AIRCRAFT
20200508021459I	ON MAY 8, 2020, AT APPROXIMATELY 21:05 HOURS, PIPER PA46-500TP ^PRIVACY DATA OMITTED^\nAND OPERATED BY ^PRIVACY DATA
20210830008789A	PILOT WAS TRANSPORTING PROPANE '420' TANKS BY EXTERNAL SHORT SLING (10 FT REACH + 3 FOOT HARNESS) FROM BEACH REFUEL
20210513008889A	PILOT WAS WELL RESTED, THEY HAD SPENT THE NIGHT AT MUD STRIP. THAT MORNING THEY WALKED THE STRIP TWICE CHECKING ON 
20210703012519A	ON JULY 03, 2021 AT 1949 LOCAL TIME, AN EXPERIMENTAL SEAWIND 3000 AMPHIBIOUS AIRCRAFT, N8UU, ^PRIVACY DATA OMITTED^
20210820014449I	THE PIC STATED THAT FOLLOWING AN UNEVENTFUL FLIGHT HE LANDED ON RWY 14 WITH NORMAL TOUCHDOWN AND ROLLOUT TO ABOUT 3
20210910015529I	PILOT DEPARTED L22 (YUCCA VALLEY, CA) VIA RUNWAY 6. WITHIN 30 SECONDS OF\nDEPARTING FUEL STARTED RUNNING OUT OF THE 
20210427016679I	BURLINGTON, VT (BTV): N28296, AA5, DECLARED AN EMERGENCY DUE TO A THROTTLE CONTROL FAILURE. AIRCRAFT LANDED ON RUNW
20211107019119A	N11527, MAULE M-4-220C, WAS REPORTED BEING INVOLVED IN AN ACCIDENT ON NOVEMBER 7, 2021 AT APPROXIMATELY 1500 ZULU. 
20230415004929I	ON APRIL 15, 2023, AT APPROXIMATELY 12:30 EST, ^PRIVACY DATA OMITTED^, A BEECH T-34, S/N G-31, ^PRIVACY DATA OMITTE
20211210019229A	N54GP, A SWEARINGEN SA-226-TA, TOOK OFF FROM KCDW AT 03:51Z ON 12/11/21, A 14 CFR 135 FLIGHT CARRYING CARGO TO KMHT
20211207020899A	N310CC WAS IN THE TRAFFIC PATTERN AT CORONA, CA (KAJO) FOR RUNWAY 25 IN LEFT TRAFFIC. THE MISSION WAS TO PROVIDE A 
20211230021539A	WHILE PERFORMING CIRCLING MANEUVERS SHORTLY AFTER TAKEOFF, WITNESSES REPORTED SEEING THE AIRCRAFT ENTER A STEEP CLI
