c5	remark
19990205001049A	ACFT WAS CLEARED TO LAND AND THE TOWER ADVISED THAT THE ACFT WAS TOO LOW. THE ACFT SUBSEQUENTLY CRASHED INTO 15 FEET OF WATER UNDER UNKNOWN CIRCUMSTANCES. THE PILOT/SOLE OCCUPANT SUFFERED FATAL INJURIES. THE ACFT WAS DESTROYED. (.4) THE PILOT CONTACTED THE TOWER FOR LANDING INSTRUCTIONS 10 MILES SOUTHWEST OF THE AIRPORT. THE PILOT WAS INSTRUCTED TO REPORT A 2 MILE FINAL FOR RUNWAY 05, AND WAS INFORMED TO FOLLOW TRAFFIC ON A MIDFIELD DOWNWIND. THE PILOT STATED HE WAS LOOKING FOR THE TRAFFIC, AND ASKED IF THE TRAFFIC WAS OVER THE COAST. THE PILOT WAS INFORMED THE TRAFFIC WAS MIDFIELD BASE PASSING THE TOWER AT HIS 1 O'CLOCK POSITION. THE PILOT ACKNOWLEDGED THE CALL AND ASKED IF HE SHOULD TAKE A LEFT TURN. THE CONTROLLER INSTRUCTED THE PILOT TO TURN LEFT AND STATED HIS TRAFFIC WAS PASSING FROM RIGHT TO LEFT AT ABOUT A MILE. THE CONTROLLER THEN INFORMED THE PILOT TO TURN BASE, AND ASKED IF HE HAD THE TRAFFIC. THE PILOT STATED HE SAW SOMETHING BELOW AND ASKED IF HE HAD ANY HELICOPTER TRAFFIC BELOW HIM. THE CONTROLLER STATED NO AND INFORMED THE PILOT HIS TRAFFIC WAS ON A RIGHT BASE AT HIS 2 O'CLOCK POSITION. THE PILOT INFORMED THE CONTROLLER THAT HE DID NOT SEE THE TRAFFIC, AND STATED    HE NEEDED TO TURN RIGHT PRETTY QUICK. THE PILOT WAS GIVEN THE POSITION OF THE TRAFFIC AND WAS CLEARED TO LAND. THE PILOT ASKED THE CONTROLLER TO REPEAT THAT PLEASE. THE CONTROLLER INFORMED THE PILOT THAT HE WAS EXTREMELY LOW AND ASKED IF HE HAD THE TRAFFIC IN SIGHT. THERE WAS NO OTHER CONVERSATION BETWEEN THE PILOT AND THE CONTROLLER. THE AIRPLANE CONTINUED TO DESCEND OUT OF SIGHT. (-23) WHILE TURNING RIGHT BASE TO FINAL FOR LANDING RUNWAY 05 THE AIRCRAFT FLEW INTO THE WATER OF THE GULF OF MEXICO.  THE WEATHER CONDITIONS WERE GOOD (SCATTERED CLOUDS WITH LIGHT WINDS AND GOOD VISIBILITY) HOWEVER IT WAS DARK AND THE AIRCRAFT WAS HEADED OUT OVER THE WATER WITH LITTLE OR NO VISUAL REFERENCES AND WAS MAKING A RIGHT HAND DESCENDING TURN.
19980419013289A	DRIFTED IN CROSSWIND LANDING. MADE CONTACT WITH GROUN. CFI TARGETED FOR DUAL XWIND LANDINGS. P FACTOR. GO AROUNDS. (.4)WHILE ON FINAL APPROACH TO LAND AT VANCE BRAND MUNICIPAL AIRPORT, THE WIND WAS A 10 TO 15 KNOT LEFT CROSSWIND.  AS THE STUDENT PILOT (HE HAD A TOTAL OF 53 HOURS OF FLIGHT TIME)  STARTED TO FLARE, HE GOT BLOWN OFF THE RUNWAY CENTERLINE TO THE RIGHT, THEN TO THE LEFT.  THE STALL WARNING WENT OFF, AND HE PITCHED THE NOSE DOWN IN AN ATTEMPT TO BUILD AIRSPEED.  WHEN HE PITCHED THE NOSE BACK UP TO GAIN ALTITUDE, THE STALL WARNING WENT OFF AGAIN, AND THE AIRCRAFT STALLED.  THE AIRCRAFT DEPARTED THE LEFT SIDE OF THE RUNWAY INTO THE GRASS.  THE AIRPLANE IMPACTED THE GROUND, SEPARATING THE NOSE LANDING GEAR, BENDING THE FUSELAGE, AND DAMAGING BOTH WINGS, THE ENGINE MOUNT, AND THE FIREWALL.                                                          (-23)DURING LANDING AT LONGMOUNT AIRPORT (2V2) ON HIS SECOND SOLO CROSS SOUNTRY FLIGHT FOR HIS PRIVATE PILOT CERT.  ^PRIVACY ^ ENCOUNTER CROSSWINDS DURING THE LANDING PHASE.  THE AIRCRAFT SUSTAIN SUBSTANIAL DAMAGE WHEN THE AIRCRAFT DRIFTED OFF TO THE SIDE OF THE RUNWAY AND DO TO LOSS OF AIRSPEED MAD                                   E CONTACT WITH THE GROUND.
19970511009759A	ON TAKEOFF AIRCRAFT MADE 180% TURN THEN NOSED DOWN INTO GROUND AND BURNED. (.4)FOUR WITNESSES OBSERVED THE AIRCRAFT TAXI TO THE TAKEOFF END OF RUNWAY 28 AND DELAY FOR WHAT THEY THOUGHT WAS SUFFICIENT TIME TO ACCOMPLISH AN ENGINE AND FLIGHT CONTROL CHECKOUT. DURING TAKEOFF, THE AIRCRAFT WAS OBSERVED TO LIFTOFF AT THE MIDFIELD POINT ON THE 7,000 FOOT RUNWAY AND BEGIN A SHALLOW CLIMB. NEAR THE DEPARTURE END OF THE RUNWAY, AT AN ESTIMATED ALTITUDE OF 100 TO 150 FEET AGL, WITNESSES OBSERVED THE AIRCRAFT ENTER A TURN TO THE LEFT AND BEGIN TO RAPIDLY LOSE ALTITUDE. THE AIRCRAFT CONTINUED TO LOSE ALTITUDE THROUGHOUT THE TURN UNTIL IT IMPACTED THE GROUND. POSTCRASH INVESTIGATION DID NOT DISCLOSE ANY PREEXISTING FLIGHT CONTROL, FUEL, OR ENGINE SYSTEM MALFUNCTIONS, NOR DID TOXICOLOGY RESULTS OF THE PILOT INDICATE IMPAIRMENT. THE FLIGHT DEPARTURE WAS TO THE WEST (AT DUSK) TOWARD A GOOD VISUAL HORIZON LEFT BY THE SETTING SUN. HOWEVER, AS THE AIRCRAFT TURNED LEFT, THE FORWARD VISUAL HORIZON BECAME LESS DISCERNIBLE DUE TO DARKNESS AND LACK OF GROUND REFERENCES, SUCH AS LIGHTS, WHICH WERE MINIMAL. AT THE TIME OF TAKEOFF, THE DENSITY ALTITUDE WAS APPROXIMATELY 7,800 FEET MSL.
19960313003959A	LOUD NOISE IN ENGINE. LANDED IN A FIELD. NOSED OVER. NR3 EXHAUST TUBE BROKE AT WELD. MADE UNNECESSARY LANDING.
19950105005119I	NARRATIVE: ON JANUARY 05, 1995, AT 1330 CDT A CESSNA, CE-152-152, US REGISTRY N5523M MADE AN EMERGENCY LANDING IN A HAY FIELD 3 MILES NORTH OF THE JUNCTION OF HIGHWAYS 45 AND 29 NEAR THE TOWN OF WITTENBURG, SHAWANO COUNTY, WISCONSIN. THE AIRCRAFT TOUCHED DOWN AND ROLLED TO A STOP. THE AIRCRAFT WAS NOT DAMAGED AND THE PRIVATE PILOT AND ONE (1) PASSENGER WERE NOT INJURED. THE FLIGHT, CONDUCTED UNDER 14CFR PART 91, ORIGINATED AT GREENWOOD/WONDER LAKE-GALT (10C), ILLINOIS ON JANUARY 5, 1995, WITH THE DESTINATION BEING RHINELANDER, WISCONSIN, STOPPING AT JUNEAU, WISCONSIN AND DEPARTING JUNEAU, WISCONSIN AT APPROXIMATELY 1200 CST. THE EMERGENCY LANDING WAS PRECIPITATED BY A ROUGH RUNNING ENGINE. THE PILOT, SUSPECTING CARBURETOR ICING, PULLED THE CARBURETOR HEAT. THE ENGINE RAN SMOOTHER THEN DETERIORATED, LOSING POWER. AS THE ENGINE POWER DETERIORATED THE AIRCRAFT WAS LOSING ALTITUDE. THE FORCED LANDING WAS MADE WITHOUT INCIDENT. AFTER LANDING THE PILOT RAN THE ENGINE TO FULL POWER WITHOUT DIFFICULTY. MAINTENANCE PERSONNEL INSPECTED THE AIRCRAFT AND ENGINE IN THE FIELD AND DETERMINED IT WAS SAFE FOR FLIGHT. THE AIRCRAFT WAS FLOWN FROM THE FIELD TO ITS HOME BASE WHERE MAINTENANCE PERSONNEL AGAIN INSPECTED THE AIRFRAME AND PERFORMED FURTHER TESTS ON THE ENGINE. NO DEFECTS WERE NOTED. THIS INCIDENT AND REPORT ARE CLOSED.
19951012038079I	NARRATIVE: ON 10-12-95 AT 1723, THE NEW YORK COMMUNICATION CENTER REPORTED CESSNA #N52578 SUSTAINED MINOR DAMAGE WHEN THE MAIN LANDING GEAR COLLAPSED AFTER LANDING. AN ON-SITE INVESTIGATION OF THE AIRCRAFT REVEALED THE MAIN LANDING GEAR ACTUATOR SHAFT (ROD END) SHEARED, P/N 2041007-2. THE PILOT REPORTED THAT HE WAS IN THE PROCESS OF RETRACTING THE GEAR WHEN HE HEARD TWO LOUD THUMPS AND THEN A LOUD BANG. HE SAID HE WAS ABLE TO LOWER THE GEAR, BUT THE GEAR WOULD NOT LOCK IN THE DOWN POSITION. AFTER A SAFE LANDING, THE MAIN GEAR COLLAPSED CAUSING MINOR DAMAGE TO THE TAIL SECTION OF THE AIRCRAFT. THE AIRCRAFT RECORDS REFLECT THE ANNUAL INSPECTION WAS COMPLETED ON 7-29-95. DURING THE ANNUAL THE GEARS WERE CYCLED DURING MAINTENANCE CHECKS. THE GEARS WERE ALSO RETRACTED FOR AN OPS CHECK AFTER REPAIRS TO THE NOSE GEAR SQUAT SWITCH ON 9-30-95.
19960114000549A	DRIFTED IN CROSSWIND GUST ON FLARE. BEGAN GO AROUND BUT STRUCK SNOW BANK EDGE RUNWAY.  SETTLED. NOSED OVER IN SNOW.
19991007028969A	(.19) ON OCTOBER 7, 1999, AT 1620 CENTRAL DAYLIGHT TIME, AN AIR TRACTOR AT-502B AIRPLANE, N61768, OWNED AND OPERATED BY AVIATION SERVICES UNLIMITED OF BAY CITY, TEXAS, WAS SUBSTANTIALLY DAMAGED WHEN IT IMPACTED TERRAIN WHILE MANEUVERING NEAR BAY CITY, TEXAS.  THE COMMERCIAL PILOT, SOLE OCCUPANT, RECEIVED MINOR INJURIES.  VISUAL METEOROLOGICAL CONDITIONS PREVAILED AND A FLIGHT PLAN WAS NOT FILED FOR THE 14 CODE OF FEDERAL REGULATIONS PART 137 AERIAL APPLICATION FLIGHT.  THE FLIGHT ORIGINATED FROM A PRIVATE GRASS AIRSTRIP ABOUT 30 MINUTES PRIOR TO THE ACCIDENT.  DURING A TELEPHONE INTERVIEW, CONDUCTED BY THE NTSB INVESTIGATOR-IN-CHARGE, THE PILOT STATED THAT HE HAD COMPLETED HIS 8TH PASS OVER THE FIELD AND WAS TURNING TO MAKE THE 9TH PASS.  HE WAS IN A 60 DEGREE BANK AT APPROXIMATELY 300 FEET AGL, WHEN HE "FLEW THROUGH THE WAKE TURBULENCE FROM HIS PREVIOUS PASS AND STALLED THE AIRPLANE."  THE AIRPLANE "VIOLENTLY ROLLED TO THE RIGHT, THEN TO THE LEFT."  BEFORE HE COULD RECOVER FROM THE STALL, THE PILOT LEVELED THE AIRPLANE AND IMPACTED THE GROUND. THE AIRPLANE INITIALLY IMPACTED THE GROUND WITH THE RIGHT MAIN LANDING GEAR AND RIGHT WING TIP, SEPARATING THE RIGHT MAIN LANDING GEAR FRO M THE AIRFRAME. THE AIRPLANE BOUNCED UP AND IMPACTED A SECOND TIME WITH THE LEFT MAIN LANDING GEAR, LEFT WING TIP, AND TAIL SECTION.  THE TAIL SECTION WAS STRUCTURALLY DAMAGED AND REMAINED PARTIALLY ATTACHED TO THE FUSELAGE, THE LEFT MAIN LANDING GEAR COLLAPSED, AND BOTH WINGS SUSTAINED STRUCTURAL DAMAGE.                                                                    (-23) THE AGRICULTURAL APPLICATION PILOT STATED THAT HE HAD COMPLETED HIS 8TH PASS OVER THE FIELD AND WAS IN A 60 DEGREE BANK AT APPROX. 3000 FEET AGL WHEN HE FLEW THROUGH THE WAKE TURBULENCE FROM HIS PREVIOUS PASS AND STALLED THE AIPLANE. THE PILOT SAID THE AIRPLANE "VIOLENTLY ROLLED TO THE RIGHT, THEN TO THE LEFT". THE PILOT SAID THAT BEFORE HE COULD RECOVER FROM THE STALL THE AIRPLANE IMPACTED THE GROUND WITH THE RIGHT WING TIP AND RIGHT MAIN LANDING GEAR. THE AIRPLANE THEN BOUNCED WITH THE TAIL SECTION, PROPELLER, AND LEFT MAIN LANDING GEAR. SUBSTANTIAL DAMAGE TO THE A/C AND A SUPERFICIAL INJURY TO THE PILOT.                                                       (.4)THE PILOT COMPLETED THE 8TH SEEDING PASS OVER A FIELD AND WAS TURNING TO MAKE THE 9TH PASS WHEN THE AGRICULTURAL AIRPLANE SHUDDERED AND MADE THREE  UNCOMMANDED BANKS PRIOR TO IMPACTING THE TERRAIN. THE PILOT INITIALLY STATED THAT HE FLEW THROUGH HIS OWN WAKE TURBULENCE AND STALLED THE AIRPLANE WHILE IN A 60-DEGREE BANK TO THE RIGHT. HOWEVER, THE PILOT LATER STATED THAT HE THOUGHT THE PROPELLER MAY HAVE MALFUNCTIONED RESULTING IN THE LOSS OF AIRPLANE CONTROL. POST-ACCIDENT EXAMINATION OF THE AIRPLANE FLIGHT CONTROLS AND THE PROPELLER REVEALED NO ANOMALIES THAT WOULD HAVE PREVENTED NORMAL OPERATION OF THE AIRCRAFT PRIOR TO THE ACCIDENT.
19951125038589I	NARRATIVE: AS AIRCRAFT WAS TOUCHING DOWN A DEER RAN ONTO RUNWAY AND STRUCK RT. WING OF AIRCRAFT.
19960706026869I	NARRATIVE: ON JULY 6, 1996, AT 1235 MDT, A SCHWEITZER 1-26E GLIDER, OWNED BY MR. SEGURA, SUSTAINED MINOR DAMAGE TO THE CANOPY AND WING LEADING EDGES, WHEN THE GLIDER LANDED LONG AND WENT OFF THE END OF THE RUNWAY, HITTING A FENCE. THERE WAS A "THUNDERSTORM IN THE AREA WITH MICROBURST, WINDSHEAR, TURBULENCE, AND MODERATE RAIN." THE PIC ENCOUNTERED ALL OF THE ABOVE CONDITIONS WHILE RETURNING TO THE GLIDER PORT. HE KEPT EXTRA ALTITUDE AND SPEED TO CLEAR POWER LINES AND COUNTER-ACT THE HIGH SINK RATES HE WAS ENCOUNTERING, CAUSING HIM TO LAND HOT AND LONG. NO FLIGHT PLAN WAS FILED. THERE WERE NO INJURIES. THE PILOT HOLDS A PRIVATE PILOT'S LICENSE WITH A GLIDER RATING. THE FLIGHT ORIGINATED AT VAL-AIR GLIDER PORT, DURANGO, CO ON JULY 6, 1996. ^PRIVACY DATA OMITTED^ THIS INCIDENT WAS PREVIOUSLY REPORTED AS AN ACCIDENT; NOW DOWNGRADED TO AN INCIDENT. THIS IS A FINAL REPORT.
19990730010269A	ACFT RAN OFF THE END OF THE RWY, OTHER CIRCUMSTANCES ARE UNKNOWN. (.19) ON JULY 30, 1999, AT 1900 CENTRAL DAYLIGHT TIME, AN AIR TRACTOR AT-401B, N61775, OPERATED BY BRIAN AGRICULTURAL AVIATION, PEKIN, ILLINOIS, NOSED OVER FOLLOWING A LOSS OF ENGINE POWER DURING TAKEOFF FROM THE CHIQUITA FOOD PROCESSING AIRSTRIP (2,300' X 80', GRASS) IN EDELSTEIN, ILLINOIS. THE COMMERCIAL PILOT WAS SERIOUSLY INJURED.  THE AIRPLANE WAS SUBSTANTIALLY DAMAGED.  THE 14 CFR PART 137 AGRICULTURAL FLIGHT WAS OPERATING IN VISUAL METEOROLOGICAL CONDITIONS WITHOUT A FLIGHT PLAN.  THE FLIGHT WAS ORIGINATING AT THE TIME OF THE ACCIDENT.  THE PILOT WAS INTENDING TO LAND AT HIS PRIVATE AIRSTRIP IN PEKIN, IL, FOLLOWING THE AERIAL APPLICATION FLIGHT.
19961230043919I	NARRATIVE: AIRCRAFT LEFT WING TIP STRUCK RUNWAY PRIOR TO OR DURING A GO-AROUND. DAMAGE WAS TO LH LANDING LIGHT, POSITION LIGHT AND LEADING EDGE SLAT. LOWER WING PANEL OUTBOARD OF AILERON ALSO SUFFERED SCRAPING. THE CAPTAIN WAS THE FLYING PILOT. AIRCRAFT WENT AROUND AND LANDED WITHOUT INCIDENT. DAMAGE WAS FOUND ON POSTFLIGHT INSPECTION. ^PRIVACY DATA OMITTED^ COMPANY REQUALIFIED CREW WITH FAA OBSERVING CHECK.
19960718017929A	AIRCRAFT EXPERIENCED AN EXPLOSION SOON AFTER TAKEOFF. DEBRIS IN THE OCEAN. SEARCH AND RESCUE IS UNDERWAY. (.4)NO NARRATIVE NOT STATED EXCEPT "EXPLOSION"
19980530011469A	(.19) BOUNCED LANDING TRIED RECOVER. WIND GUST LIFTED WING OTHER HIT GROUND CARTWHEELED AND FLIPPED OVER. (.4) DURING LANDING, THE AIRCRAFT ENCOUNTERED A SUDDEN WIND GUST, THE EFFECTS OF WHICH THE PILOT FAILED TO CONTROL.  THE RESULTS WERE A WING TIP DRAG, A LATERAL RUNWAY DEPARTURE, AND A SUBSEQUENT NOSEOVER.                                                               (-23) THE PILOT IN COMMAND, MR. SPROLES, STATED THAT HE ENTERED THE TRAFFIC PATTERN FOR RUNWAY 32 AT DELANO AND NOTED THAT THE WIND FAVORED RUNWAY 14. HE THEN EXITED THE PATTERN AND RE-ENTERED RIGHT TRAFFIC FOR RUNWAY 14. ACCORDING TO MR. SPROLES, DURING THE LANDING FLARE THE AIRCRAFT HIT THE RUNWAY HARD AND BOUNCED INTO THE AIR. HE STATED HE ADDED POWER TO RECOVER BUT A GUST OF WING CAUGHT THE AIRCRAFT AND THE LEFT WING TIP CAUGHT THE GROUND AND THE AIRCRAFT WAS SPUN AROUND TO THE LEFT AND THEN OVER ONTO ITS BACK WHERE IT CAME TO REST. THERE WAS ONE PASSENGER ON BOARD AT THE TIME OF THE ACCIDENT, HOWEVER NEITHER THE PILOT OR THE PASSENGER WERE INJURED. DAMAGE TO THE AIRCRAFT WAS SUBSTANTIAL.
19960405014499A	(.4)THE PILOT REPORTED THAT DURING THE LANDING ROLL, THE WIND CAUGHT THE AIRPLANE'S TAIL AND RAISED THE RIGHT WING. HE STATED THE LEFT WINGTIP CONTACTED THE RUNWAY AND THE AIRPLANE GROUND LOOPED. THE AIRPLANE THEN NOSED OVER BEFORE COMING TO REST. THE PILOT REPORTED THAT THE WINDS WERE FROM 350 DEGREES AT 12 KNOTS. (-23) PILOT SAID HE WAS LANDING...HAD MAIN WHEELS ON GROUND AND WAS SLOWING TO APPROXIMATELY 10 MPH ON RUNWAY 27R WHEN RIGHT WING RAISED UP AND LEFT WING CONTACTED THE GROUND, THEN AIRCRAFT ROLLED TO THE RIGHT AND TIPPED OVER ONTO ITS NOSE COMING TO A COMPLETE STOP ON IT'S NOSE. PILOT STATED ENGINE WAS AT IDLE AND WHEN AIRCRAFT STOPPED HE WAS IN HIS SEAT BELT STANDING ON THE RUDDER PEDALS. OIL COOLER, LOWER AND FORWARD ENGINE COWLING HAD SURFACE DENTS. AIR INTAKE OPENING WAS CRUSHED. MOUNTING BRACKETS FOR OIL COOLER WERE BENT AND CRACKED. PROP TIPS BENT AND EDGES SHOWED SCRAPING SCRATCHES. NO SKID MARKS ON WHEELS. TAIL WHEEL ASSY APPEARED INTACT. LEFT WING AFT SPAR BUCKLED AND OTB AILERON END BENT SLIGHTLY UP. WING WARP CROSS MEMBERS LOOSE AND FABRIC WRINKLED FROM SECOND RIB INBOARD TO WING TIP. SPINNER DEEPLY DEN                                                          TED PARALLEL TO FUSELAGE WITH SCRAPES. FIREWALL PANEL WAS NOT VISUALLY DAMAGED. PILOT STATED WIND WAS FROM 350 DEGREES AT 12 KNOTS.
19950124048059A	(-23) WHILE CLIMBING AT APPROXIMATELY 150 FT AGL, THE LEFT ENGINE LOST POWER WHEN BROUGHT BACK TO CRUISE SETTING.AT THIS POINT, GEAR SELECTOR LEVER WAS MOVED TO THE "UP" POSITION AND PROPELLER FEATHERING BUTTON PUSHED, BUT PROPELLER DID NOT FEATHER. WITH FULL POWER ON THE RH ENGINE, THE AIRCRAFT WAS LOSING ALTITUDE AND YAWING TO THE LEFT. AIRCRAFT LANDED GEAR UP ON A FARM FIELD.
19970101000019A	LANDED LONG AND FAST. FAILED USE PROPER VREF SPEED OR USE DRAG CHUTE. DOWNWIND. OVERRAN RUNWAY. HIT PARKED AIRCRAFT
19970727019759A	RIGHT MAIN TIRE BLEW ON LANDING. LOST CONTROL. VEERED OFF RUNWAY INTO A PARKED AIRCRAFT. (-23) SEE NARRATIVE #FTW97LA282
19960209004139I	NARRATIVE: TWO KC FSDO INSPECTORS WERE ON THE EXECUTIVE BEECH FBO RAMP INSPECTING AN AIRPLANE WHEN N4517T WAS OBSERVED TAXIING INTO THE RAMP WITH ITS LEFT MAIN GEAR ASSY. ON FIRE. BOTH INSPECTORS SIGNALED THE PIC TO STOP WHILE A PILOT AND MECHANIC FOR AN AIR TAXI OPERATOR GRABBED FIRE EXTINGUISHERS. THE RIGHT MAIN GEAR ASSY. IGNITED AS WELL. WHEN N4517T WAS BROUGHT TO A STOP THE TWO AIR TAXI PERSONNEL PROCEEDED TO EXTINGUISH THE FIRES. THE THREE OCCUPANTS WERE ABLE TO EGRESS WITHOUT DIFFICULTY OR INJURY. DAMAGE TO N4517T WAS LIMITED TO BOTH WHEEL PANTS. BRAKE LINES AND MAIN TIRES. PIC STATED THAT WHEN HE NOTICED HIS TOE BRAKES BECOMING INEFFECTIVE, HE APPLIED THE HAND BRAKE REALIZING THEN THAT IT WAS ALREADY ENGAGED ONE NOTCH. HE DID NOT KNOW HOW THAT HAPPENED. WHEN ASKED HOW HIS PREVIOUS TAKEOFF HAD BEEN, HE RESPONDED THAT IT WAS NORMAL. THE ENTIRE PARALLEL TAXIWAY NEAREST RUNWAY 19R IS CLOSED. THE PIC HAD TO CLEAR THE RUNWAY AT THE END AND TAXI APPROXIMATELY 6,500 FEET WITH A 20 KT TAILWIND TO THE FBO. WITH ONE NOTCH OF BRAKE CONTINUOUSLY APPLIED FOR THAT AMOUNT OF TIME IT IS REASONABLE TO ASSUME THE BRAKES WOULD BECOME EXTREMELY HOT. A COMBUSTIBLE MATERIAL (OIL, BRAKE FLUID, ETC.) WAS PRESENT AROUND THE BRAKE AREA TO CAUSE IGNITION. THE PIC WAS COUNSELED TO THOROUGHLY INSPECT HIS LANDING GEAR DURING PRE-FLIGHT AND TO ENSURE THE HAND BRAKE IS COMPLETELY STOWED BEFORE FLIGHT. THIS INCIDENT, NO. CE96IGA0028, IS CLOSED.
19951006036609I	NARRATIVE: NOSE GEAR WOULD NOT LOCK DOWN. MANUAL EXTENSION WAS NOT EFFECTIVE. AIRCRAFT WAS LANDED ON MAIN WHEELS AND SLID ON NOSE. BOTH PROPELLERS WERE FEATHERED AND ONLY MINOR DAMAGE WAS DONE TO THE NOSE SECTION AND NOSE WHEEL WELL DOORS. THE RIGHT OIL CAP WAS NOT INSTALLED ^PRIVACY DATA OMITTED^
19951028034919A	STEEP APPROACH LATE FLARE. IMPACTED HARD. RIGHT MAIN GEAR COLLAPSED. WINGS PROGRAM DEMO FLIGHT WITH OBSERVER.
19970520015649I	NARRATIVE: THE FLIGHT WAS CONDUCTED UNDER A PART 141 CURRICULUM FOR A COMMERCIAL RATING. IT WAS THE PILOT'S FIRST SOLO FLIGHT IN THIS AIRCRAFT. THE AIRCRAFT DEPARTED MLB FOR A PRACTICE AREA SOUTH OF THE AIRPORT. THE PILOT ATTEMPTED TO CONTACT THE FLIGHT SCHOOL AND REPORT ENTERING THE PRACTICE AREA; WHICH IS A STANDARD OPERATING PROCEDURE OF THE FLIGHT SCHOOL. THE PILOT FIRST NOTED THAT THE RADIO WAS INOPERATIVE, AND SUBSEQUENTLY DISCOVERED THAT THE AIRCRAFT HAD LOST ALL ELECTRICAL POWER. THE PILOT RETURNED TO MLB AND ENTERED THE PATTERN FOR RWY 22. THE LANDING GEAR LEVER WAS PLACED IN THE DOWN POSITION, BUT NO INDICATION WAS AVAILABLE DUE TO THE LOSS OF ELECTRICAL POWER. A GO AROUND WAS EXECUTED UPON NOT RECEIVING A LIGHT FROM THE MLB TOWER. A SECOND ATTEMPT WAS INITIATED AND TERMINATED IN A GEAR UP LANDING. THE PILOT STATED THAT THE CIRCUMSTANCES SURROUNDING THE LOSS OF ELECTRICAL POWER, DISTRACTED HIM FROM REALIZING THE NEED FOR UTILIZING THE EMERGENCY GEAR EXTENSION PROCEDURE. ^PRIVACY DATA OMITTED^
19950822034249I	FAILED TO FLARE FOR LANDING. DAMAGED NOSE GEAR WHEEL AND STEERING ROD. WAS TOO HIGH AND FAST.
19980228009369I	NARRATIVE: MR. ODGERS DEPARTED GREENE COUNTY AIRPORT (I19) FOR A LOCAL FLIGHT. HE WENT TO SPRINGFIELD AIRPORT (SGH) TO PRACTICE INSTRUMENT APPROACHES AND TOUCH-AND-GO LANDINGS. ON HIS FIRST APPROACH TO RUNWAY 24, HE MADE A NORMAL LANDING. IN PREPARATION FOR TAKE OFF HE REACHED OVER AND THOUGHT HE PUT UP THE FLAPS; HE ACTUALLY PUT THE GEAR SWITCH IN THE UP POSITION. AS HE APPLIED POWER FOR TAKE OFF THE GEAR STARTED TO RETRACT AND THE AIRCRAFT SETTLED BACK ON THE RUNWAY AND SLID TO A STOP. AFTER EXITING THE AIRCRAFT MR. ODGERS LOOKED BACK AND SAW THE GEAR SWITCH IN THE UP POSITION.
19961224044459I	NARRATIVE: DURING ROUTINE SURVEILLANCE AT THE BECKWORTH, CA AIRPORT, AIRCRAFT N3469B WAS OBSERVED TO HAVE DAMAGE TO THE NOSE GEAR WHEEL WELL DOORS AND THE EXTENSION MECHANISM WAS MISSING. THE PILOT IN COMMAND, MR. RUSSELL SIMCOE, WAS CONTACTED BY TELEPHONE. HE STATED THAT WHILE TAXIING THE AIRCRAFT FOR TAKE-OFF ON RUN 07 TO MAKE A TAKE-OFF ON RUNWAY 25, HE STRUCK A LARGE PIECE OF ICE ON THE RUNWAY CENTERLINE WHICH WAS COVERED BY SNOW. UPON IMPACT THE NOSE GEAR WAS SEPARATED FROM THE AIRCRAFT. THERE WERE TWO PASSENGERS ON BOARD AND NO INJURIES OCCURRED. ACCORDING TO MR. SIMCOE THE SKY WAS CLEAR AND VISIBILITY WAS UNRESTRICTED. THE WIND WAS BLOWING 5 KNOT FROM 250 DEGREES. THE TEMPERATURE WAS 10 DEGREE F AND THE ALTIMETER WAS 30.20. MR. SIMCOE STATED THAT THE WEATHER WAS NOT A FACTOR IN CAUSING THIS ACCIDENT. THIS INVESTIGATION IS CLOSED. INCIDENT DOES NOT INVOLVE A PILOT DEVIATION REPORT FORM 8020-17.
19961224044549I	NARRATIVE: UPON CLEARING RUNWAY 34R, RIGHT ENGINE PROPELLER CAME IN CONTACT WITH TAXIWAY LIGHT, HALF WAY UP PROPELLER BLADE. PIC STATED THAT RAINY CONDITIONS MADE IT DIFFICULT SEEING YELLOW TAXIWAY LINE, AND FELT HURRIED BY ATC TO CLEAR THE RUNWAY. DID NOT SEE TAXIWAY LIGHT ON THE RIGHT SIDE OF THE AIRCRAFT FROM HER POSITION IN THE LEFT SEAT.
19980817035609I	PILOT COULD NOT GET THE LEFT MAIN GEAR DOWN, LANDED ON THE RIGHT MAIN AND NOSE GEAR.  AIRCRAFT SUBSTAINED MINOR DAMAGE TO THE BOTTOM OF THE FUSELAGE.  MECHANICS FROM PEAK AVIATION IN PUEBLO, COLORADO, FOUND THAT A COTTER PIN FROM THE GEAR DOOR ACTUATOR WAS MISSING.  THE MAIN GEAR CAN NOT DEPLOY IN THE DOWN POSITION IF THE GEAR DOORS DO NOT OPEN.
