c5	remark
20180818014439A	ON AUGUST 18, 2018 AT 1720 EASTERN DAYLIGHT TIME, AN AIR TRACTOR AT-502B AIRCRAFT, N502RL, REGISTERED TO A CERTIFICATED AERIAL APPLICATION COMPANY AND OPERATED BY A COMMERCIAL PILOT, WAS DESTROYED WHEN IT IMPACTED A SOYBEAN FIELD FOLLOWING A SPRAY PASS IN BETHEL TOWNSHIP, MICHIGAN. VISUAL METEOROLOGICAL CONDITIONS AND LIGHT WINDS PREVAILED AT THE TIME OF THE ACCIDENT. THE COMMERCIAL APPLICATION FLIGHT WAS BEING CONDUCTED UNDER THE PROVISIONS OF TITLE 14 CODE OF FEDERAL REGULATIONS (CFR) PART 137 WITHOUT A FLIGHT PLAN.  THE PILOT SUSTAINED FATAL INJURIES. THE FLIGHT ORIGINATED FROM THE WOLF AIRPORT, SHIPSHEWANA, INDIANA APPROXIMATELY 35 MINUTES PRIOR TO THE ACCIDENT.  ACCORDING TO WITNESSES, THE PILOT HAD BEEN SPRAYING A SOYBEAN FIELD ADJACENT TO THEIR HOME AND DURING A CLIMBING TURN OUT OF THE FIELD ?WENT VERTICAL THEN ROLLED UP-SIDE-DOWN DURING THE TURN, HE WAS ABLE TO GET THE WINGS LEVEL, BUT HIT THE GROUND BEFORE HE COULD PULL OUT OF THE DIVE.? A NUMBER OF WITNESS? ALSO STATED THEY FELT THE PILOT WAS ?SHOWING-OFF? FOR THE GROUP OF PEOPLE WHO WERE WATCHING FROM THE HOME. FOLLOWING IMPACT, TWO WITNESSES RAN TO THE AIRCRAFT TO ASSIST, BUT FOUND THE PILOT DECEASED. FIRE RESCUE PERSONNEL WERE CALLED AND RESPONDED WITHIN 10 MINUTES.   THE AIRCRAFT WAS FOUND UPRIGHT IN ON A 320 DEGREES HEADING WITH ALL COMPONENTS PRESENT WITHIN THE ACCIDENT AREA. THE PROPELLER HAD 2 BLADES HIDDEN FROM VIEW WITH ONE REMAINING BLADE SHOWING LEADING EDGE DEFORMITY INDICATIVE OF BEING UNDER POWER ON IMPACT. ALL THREE BLADES REMAINED ATTACHED TO THE PROPELLER HUB. THE PROPELLER GOVERNOR WAS FOUND FRACTURED DUE TO IMPACT FORCES. THE ENGINE AND HOPPER SECTION OF THE AIRCRAFT WERE FOUND HIGHLY FRAGMENTED AND COVERED IN FUNGICIDE. THE ENGINE WAS BROKEN IN TWO AT THE TURBINE BLADE SECTION. ALL MOTOR MOUNTS AND BRACING WERE BROKEN FORWARD OF THE COCKPIT. THE COCKPIT AREA SHOWED BREACHING AT THE WINDSHIELD DUE TO FUSELAGE TWISTING ON IMPACT. THE COCKPIT FLOOR WAS CRUSHED AND MOVED UPWARD INTO THE CREW AREA. THE INSTRUMENT PANEL REMAINED RELATIVELY INTACT. THE FUSELAGE SHOWED SIGNS OF LEFT SIDE COMPRESSION AND TWISTING. BOTH WINGS SHOWED LEADING EDGE CRUSHING AND DEFORMITY OF APPROXIMATELY 45-DEGREE NOSE DOWN IMPACT. BOTH AILERONS WERE DAMAGED BY IMPACT FORCES WITH FLAPS SHOWING APPROXIMATELY 10 DEGREES OF DEPLOYMENT AT TIME OF IMPACT. BOTH MAIN LANDING GEAR WERE HIDDEN FROM VIEW AND FOLDED UNDER THE WINGS. CONTROL CONTINUITY COULD NOT BE ESTABLISHED AT THE TIME OF INVESTIGATION DUE TO EXTENSIVE FLOOR AND FLIGHT CONTROL DAMAGE. THE VERTICAL STABILIZER REMAINED ATTACHED TO THE FUSELAGE WITH THE TOP AND MIDDLE RUDDER ATTACH POINTS FAILED AND THE RUDDER FOLDED TO THE LEFT. THE HORIZONTAL STABILIZER ALSO REMAINED ATTACHED WITH SIGNIFICANT DAMAGE TO BOTH ELEVATORS. THERE WAS NO EVIDENCE OF POST-CRASH FIRE.    WEATHER REPORT AT AZO AT 2153 UTC WAS: WIND 010 DEGREES AT 5KNOTS, VISIBILITY 10 STATUTE MILES, SCATTERED, TEMP 28 C DEW POINT 18 C AND ALTIMETER 29.96.
20180818014449A	FLIGHT ORIGINATED FROM BOEING FIELD, WITH A STOP AT TACOMA, ENROUTE TO PORTLAND.  JUST SOUTH OF THE SOUTHWEST WASHINGTON REGIONAL (KLS) AIRFIELD, THE AIRCRAFT ENGINE STOPPED RUNNING AND AN EMERGENCY LANDING WAS MADE IN A FIELD ONE MILE SOUTH OF THE KLS AIRFIELD.    POST-ACCIDENT INVESTIGATION REVEALED LESS THAN 1/3 OF A GALLON OF FUEL REMAINING IN THE AIRCRAFTS RIGHT FUEL TANK, 34 GALLONS REMAINING IN THE AIRCRAFTS LEFT TANK, AND THE AIRCRAFT GASCOLATOR CONTAINED NO FUEL.  INTERVIEW WITH PILOT REVEALED HE HAD NOT SWITCHED TANKS WHILE IN FLIGHT AND SUBSEQUENTLY RAN THE RIGHT TANK OUT OF FUEL.
20180818015929A	DEPARTED RVS FOR MFE. AT 800FT AGL PILOT LOST RADIO COMM. CONTINUED CLIMBING WHILE TROUBLESHOOTING PROBLEM. PILOT SQUAKED 7600 AND PROCEEDED TO RETURN TO RVS. ON DOWNWIND HE ATTEMPTED TO DEPLOY THE FLAPS WHICH HE STATED "AND IT WAS SET BUT DID NOT INDICATE". HE THEN LOWERED THE LANDING GEAR AND STATED HE SAW ONE OVER HIS SHOULDER (L) AND ONE IN THE MIRROR (R). UPON TOUCHDOWN THE LEFT GEAR COLLAPSED AND HE WAS UNABLE TO MAINTAIN DIRECTIONAL CONTROL AND DEPARTED RWY 1L INTO THE GRASS. DUE TO DAMAGE TO PRIMARY FLIGHT CONTROLS THE AIRCRAFT SUSTAINED SUBSTANTIAL DAMAGE.
20180818015939A	ON THE AFTERNOON OF AUGUST 18, 2018, N88HK, A PIETENPOL AIR CAMPER EXPERIMENTAL AMATEUR BUILT AIRCRAFT DEPARTED MONTEZUMA AIRPARK (19AZ) CAMP VERDE, AZ., FOR A FLIGHT WITH A PASSENGER TO COTTONWOOD AIRPORT (P52), INTENDING TO RETURN TO AZ19.  AFTER SEVERAL HOURS, THE WIFE OF THE PILOT REPORTED THE FLIGHT MISSING.  AIRCRAFT WRECKAGE IS LOCATED TWO MILES EAST OF 19AZ POINTED EAST.  AIRCRAFT APPEARED TO HAVE COME STRAIGHT DOWN IN ABOUT A 30-DEGREE NOSE DOWN ATTITUDE, WITH NO ROTATIONAL COMPONENT SIGNATURE EVIDENT.  PROPELLER SHOWED NO SIGNS OF ROTATION AT IMPACT.  SLIGHT FUEL ODOR DETECTABLE ON AUGUST 19.  FIRST RESPONDER THE NIGHT BEFORE REPORTED DEFINITE ODOR OF GASOLINE.  ENGINE WAS PARTIALLY DISSEMBLED SHOWED NO EVIDENCE OF MECHANICAL FAILURE.  ENGINE WAS PARTIALLY DISSEMBLED AND THERE WAS NO EVIDENCE OF MECHANICAL FAILURE OR ABNORMALITY.
20180818015949A	PILOT DEPARTED FLYING B RANCH IDAHO(12ID) AND ON CLIMB OUT MADE A TURN UP A BOX CANYON.  PILOT WAS UNABLE TO TURN AROUND OR CLIMB ABOVE THE TERRAIN.  PILOT RADIOED "I'M GOING IN, CRASHING".    ANOTHER AIRCRAFT THAT TOOK OFF BEHIND THEM SAW THEM LAND IN THE CANYON AND A FIRE STARTED SHORTLY AFTER.  PILOT AND PASSENGER WERE SEVERELY BURNED IN POST IMPACT FIRE.
20180818018509A	ON AUGUST 18, 2018 AIRMAN WAS FLYING N441GR, A CE-U206F TO CHINITNA BAY FOR THE PURPOSE OF BEAR VIEWING. PILOT PLUS 5 PASSENGERS. AIRMAN PERFORMED A PREFLIGHT AND REVIEWED FLIGHT MANIFEST AND COMPLETED A WEIGHT AND BALANCE. AFTER A 60 MIN FLIGHT AIRMAN ARRIVED AT CHINITNA BAY. AT WHICH POINT THE AIRMAN DID TWO PASSES OVER THE BEACH TO DETERMINE IT WAS FREE OF DEBRIS AND DIRECTION OF WIND FOR LANDING. AIRMAN STATED IT WAS A LIGHT WIND FAVORING A NORTH LANDING. AFTER A STABLE APPROACH THE AIRMAN TOUCHED DOWN WITH THE LEFT MAIN FIRST (UPHILL WHEEL), THE PLANE SLOWED DOWN AND THE RIGHT MAIN WHEEL TOUCHED.  AT THAT POINT THE AIRMAN THOUGHT HE HAD A FLAT TIRE FOLLOWED BY THE AIRCRAFT VEERING TO THE RIGHT IN A 180 DEGREE TURN AND OFF THE BEACH INTO THE MUD FLAT. AFTER MAKING SURE EVERYONE WAS OK THE AIRMAN GOT THE AFT CARGO DOOR OPEN AND EVERYONE EXITED THE AIRCRAFT UP THE BEACH.  ONCE EVERYONE SEEMED TO BE OK THE AIRMAN CONTACTED ANOTHER COMPANY PILOT TO LET HIM KNOW WHAT HAD HAPPENED AND HE CONTACTED BASE TO LET THEM KNOW THE SITUATION. AT THIS TIME THE AIRMAN SAW THAT THE RIGHT MAIN LANDING GEAR HAD BROKEN OFF, AND DURING THE 180 DEGREE TURN THE LEFT MAIN LANDING GEAR HAD ALSO BROKEN OFF. 2 PLANES WERE DISPATCHED TO PICK UP THE AIRMAN AND PASSENGERS.
20180818018519A	8-18-2018 THE AIRCRAFT WAS INVOLVED IN AN ACCIDENT WHILE CONDUCTING A CHUCKER WILDLIFE SURVEY. THE PILOT STATED WHILE IN CLOSE PROXIMITY TO THE GROUND A SUSPECTED MICRO BURST CAUSED THE AIRSPEED TO INDICATE ZERO WITH A LOSS OF CONTROL OF THE HELICOPTER. THE PILOT ATTEMPTED TO CUSHION THE IMPACT WITH THE GROUND BUT THE HELICOPTER LANDED HARD, SPINNING AND COMING TO REST ON IT'S RIGHT SIDE. ONE OF THE TWO PASSENGERS EXITING THE HELICOPTER ANNOUNCED FIRE. THE HELICOPTER WAS CONSUMED BY THE POST ACCIDENT FIRE.
20180818021169A	PILOT STATES NORMAL OPERATIONS THROUGH TAKEOFF UNTIL AROUND 3000' DURING CLIMBOUT WHEN AIRCRAFT ENGINE BEGAN RUNNING ROUGH. THROTTLE AND MIXTURE WERE ADVANCED TO FULL & RICH. FUEL FLOW WAS ABOUT 30% BELOW NORMAL FOR THESE MAX SETTINGS. ENGINE NEARLY QUIT AT 3500' WHILE NEAR PGV AIRPORT. FURTHER ADJUSTMENTS RESULTED IN A FEW BURSTS OF POWER BEFORE ENGINE SHUT DOWN COMPLETELY. PILOT NOTIFIED PGV CTAF OF EMERGENCY AND BEGAN SPIRALING DOWN TOWARD PGV. WINGS WERE LEVEL AS AIRCRAFT INITIALLY TOUCHED DOWN IN GRASS NEAR CENTER OF AIRFIELD. ACFT ROLLOUT ACROSS DRAINAGE AREA AND TAXIWAY RESULTED IN KNOCKING OUT A FEW TAXI LIGHTS, THEN ACROSS RAMP, COMING TO REST IN ANOTHER GRASSY AREA. THE AIRCRAFT SUSTAINED A FLAT TIRE AND BOTH MAIN GEAR ATTACH POINTS WERE STRUCTURALLY DAMAGED. TAIL WHEEL WAS RIPPED FROM AIRCRAFT. THE PROP WAS DAMAGED ALONG WITH BOTH WING TIPS.
20180818024719A	AIRCRAFT DEPARTED AND FAILED TO MAINTAIN A SAFE FLYING SPEED ON CLIMB OUT.
20180819015959I	THE INCIDENT AIRCRAFT WAS PRACTICING TAKEOFFS AND LANDING IN THE PATTERN AT THE DANBURY MUNICIPAL AIRPORT (KDXR).  DURING THE FINAL TAKEOFF, THE PILOT-IN-COMMAND, WHO WAS ACTING AS A CERTIFICATED FLIGHT INSTRUCTOR, NOTED A BUMP THAT HE BELIEVED WAS AS A RESULT OF THE RUNWAY CONDITION.  INSTEAD, THIS WAS THE SOUND OF THE IMPACT OF THE LEFT MAIN LANDING GEAR STRUT IMPACTING THE RUNWAY AS A RESULT OF THE FAILURE LOWER TORQUE LINK BOLT.    AN AIRPORT TENANT NOTICED THE LEFT MAIN LANDING GEAR MISSING AS THE INCIDENT AIRCRAFT FLEW OVERHEAD AND NOTIFIED THE TOWER.  THE TOWER SUBSEQUENTLY INFORMED THE AIRCRAFT WHO DEPARTED THE PATTERN TO TROUBLESHOOT THE PROBLEM.  EVENTUALLY, THE AIRCRAFT RETURNED TO THE PATTERN AND MADE SEVERAL LOW PASSES TO ASSESS THE CONDITION OF THE LEFT MAIN LANDING GEAR.  THE AIRCRAFT WAS THEN LANDED EVENTUALLY CONTACTING THE REMAINING UPPER PORTION OF THE STRUT.  NO DAMAGE WAS NOTED TO THE PROPELLER, THE BELLY, OR WING AREAS FROM THE LANDING.  THERE WAS LIGHT DAMAGE TO TRAILING EDGE OF THE LEFT FLAP AND SOME BLACK DISCOLORATION OF THE UNDERSIDE OF THE LEFT SIDE OF THE HORIZONTAL STABILIZER.  THERE WERE NO INJURIES OR POST-CRASH FIRE.
20180819015969I	THE PILOT ATTEMPTED TO LAND THE AIRCRAFT IN A FIELD AND WHILE DESCENDING BELOW THE TREE LINE THAT SURROUNDS THE FIELD, THE AIRCRAFT BEGAN TO EXPERIENCE AN EXCESSIVE SINK RATE. THE AIRCRAFT TOUCHED DOWN IN THE FIELD, BOUNCED INTO THE AIR, AND CONTINUED DOWN THE FIELD FOR APPROXIMATELY 570 FEET AND STALLED WITH THE RIGHT WING IMPACTING THE GROUND CAUSING THE AIRCRAFT TO ROTATE 180 DEGREES. THE LEFT AND RIGHT MAIN LANDING GEAR IMPACTED THE GROUND AND WERE FOLDED BACK AGAINST THE FUSELAGE. THE AIRCRAFT CONTINUED TO SLIDE ON ITS BELLY FOR APPROXIMATELY 80 FEET AND CAME TO REST AT A TREE LINE ON THE SOUTH SIDE OF THE PROPERTY FACING NORTH.  THE AIRCRAFT SUSTAINED MINOR DAMAGE TO THE FOLLOWING AREAS: PROPELLER, RIGHT WING TIP, TRAILING EDGE OF THE RIGHT AILERON, TAIL WHEEL, LOWER RUDDER, AND LEFT ELEVATOR. THE PILOT WAS NOT INJURED.
20180819015979I	08/19/18 THE FLIGHT CREW REPORTED HITTING ONE OR MORE BIRDS DURING LANDING APPROXIMATELY 3000' DOWN THE RUNWAY. THE FLIGHT LANDED WITHOUT INCIDENT OR INJURIES. THE FLIGHT CREW DOCUMENTED THE EVENT ON LOGPAGE R493421. THE AIRCRAFT SUSTAINED DAMAGE TO THE NOSE WHEEL LANDING LIGHT. MAINTENANCE REMOVED THE DAMAGE LIGHT BULB THEN PLACED THE ITEM ON CDL. DURING A SUBSEQUENT OVERNIGHT MAINTENANCE VISIT THE LANDING LIGHT WAS REPLACED AND THE CDL ITEM WAS CLEARED IN THE AMFL.  NO FURTHER ACTION REQUIRED.  THIS EVENT MEETS THE INCIDENT CRITERIA PER FAA ORDER 8020.11D.
20180819015989A	ON AUGUST 19, 2018 AT APPROXIMATELY 1927 CENTRAL DAYLIGHT TIME, A CIRRUS SR-22T N1133T VEERED OFF RUNWAY (RWY)14 AFTER TOUCHDOWN AT THE GRANBURY REGIONAL AIRPORT (KGDJ). THE AIRPLANE HIT A BARBED WIRE FENCE, AND THE RUDDER CONTACTED AN ELEVATED DIRT MOUND AFTER MAIN LANDING GEAR ROLLED OVER IT.  THE IMPACT OF THE RUDDER TO THE DIRT MOUND CAUSED THE AIRPLANE TO NEARLY SEVER IN TWO AT THE TAIL EMPENNAGE; THIS DAMAGE DESTROYED THE AIRCRAFT.  THE LEFT MAIN LANDING GEAR WAS ALSO DAMAGED AT THE AIRFRAME ATTACHMENT POINT AS A RESULT OF CONTACT WITH THE ELEVATED DIRT MOUND.  MAIN THE PRIVATE PILOT WAS UNJURIED IN THE CRASH BUT SUSTAINED A CUT TO HIS LEG ON BARBED WIRE WHILE WALKING AWAY FROM THE AIRPLANE; THIS REQUIRED NO MEDICAL ATTENTION.  THE AIRPLANE WAS REGISTERED TO AND OPERATED BY THE PILOT UNDER THE PROVISIONS OF TITLE 14 CODE OF FEDERAL REGULATIONS PART 91 AS A PERSONAL FLIGHT.  VISUAL METEOROLOGICAL CONDITIONS PREVAILED AT THE TIME OF THE ACCIDENT AND NO FLIGHT PLAN HAD BEEN FILED.  THE ^PRIVACY DATA OMITTED^ PILOT-IN-COMMAND WAS CONDUCTING IFR APPROACHES TO RWY14 IN FULL VFR AT THE TIME OF THE ACCIDENT.
20180819015999A	AT THE CONCLUSION OF A VFR FLIGHT FROM DEXTER AIRPORT (KDXE) TO PAINTON, MO, (EAA AIRPORT 453) THE PILOT ATTEMPTED TO ACCOMPLISH A LANDING TO THE SOUTH ON THE TURF RUNWAY. THE WIND AT THIS TIME WAS LIGHT AND GENERALLY SOUTHERLY. HOWEVER, ON TOUCH DOWN THE AIRPLANE BOUNCED BACK INTO THE AIR AND THE PILOT CORRECTED WITH FORWARD MOTION ON THE CONTROL YOKE, CAUSING THE AIRPLANE TO TOUCH DOWN NOSE GEAR FIRST. ON IMPACT THE NOSEGEAR SEPARATED FROM THE AIRPLANE AND THE PROPELLER STRUCK THE GROUND. THE DAMAGE TO THE AIRPLANE CONSISTED OF SUDDEN STOPPAGE OF THE ENGINE, A BROKEN PROPELLER BLADE, DAMAGE TO THE ENGINE MOUNT, DAMAGE TO THE UPPER AND LOWER NOSE COWLINGS AND THE BROKEN NOSEWHEEL STRUT.
20180819016009I	ON 08/19/2018 AT 0653 CST (CENTRAL STANDARD TIME), A UNITED AIRLINES (UAL) AIRBUS A319 AIRCRAFT (N836UA) DEPARTED EASTERN IOWA AIRPORT (CID) ON RUNWAY 27 AND STRUCK A SMALL BIRD ON THE RIGHT WING.  AIRCRAFT CONTINUED TO CHICAGO O'HARE INTERNATIONAL AIRPORT (ORD).  AIRCRAFT MAINTENANCE INSPECTED AIRCRAFT AND DID NOT IDENTIFY ANY DAMAGE.
20180819021309I	STUDENT PILOT WAS LANDING AIRCRAFT. HE DRIFTED AWAY FROM CENTERLINE. INSTRUCTOR CORRECTING WHILE STUDENT HIT BRAKES. AIRCRAFT NOSED OVER AND STRUCK PROPELLER. INSTRUCTOR PERFORMING REMEDIAL COUNSELING AND TRAINING. CONFERENCE WITH INSPECTORS FOR COUNSELING ON 08/23/2018.
20180819023169A	HILO, HI (ITO): BL71, N11QP, EC 130 B4, ITOINBOUND FROM THE SOUTH AFTER HAVING DEPARTED FOR A MAINTENANCE FLIGHT; PLT RPTD REAR LEFT DOOR SLID OFF TRACK IN FLIGHT AND STRUCK ROTOR BLADES; EMERGENCY LNDG @ SHIPMAN ESTATE W/O FURTHER INC; DOOR HAS NOT BEEN LOCATED; ATC SVCS ITO POB: 2, INJURIES: NONE, DAMAGE: SUBSTANTIAL. 08/18/2018 2303Z
20180819023679I	ROU 1886, DURING EN ROUTE: IN CRUISE PHASE L1 FLIGHT ATTENDANT BECAME INCAPACITATED DUE TO ILLNESS AND WAS DEEMED UNFIT FOR THE REMAINDER OF THE FLIGHT. ORDER OF PRIORITY FOR THE CABIN CREW WAS REASSIGNED TO ENSURE ALL DOORS WERE MANNED FOR LANDING.  COMPANY POLICY AND PROCEDURES WERE FOLLOWED BY BOTH THE FLIGHT CREW AND THE CABIN CREW DURING THE OCCURRENCE. THE AFFECTED CREW MEMBER WILL NOT BE PERMITTED TO CONDUCT FURTHER CABIN CREW DUTIES UNTIL DEEMED FIT IN ACCORDANCE WITH COMPANY POLICY AND PROCEDURES.  PTRS RECORD ID: FS58 2019 00185
20180820011859A	MOKULEIA, HI (HDH): N98146, PA28A, ENGINE FAILURE AFTER TAKEOFF PORTION OF TOUCH AND GO DURING FLIGHT INSTRUCTION, CRASHED IN FIELD JUST SOUTH OF HDH. POB: 3, INJURIES: 3 MINOR, DAMAGE: SUBSTANTIAL.
20180820011869A	PILOT AND PASSENGER LANDED IN A HUNTING LOCATION SHORTLY AFTER HIGH WINDS IN THE AREA BECAME  PRESENT. THE PILOT AND PASSENGER STAYED IN THAT LOCATION FOR TWO DAYS. ON THE SECOND DAY THE WINDS HAD CALMED DOWN AND THE PILOT CHOSE TO ATTEMPT A CROSS WIND TAKEOFF. THE CROSS WIND PROHIBITED THE AIRCRAFT FROM BECOMING AIRBORNE IN TIME AND THE AIRCRAFT CAME TO REST IN A SHALLOW RIVER JUST PAST THE END OF THE IMPROMPTU AIRSTRIP. THE PILOT AND PASSENGER SUFFERED MINOR INJURIES AND WERE ABLE TO EXIT THE AIRCRAFT ON THEIR OWN. THE AIRCRAFT SUSTAINED SUBSTANTIAL DAMAGE. THE CROSS WIND THAT WAS PRESENT EXTENDED THE TAKE OFF RUN LONGER THAN THE PILOT ANTICIPATED. THE LACK OF FORWARD RELATIVE WIND WAS THE PRIMARY FACTOR INVOLVED WHICH PREVENTED THE AIRCRAFT FROM TAKING FLIGHT IN THE SPECIFIED RUNWAY (AIRSTRIP) DISTANCE.   THE PILOT WAS COUNSELED BY THE INVESTIGATING INSPECTOR ABOUT SAFE PRACTICES AND JUDGEMENT ON TAKEOFF ABORTIONS.   PLEASE SEE PTRS# 201804492
20180820011879A	ON APRIL 04, 2019, ^PRIVACY DATA OMITTED^ PILOTED AIRCRAFT N7622M, 1959 CESSNA 175, SN: 55922, FROM AUGUSTA, GA (KDNL) IN ROUTE TO BOONE, NC.  APPROXIMATELY 15 MINUTES INTO THE FLIGHT, THE ENGINE BEGAN TO SPUTTER AND, EVENTUALLY QUIT.  ^PRIVACY DATA OMITTED^ SAFETY LANDED THE AIRCRAFT IN A PASTURE CLOSE TO EDGEFIELD, SC.  THERE WERE NO INJURIES SUSTAINED BY ^PRIVACY DATA OMITTED^ OR THE PASSENGER.  ALTHOUGH THE PLANE LANDED SAFELY, IT SUSTAINED SUBSTANTIAL DAMAGE DUE TO THE LEFT WING STRIKING A POWER POLE DAMAGING THE FORWARD AND AFT SPARS.
20180820011889A	STUDENT PILOT ON CROSS-COUNTRY SOLO FLIGHT LANDED HARD, BOUNCED AND PERFORMED A GO AROUND. THE SECOND LANDING WAS WITHOUT INCIDENT. HOWEVER UPON SHUTDOWN THE CFI NOTICED A BEND IN THE TIP OF ONE OF THE PROPELLER BLADES. FURTHER INVESTIGATION FOUND WRINKLES IN THE LOWER FUSELAGE SKIN AND ENGINE FIREWALL.
20180820011899A	ON AUGUST 20, 2018 AT 06:30 LOCAL WHILE FLYING IN THE PATTERN AT THE DEER VALLEY AIRPORT (DVT), AIRCRAFT N787WM, CRASHED ONE QUARTER MILE FROM THE RUNWAY AT THE INTERSECTION OF DEER VALLEY ROAD AND 7TH STREET IN PHOENIX ARIZONA. THE PILOT IN COMMAND (PIC), THEODORE RICH, CERTIFICATE NUMBER 3778291 INITIALLY SURVIVED THE CRASH BUT WAS LATER WAS PRONOUNCED DEAD AT A LOCAL HOSPITAL. THE PASSENGER, ALSO A CERTIFICATED PILOT, ELAINE CARPENTER, CERTIFICATE NUMBER 4047866, WAS PRONOUNCED DEAD AT THE SCENE. THE AIRCRAFT, AN AMATEUR BUILT (JAMES E. CAUSEY) ACRODUSTER II, WAS PURCHASED BY GROUND LOOP AVIATION LLC ON AUGUST 18, TWO DAYS PRIOR TO THE ACCIDENT. PRIOR TO THE ACCIDENT THE PILOT HAD PERFORMED FOUR TOUCH AND GO LANDINGS SUCCESSFULLY AND WAS CIRCLING IN THE PATTERN TO ATTEMPT A FIFTH LANDING. A VIDEO RECORDING DEVICE WAS FOUND INTACT MOUNTED TO THE LEFT UPPER WING OF THE AIRCRAFT, WHICH RECORDED THE ENTIRE DAY?S FLIGHT, INCLUDING THE ACCIDENT. ON THE FIFTH ATTEMPT THE VIDEO SHOWS THE AIRCRAFT SLOWING JUST PRIOR TO ENTERING THE FINAL TURN TO BASE AT RUNWAY 25L. WHILE TURNING THE NOSE OF THE AIRCRAFT PULLED UP AND APPEARED TO STALL. THE PILOT WAS NOT ABLE TO RECOVER FROM THE STALL AND THE AIRCRAFT IMPACTED IN THE STREET INTERSECTION. THE AIRCRAFT WAS AT A STEEP NOSE DOWN ATTITUDE WHEN IT STRUCK THREE VEHICLES STOPPED AT A RED LIGHT AT THE INTERSECTION. TWO OF THE VEHICLES SUSTAINED MINOR DAMAGE AND THE THIRD SUSTAINED SUBSTANTIAL DAMAGED. NONE OF THE DRIVERS OF THE VEHICLES INVOLVED WERE INJURED ALTHOUGH ONE WAS TRANSPORTED FOR PRECAUTIONARY REASONS. POST-ACCIDENT INSPECTION OF THE AIRCRAFT REVEALED NO MECHANICAL DEFICIENCIES THAT COULD HAVE CONTRIBUTED TO THE ACCIDENT. REVIEW OF THE AIRCRAFT MAINTENANCE LOGS INDICATES THE AIRCRAFT HAD BEEN PROPERLY MAINTAINED BY THE PREVIOUS OWNER. WE CONCLUDE THAT THERE DOES NOT APPEAR TO HAVE BEEN ANY OF THE NINE FAA RESPONSIBILITIES VIOLATED OR INVOLVED WITH THIS ACCIDENT.
20180820011909I	PILOT AND PASSENGER WERE ENDING THE DAY OF HERDING SHEEP IN AN R-22 BETA 2 (N755SH) ON A PRIVATE RANCH 20 MILES EAST OF DEL RIO, TX. WHILE CRUISING BACK TO THE LANDING AREA WHERE THE HELICOPTER TRAILER WAS, PILOT STATED VISIBILITY WAS REDUCED AT DUSK AND HE DID NOT SEE THE POWER LINES. PILOT STRUCK TWO POWER LINES. ONE LINE DAMAGED THE MAIN ROTOR SHAFT FAIRING, AND THE SECOND LINE CAUSED SCRATCHING ON THE FRONT OF THE MAIN VIEWING BUBBLE. BOTH LINES SNAPPED WHICH REDUCED ANY FURTHER DAMAGE. PILOT WAS ABLE TO LAND THE HELICOPTER NORMALLY WITH NO VIBRATIONS OR POWER LOSS. HELICOPTER WAS INSPECTED BY THE PILOT WHO STATED HE CHECKED THE MAIN ROTOR BLADES AND HEAD ALONG WITH THE TAIL BOOM AND TAIL ROTOR. EVERYTHING WAS IN PERFECT CONDITION.
20180820011919A	ON 08/20/2018, THE ^PRIVACY DATA OMITTED^ PILOT FINISHED PERFORMING MAINTENANCE ON HIS AIRCRAFT AND DECIDED TO MAKE A SHORT POST MAINTENANCE TEST FLIGHT. THE PILOT CONDUCTED A PREFLIGHT INSPECTION AND ENGINE RUN-UP PRIOR TO THE FLIGHT. THE PILOT STATED THAT DURING THE PREFLIGHT, HE OBSERVED AT LEAST 12 GALLONS OF FUEL ON BOARD. THE PILOT STAYED WITHIN APPROXIMATELY ONE MILE OF THE AIRPORT DURING THE FIRST TEN MINUTES OF THE FLIGHT. EVERYTHING WAS WORKING WELL SO HE EXTENDED HIS FLIGHT TO A GREATER DISTANCE. THE PILOT ESTIMATED THAT HE HAD BEEN ALOFT FOR APPROXIMATELY THIRTY MINUTES WHEN THE ENGINE STARTED RUNNING ROUGH. HE THEN STARTED LOOKING FOR A SUITABLE LANDING SPOT WITHIN THE FOREST. HE ATTEMPTED TO REGAIN ENGINE POWER THROUGH MANIPULATION OF CONTROLS AND CYCLING THE ELECTRIC BOOST PUMP BUT WAS UNSUCCESSFUL. HE SPOTTED WHAT WAS HIS BEST OPTION TO SAFELY LAND AND STARTED HIS APPROACH. THE ENGINE FULLY STOPPED AT THE POINT THAT HE WAS COMMITTED TO THE LANDING. THE AIRCRAFT TOUCHED DOWN IN A SMALL CLEARING IN THE MIDDLE OF A FOREST THAT WAS APPROXIMATELY 200 FEET LONG WITH UNEVEN GROUND. DURING ROLLOUT, THE AIRCRAFT WINGS STRUCK MULTIPLE BUSHES AND FINALLY A LARGE TREE PRIOR TO STOPPING. THE AIRCRAFT WAS SUBSTANTIALLY DAMAGED, THE PILOT WAS UNINJURED. THE PILOT STATED THAT AFTER LANDING, WHILE INSPECTING THE AIRCRAFT, HE FOUND THE LEFT FUEL CAP LOOSE AND TIGHTENED IT. PRIOR TO EXITING THE AIRCRAFT, THE PILOT SAID HE SAW A SMALL AMOUNT OF FUEL IN BOTH FUEL TANK SIGHT GLASSES.
