c5	remark
20110717015139I	AIRMAN STATED THAT DURING A SWATH RUN HE MOMENTARILY BECAME DISTRACTED.  WHEN HE RETURNED HIS ATTENTION TO THE FLIGHT PATH HE REALIZED HE WAS RAPIDLY APPROACHING A UTILITY POLE AND ATTEMPTED TO CLIMB OVER IT. AIRMAN STATES HE CLIPPED THE TOP OF THE UTILITY POLE WITH THE PROPELLER AND RIGHT SPRAY BOOM.  HE THEN MADE A PRECAUTIONARY LANDING IN A NEARBY RESTRICTED LANDING AREA.  THE PROPELLER WAS MISSING APPROXIMATELY NINE INCHES FROM ONE BLADE AND THE RIGHT SPRAY BOOM HAD BEEN COMPLETELY DETACHED FROM THE AIRCRAFT.  THE PILOT RECEIVED NO INJURIES.  AIRMAN STATED HE WAS PREVIOUSLY AWARE OF THE LOCATION OF THE UTILITY POLE.
20110717015489A	WITNESSES STATED ON DEPARTURE THE AIRCRAFT ENGINE SOUNDED QUIETER THAN NORMAL, AIRCRAFT ENGINE SEEMED TO LOSE POWER.  THE PILOT BANKED LEFT ATTEMPTING  TO RETURN TO THE RUNWAY, THE AIRCRAFT STALLED AND CRASHED INTO THE WOODS NEAR THE RUNWAY.
20110717016039I	PILOT HAD GIVEN SOME RIDES EARLIER IN THE DAY IN A STEARMAN.  HE DECIDED TO DO ANOTHER RIDE IN THE BIRD DOG (CESSNA 305A).  HE TAXIED TO RUNWAY 23 FOR A DEPARTURE FROM THE INTERSECTION OF RUNWAY 23 AND TAXIWAY C.  THE FLIGHT WAS TO BE A FLIGHT AROUND THE PATTERN WITH A FULL STOP LANDING ON RUNWAY 14.  THE PILOT NOTED THAT HE OBSERVED A WIND SHIFT.  THE WIND SHIFTED FROM THE SOUTHWEST TO THE SOUTHEAST.  HE ADVANCED THE THROTTLE AND NOTED A SLIGHT DRIFT TO THE LEFT.  HE STATED THAT THIS WAS NOT AN UNCOMMON OCCURENCE.  THE AIRPLANE CONTINUED TO DRIFT LEFT AND THE PILOT ELECTED TO ABORT THE TAKEOFF.  DURING THE ABORT, THE RIGHT WING SCRAPED THE RUNWAY AND THERE WAS EVIDENCE ON THE RUNWAY THAT HEAVY BRAKING HAD BEEN APPLIED ON THE RIGHT WHEEL.  THE AIRPLANE DEPARTED THE RUNWAY ON THE LEFT SIDE AND THE PILOT SECURED THE AIRPLANE.
20110717021649A	JULY 17, 2011 AT 2038Z OR 1638 LOCAL, N910TA SERIAL NUMBER U20604102 DEPARTED MATINICUS ISLAND ME UNDER VISUAL METEOROLOGICAL CONDITIONS (VMC).  AT A REPORTED ALTITUDE OF APPROXIMATELY 150 FEET, PILOT STATED "SOMETHING HAPPENED", ENGINE LOST POWER, PILOT STATED HE SWITCHED THE AUX PUMPS ON AND THE AIRCRAFT DESCENDED INTO THE ATLANTIC OCEAN.  THE PILOT AND THREE PASSENGERS WERE ALL ABLE TO EXIT THE AIRCRAFT BEFORE IT SANK.  THE INJURIES REPORTED: ONE SERIOUS AND THREE MINOR.AIRCRAFT RECOVERED FROM 85 FEET OF SEA WATER.  TWO BROKE ENGINE MOUNTS, PROPELLER VERY GOOD SHAPE, ONE BLADE SLIGHT BEND AFT, DAMAGED COWLINGS, NOSE WHEEL BEND AFT, RIGHT WING TIP DAMAGED, LEFT WING MINIMAL DAMAGE, FUSELAGE JUST FORWARD OF EMPENAGE WRINKLED, BELLY CARGO POD MISSING.
20110717022329A	ON JULY 17, 2011, ABOUT 1025 MOUNTAIN STANDARD TIME (MST), A MOONEY M20F, N3534X, CRASHED WHILE ATTEMPTING TO LAND AT WINSLOW-LINDBERGH REGIONAL AIRPORT (INW), WINSLOW, ARIZONA. A ^PRIVACY DATA OMITTED^/PILOT WAS OPERATING THE AIRPLANE UNDER THE PROVISIONS OF 14 CODE OF FEDERAL REGULATIONS (CFR) PART 91.THE PRIVATE PILOT AND ONE PASSENGER SUSTAINED FATAL INJURIES; THE AIRPLANE SUSTAINED SUBSTANTIAL DAMAGE BY IMPACT FORCES. THE CROSS-COUNTRY PERSONAL FLIGHT WAS DEPARTING WINSLOW AT 1000, WITH A PLANNED FINAL DESTINATION OF CHINO, CALIFORNIA. VISUAL METEOROLOGICAL CONDITIONS PREVAILED, AND NO FLIGHT PLAN HAD BEEN FILED.THE AIRPLANE IMPACTED THE APPROACH END OF RUNWAY 29 INVERTED AND SLID ABOUT 70 YARDS IN A WESTERLY DIRECTION.
20110718014069A	AIRCRAFT MADE LOW PASS OVER AIRPORT, UPWIND AND PARALLEL TO RUNWAY 16, ENTERED RIGHT BANK OF APPROXAMETLY 45 DEGREES, FOLLOWED BY A LEFT BANK, AND NOSED OVER INTO THE GROUND.
20110718014079I	AIRCRAFT DEPARTED KAFP (ANSON COUNTY)AT 1845 TO PRACTICE TAKE OFF AND LANDINGS PILOT WAS PRACTICING TOUCH AND GO'S  UPON LANDING THE AIRCRAFT BEGIN TO PORPOSE CAUSING THE THE RIGHT GEAR TO FAILAIRCRAFT CAME TO REST ON THE RIGHT WING TIP AND LEFT GEAR.
20110718014279I	ENGINE CYL. ATTACH STUDS SHEARED FOR REASONS UNKNOW.  PART HAD MORE THEN 10,000 HOURS IN SERVICE.
20110718014719A	ON JULY 18, 2011, A RESTRICTED CATEGORY AGRICULTURAL AIRCRAFT CONDUCTED AN OFF-AIRPORT LANDING NEAR THE KIT CARSON COUNTY AIRPORT.  VMC CONDITIONS EXISTED AT THE TIME.  THE AIRCRAFT WAS SUBSTANTIALLY DAMAGED.  THE ONE PERSON ON BOARD WAS UNINJURED.
20110718014879A	ON LANDING N442PT DID A GO AROUND RETRACTING THE GEAR AND FLAPS.ADDING FULL POWER AT 75 KNOTS AND HIGH PITCH ATTITUDE THE PLANE FALL OFF ON THE LEFT WING CAUSING THE PILOT TO THINK THERE WAS A GEAR MALFUNCTION.THE PILOT THEN LANDED THE PLANE IN THE GRASS LEFT OF THE RUNWAY.
20110718017419A	IT WAS REPORTED TO THE NTSB THAT THE PILOT WAS GOING THROUGH THE CANYON WHEN HE ENCOUNTERED A DOWNDRAFT. PILOT WAS UNABLE TO MANUEVER AIRCRAFT OUT OF SITUATION. AIRCRAFT CRASH ON THE TOP OF A HILL. AIRCRAFT AND PILOT ENDURED A POST FIRE. PILOT SUFFERED THIRD DEGREE BURNS TO HANDS AND BROKEN PELVIS.
20110718017429I	THE AIRCRAFT DEPARTED FALCON FIELD IN MESA DESTINED FOR MEXICALI. AFTER THE AIRCRAFT LEVELED OFF AT 5000 FT ATC CLEARED THE FLIGHT FOR HIGHER. AS THE AIRCRAFT BEGAN ITS ASCENT AN UNUSUAL VIBRATION WAS FELT IN THE AFT CABIN OF THE AIRCRAFT. THE CREW MEMBER ABOARD WENT AFT AND DETERMINED THERE WAS A LOUD BANGING SOUND AFT OF THE CABIN BULKHEAD. THE PILOT ELECTED TO MAKE A PRECAUTIONARY LANDING AT CHANDLER AIRPORT. THE DESCENT AND LANDING WAS CONDUCTED AS NORMAL TO RUNWAY 22L. AS THE AIRCRAFT LANDED AND BEGAN ROLL OUT THE RH WHEEL LOCKED AND THE TIRE BLEW OUT. THE AIRCRAFT CAME TO A HALT ON THE RUNWAY WITH NO FURTHER DAMAGE TO THE AIRCRAFT OR AIRPORT TRAFFIC AREA.LATER IT WAS DETERMINED THAT THE SOUND MADE IN-FLIGHT WAS RELATED TO AN ACCESS PANEL ON THE LH SIDE OF THE EMPENNAGE NEXT TO THE ENGINE NOT BEING SECURELY FASTENED PRIOR TO TAKEOFF.MAINTENANCE ACTIONS TAKEN TO REPAIR THE AIRCRAFT ARE AS FOLLOWS: RH BRAKE ASSEMBLY AND TIRE WERE REPLACED WITH NEW UNITS, LH BRAKE ASSEMBLY REPLACED WITH NEW. THE PILOT/MECHANIC STATES THAT HE HAS ENCOUNTERED ONE OTHER BRAKE LOCK-UP IN ANOTHER ECLIPSE AIRCRAFT AT APPROXIMATELY 400 HOURS OF FLIGHT TIME. THIS SITUATION HAS BEEN DISCUSSED WITH THE AIRCRAFT MANUFACTURER.THIS AIRCRAFT HAD RECENTLY UNDERGONE MAINTENANCE AT ALBUQUERQUE WHERE THE BRAKE ASSEMBLY HAD BEEN DETERMINED TO BE WORN BUT NOT BEYOND LIMITS. THE PILOT STATES THE AIRCRAFT HAD PERFORMED NORMALLY FOR 7 OR 8 LANDINGS AFTER THE LAST MAINTENANCE ACTION.  THE BRAKE ASSEMBLY WAS SENT BACK TO THE MANUFACTURER TO BE INSPECTED FOR FAILURE.THE PILOT/MECHANIC WILL SUBMIT A MALFUNCTION OR DEFECT REPORT REGARDING THE BRAKE LOCK-UP.
20110718018249A	ON JULY 18 AT THIS OFFICE WAS CONTACTED APPROXIMATELY 13:35 LOCAL BY STANDARD AERO IN AUGUSTA REPORTING A POSSIBLE AIRPLANE CRASH.  THE AUGUSTA REGIONAL AIRPORT AUTHORITY WAS CONTACTED BY THIS OFFICE AND CONFIRMED THAT AN ACCIDENT HAD TAKEN PLACE AT 12:23. THE REGIONAL OPERATIONS CENTER WAS ADVISED. THIS INSPECTOR WAS REQUESTED TO RESPOND TO THE ACCIDENT AND DEPARTED THE OFFICE TO AUGUSTA. AT 16:30 THE FAA ARRIVED ON SCENE AND REPORTED TO THE OPERATIONS PERSONNEL AT THE AIRPORT AUTHORITY.  THE NTSB ARRIVED AT APPROXIMATELY 17:00 AND IT WAS MUTUALLY AGREED THAT THE MECHANIC INVOLVED WITH THE AIRCRAFT WOULD BE INTERVIEWED BEFORE THE CRASH SITE IS VISITED.  ^PRIVACY DATA OMITTED^ REPRESENTING RACE CITY AVIATION OF MOORESVILLE, NC. WAS INTERVIEWED. DURING THE INTERVIEW, ^PRIVACY DATA OMITTED^ STATED THAT HE FLEW DOWN TO AUGUSTA BUSH FIELD WITH THE OWNER (^PRIVACY DATA OMITTED^) OF N777CV IN A BONANZA (N572T).  ^PRIVACY DATA OMITTED^ INDICATED THAT THE OWNER, ^PRIVACY DATA OMITTED^ WAS A PERSONAL FRIEND. ^PRIVACY DATA OMITTED^ WAS GOING TO FLY THE BONANZA BACK TO MOORESVILLE BEHIND ^PRIVACY DATA OMITTED^ IN N777CV. DURING THE PREPARATION TO FLY (FRIDAY 07/15/2011), THE BATTERY WOULD NOT TURN ON. IT WAS DETERMINED THAT THE BATTERY CABLE WAS DISCONNECTED AT THE SOLENOID. ^PRIVACY DATA OMITTED^ RECONNECTED THE CABLE. DURING THE RUN UP ^PRIVACY DATA OMITTED^ NOTICED THAT THE PROPELLER CONTROL WAS BACKWARDS. WHEN THE CONTROL WAS PUSHED IN THE RPM REDUCED. THE OWNER WAS ADVISED. ON MONDAY 07/18, 2011 ^PRIVACY DATA OMITTED^ HAD PREVIOUSLY (07/15/2011) COMPLAINED THAT THE RIGHT BRAKE WAS SOFT AND^PRIVACY DATA OMITTED^ BLEED THE BRAKES. THE OWNER PROCEEDED TO RUN UP THE AIRCRAFT AND CYCLED THE PROP AND TAXIED OUT. ^PRIVACY DATA OMITTED^ THEN TAXIED OUT WITH THE BONANZA (N572T). ^PRIVACY DATA OMITTED^ (N777CV) WAS CLEARED TO DEPART RUNWAY 17 AND TOOK OFF. ACCORDING TO WITNESS STATEMENTS THE AIRCRAFT WAS UNUSUALLY LOUD AND NOT CLIMBING VERY FAST. THE AIRCRAFT WAS OBSERVED MAKING A SHALLOW LEFT TURN TO A HEADING OF 090 AND THE RPM NOISE CONTINUED TO INCREASE. THE AIRCRAFT APPEARED TO BE SLOW AND NOT CLIMBING. AN AUDIBLE "POP" WAS HEARD BY SEVERAL WITNESSES AND AN OBJECT FELL OFF THE AIRCRAFT. THE AIRCRAFT CONTINUED ANOTHER 200 YARDS OR SO AND THEN BANKED SHARPLY LEFT AND IMPACTED THE GROUND AT A STEEP ANGLE. IT WAS ALSO NOTED THAT THE AIRCRAFT APPEARED TO SPIN.            BEFORE THE INSPECTION OF THE SITE ^PRIVACY DATA OMITTED^ OF RACE CITY AVIATION ARRIVED AT THE FBO TO PICK UP^PRIVACY DATA OMITTED^. ^PRIVACY DATA OMITTED^ WAS INTERVIEWED AND GAVE A WRITTEN STATEMENT TO INSPECTORS. ACCORDING TO ^PRIVACY DATA OMITTED^ NO ENTRIES WERE MADE IN THE AIRCRAFT LOGBOOK FOR THE PROPELLER INSTALLATION OR INTERIM REPAIRS MADE RACE CITY AVIATION TO FERRY THE AIRCRAFT TO MORRESVILLE. ON APRIL 11, 2011 THE AIRCRAFT WAS PILOTED BY ^PRIVACY DATA OMITTED^ AND LANDED GEAR UP AT AUGUSTA (ERA11CA238). ^PRIVACY DATA OMITTED^ ALSO INDICATED THAT HE WAS FRIENDS WITH ^PRIVACY DATA OMITTED^ AND THAT ^PRIVACY DATA OMITTED^ BROUGHT THE PROPELLER TO BE INSTALLED. ^PRIVACY DATA OMITTED^ WAS ASKED IF HE VERIFIED THE CONFIGURATION FOR THE PROPELLER INSTALLATION AND HE INDICATED NO.   AT APPROXIMATELY 18:30 THE CRASH SITE WAS INSPECTED BY FAA AND NTSB REPRESENTATIVES. IT IS IMPORTANT TO NOTE THAT A MCCAULEY PROPELLER  MODEL 2A34C50-OP SERIAL NUMBER 822899 WAS LOCATED APPROXIMATELY 200 YARDS FROM THE CRASH SITE (N 33 22.042 W 081 57.233). THIS IS CONSISTENT WITH EYE WITNESS REPORTS ABOUT AN OBJECT FALLING FROM THE AIRCRAFT.  LISTED BELOW ARE THE PERTINENT FACTS IN THE INSPECTOR FIELD NOTES SECTION.INSPECTOR FIELD NOTES;ACCORDING TO RECORDS THE ANNUAL WAS DUE AT THE END OF APRIL 2011.AT THE TIME OF THE ACCIDENT THE TACHOMETER INDICATOR DISPLAYED APPROXIMATELY 2723.3 HOURS. THIS IS BASED ON THE PREVIOUS ACCIDENT DATA. THE CRASH SITE (N 33 22.042 W 081 57.233) HAS AN INITIAL IMPACT CRATER 2 FEET DEEP AND 3' BY 3' LOCATED 3 FEET FROM THE ENGINE FLANGE.THE WRECKAGE WAS HEADING 18
20110719014299A	^PRIVACY DATA OMITTED^ HOLDER OF PILOT CERTIFICATE NUNBER ^PRIVACY DATA OMITTED^ WAS THE PILOT OF N601FD A 95-B55 BARON.  THE PILOT STATED THAT HE TOUCH DOWN NEAR THE APPROACH END OF THE RUNWAY.  HE ALSO STATED THAT THERE WAS STANDING WATER ON THE RUNWAY AND THAT A RAIN SHOWER HAD JUST PASSED THROUGH THE AREA. THE AIRCRAFT REACTED AS IF IT WAS ON ICE (SLIPPING AND SLIDING).  NEAR THE DEPARTURE END OF THE RUNWAY THE PILOT REALIZED THAT HE WAS NOT GOING TO STOP ON THE RUNWAY.  THE SOUTH END OF THE COLVILLE AIRPORT DROPS OFF SEVERAL HUNDRED FEET.  THE PILOT GROUND LOOPED THE AIRCRAFT INSTEAD OF GOING DOWN THAT STEEP GRADE.
20110719014629A	THE PILOT IN COMMAND MISJUDGED HIS ALTITUDE WHILE PERFORMING AN AGRICULTURAL OPERATION. THE AIRCRAFT SPRAY BOOM AND LANDING GEAR COLLECTED CORN STALKS AS A RESULT OF THE PILOT IN COMMAND GETTING TOO LOW. ONCE THE PILOT REALIZED THIS, HE IMMEDIATELY PULLED UP IN AN EFFORT TO RETURN TO HIS HOME AIRPORT. THE INCREASE IN DRAG MADE THE AIRCRAFT UNABLE TO MAINTAIN FLIGHT. THE PILOT WAS FORCED TO LAND IN THE CORN FIELD CAUSING SUBSTANTIAL DAMAGE TO THE AIRCRAFT.
20110719015589A	THE AIRCRAFT IMPACTED TERRAIN AND TREES NEAR MEEKER, COLORADO.  THE PILOT WAS ABLE TO FLY THE AIRCRAFT TO MEEKER AIRPORT (KEEO).  THERE WERE NO INJURIES TO THE PILOT AND PASSENGER.  THE AIRCRAFT DAMAGE WAS SUBSTANTIAL TO THE RIGHT STABILIZER, RIGHT WING, AND GEAR STRUT FUSELAGE.  THERE WERE WAS OTHER DAMAGE TO LANDING GEAR, PROPELLER, WING, ELEVATOR, AND MULTIPLE SCRAPES.
20110719017219A	PILOT STATED HE HAD LANDED AT REID HILLVIEW AIRPRT (KRHV), ON RUNWAY 31 RIGHT.  AFTER LANDING THE AIRCRAFT TURNED OFF THE RUNWAY AT TAXIWAY ECHO. THE PILOT STATED HE TURNED TOO  SHARPLY AND STRUCK THE RUNWAY SIGN ADJACENT TO TAXIWAY ECHO.  THE AIRCRAFT DAMAGE WAS LIMITED TO THE LOWER RIGHT WING AND AILERON.  AIRCRAFT TAXIED TO PARKING.
20110719019829A	ON ROLL OUT FROM LANDING THE PILOT LOST CONTROL AND THE AIRCRAFT FLIPPED OVER ONTO IT'S BACK WITH SUBSTANTIAL DAMAGE AND THERE WERE NO INJURIES TO THE ONLY OCCUPANT THE PILOT.  THE ACCIDENT OCCURRED AT A GRASSY KNOLL NEAR PENDLETON, OREGON.
20110719023799A	PRIOR TO THE ACCIDENT TAKE-OFF, THE ACCIDENT PILOT LANDED ON WILLIAMS LAKE AND LET A FRONT SEAT PASSENGER OUT OF THE AIRCRAFT THEN TOOK OFF AGAIN TO DO SOME WATER LANDINGS. WHILE MANEUVERING TO PERFORM A FULL-STOP WATER LANDING HE PERFORMED A 180 DEGREE RIGHT-HAND TURN TO FINAL AT ABOUT 300-400'AGL, HE APPLIED LEFT RUDDER AND AILERON TO STOP THE RIGHT TURN. THE LEFT RUDDER PEDAL SEEMED BLOCKED AND WOULDN'T MOVE. THE AIRCRAFT THEN ENTERED A TIGHT RIGHT HAND SPIRAL AND IMPACTED A TREE, AND THEN FELL TO THE GROUND. INVESTIGATION DISCOVERED THAT THE FRONT SEAT PASSENGER DID NOT PROPERLY SECURE THE SEAT BELT CAUSING THE SEAT BELT TO BECOME JAMMED UNDER THE LEFT RUDDER PADDLE, MAKING IT IMPOSSIBLE TO APPLY LEFT RUDDER PEDAL.
20110720013479I	BALLOON LANDED NORMALLY, BUT A WOMAN PASSENGER COMPLAINED THAT HER ARM HURT AFTER SHE GOT OUT OF THE BASKET.  SHE WAS TAKEN TO THE HOSPITAL TO HAVE IT CHECKED AND THEY DETERMINED THAT SHE HAD A HAIRLINE CRACK IN HER ARM.
20110720013939I	AIRCRAFT IN ROUTE TO SWIFT FOUNDATION.PILOT MADE A PRECAUTIONARY LANDING DUE TO A PERCEIVED FUEL BURN.  RT LANDING GEAR STRUT DEVELOPLED A LEAK AT LANDING SITE.  AIRCRAFT HAD BEEN SITTING FOR A NUMBER OF YEARS, AIRCRAFT WAS ON SPECIAL FLIGHT PERMIT FOR MAINTENANCE, "OUT OF ANNUAL".ADDED FUEL AND FLEW TO CLOSEST AIRPORT TO TOP OFF.  PILOT HAD FUEL RECEIPT FROM EARLY FUEL PURCHASED.SWIFT FOUNDATION STATED THIS WAS A KNOWN PROBLEM WITH FUEL VENTING.
20110720014589A	ON JULY 20, 2011, APPROXIMATELY 1516 EDT, A CIRRUS SR-20, N93TA SUSTAINED SUBSTANTIAL DAMAGE WHEN THE AIRPLANE PERFORMED A HARD BOUNCE FOLLOWED BY ANOTHER HARD BOUNCE LANDING ON RUNWAY 23L.  AFTER THE SECOND BOUNCE, IN AN ATTEMPT TO GO AROUND, THE PILOT STATED HE GAVE FULL POWER AND CHANGED THE FLAP POSITION FROM 100 % TO 50%, RESULTING IN A LANDING ROLL OFF THE RUNWAY TO THE LEFT.   THE AIRCRAFT CAME TO REST UPRIGHT APPROXIMATELY 500 FEET FROM THE RUNWAY AFTER IMPACTING A METAL CHAIN LINKED FENCE. THE STUDENT PILOT ON A SOLO FLIGHT SUSTAINED NO INJURIES. THE AIRPLANE WAS REGISTERED TO BROWN AVIATION LEASE III LLC, AND OPERATED BY A 14 CFR PART 141 PILOT SCHOOL.  NEITHER OF THE SHOULDER HARNESS AIRBAGS HAD DEPLOYED, BUT THE ELT WAS ACTIVATED.  VISUAL FLIGHT RULES CONDITION PREVAILED WITH DRY RUNWAY CONDITIONS.
20110720014649A	WHILE CONDUCTING BANNER TOWING OPERATIONS, THE PILOT OF N8576U DEPARTED FROM EKX AND ATTEMPTED TO PICK UP THE BANNER THAT HE WAS SCHEDULED TO TOW.  AFTER UNSUCCESSFULLY ATTEMPTING TO HOOK THE BANNER, THE PILOT INITIATED A CLIMB CONSISTENT WITH STANDARD BANNER TOW OPERATIONS.  THE PILOT STATED THAT AT AN ALTITUDE OF 200 TO 300 FEET AGL AND AIRSPEED BETWEEN 50 AND 55 KNOTS, THE AIRCRAFT SUDDENLY AND VIOLENTLY STALLED.  UPON RECOVERY FROM THE STALL, THE PILOT REALIZED THAT THE ENGINE WAS NOT PRODUCING POWER AND ATTEMPTED TO PERFORM A FORCED LANDING IN A FIELD ADJACENT TO THE AIRPORT.  THE AIRCRAFT WAS DESTROYED WHEN IT IMPACTED TERRAIN AND CAME TO REST IN A DRAINAGE DITCH, BUT THE PILOT RECEIVED ONLY MINOR INJURIES.
20110720014749A	PILOT HAD 10 HOURS IN AIRCRAFT, JUST PURCHASED. HIRED FLIGHT INSTRUCTOR FOR CHECK OUT, PERFORMING TO/GO AT THE GRASS STRIP IN LLANO, BOTH PILOT AND FLIGHT INSTRUCTOR ARE AWARE OF THE TIRES THAT MARK THE THRESHOLD OF RWY13, ON APPROACH RIGHT TIRE HIT TIRE, AIRCRAFT WENT UP AND TO THE RIGHT AND BACK TO THE GROUND, FLIGHT INSTRUCTOR TOLD THE PILOT I HAVE THE AIRCRAFT, FELT HE HAD ENOUGH SPEED TO KEEP FLYING. HIT SMALL TREE AND THEN INTO THE LARGER TREES COMING TO A STOP ABOUT 2000 FEET ON THE RIGHT SIDE OF THE RUNWAY, NO INJURIES. MAJOR DAMAGE TO AIRCRAFT.
20110720014799A	N52LK MADE A GO AROUND ON RWY 14 AT FRYEBURG ME (IZG) DO TO WHAT FELT LIKE A TAIL WIND.  LANDED ON RWY 32.  ON ROLLOUT THE AIRCRAFT "GROUND LOOPED" TO THE RIGHT AND EXITED THE RWY.  THE AIRCRAFT CAME TO REST IN A DITCH APPROXIMATELY 100 FT FROM THE RWY.  NO INJURIES.  AIRCRAFT RECEIVED SUBSTANTIAL DAMAGE TO THE RIGHT MAIN GEAR LEG AND RIGHT WING.  PROP STRUCK GOUND RESULTING OF ENGINE STOPPAGE.  WEATHER WAS VFR CLEAR, WIND 230 AT 12KTS G20.
20110720015109A	ON WEDNESDAY, JULY 20, 2011, AN EXPERIMENTAL AMATEUR BUILT POLARIS FLYING BOAT WITH NO REGISTRATION NUMBER OR AIRWORTHINESS CERTIFICATE, CRASHED APPROXIMATELY 20 MILES NE OF CHARLESTON, SC JUST OFF OF DEWEES ISLAND, (A PRIVATE ISLAND), WHICH IS FAIRLY CLOSE TO ISLE OF PALMS, SC   29451. AN EYE WITNESS CALLED 911 AT 1815 TO REPORT THE CRASH. THE COAST GUARD ON SCENE REPORTED THAT THE AIRCRAFT WAS APPROXIMATELY AT 1000', DID A 360 DEGREE TURN AND THEN NOSED STRAIGHT INTO THE WATER.  A WITNESS STATED THAT THE AIRCRAFT WAS DOING A "LOOP TO LOOP" AND AFTER COMPLETING THE FIRST LOOP, THE CRAFT STARTED TO DO A SECOND LOOP AND THE WING FOLDED UP. THE CRAFT FELL FROM ABOUT 1000' STRAIGHT DOWN INTO THE WATER AT A HIGH SPEED.THE AIRCRAFT WAS DESTROYED. THERE WERE TWO SOLES ON BOARD, BOTH FATALITIES. THE NTSB HAS RELEASED THE DEBRIS TO THE EMERGENCY ON-SCENE COMMANDER WHO ALONG WITH THE COAST GUARD WILL RETRIEVE AS MUCH OF THE WRECKAGE AS POSSIBLE AND SECURE IT FOR THE NTSB/FAA. FAA ON-SCENE THURSDAY JULY 21, 2011.
20110720015369A	THE AIRCRAFT WAS UNABLE TO LAND BACK AT THE AIRPORT.  THE AIRCRAFT CAME TO REST IN A FIELD.  THE LEFT AND RIGHT WINGS CONTACTED CROPS THAT WERE LOCATED ON EITHER SIDE OF THE GLIDER'S LANDING ROLL. THE LEFT WING ENGAGED THE CROPS MORE FULLY THAN THE RIGHT WING AND THE  GLIDER YAWED TO THE RIGHT BEFORE COMING TO REST. AS A RESULT OF THE LANDING ROLL, THE EMPENNAGE WAS SUBSTANTIALLY DAMAGED. THE PILOT REPORTED THAT THERE WERE NO PREIMPACT MECHANICAL MALFUNCTIONS OR FAILURES WITH THE AIRFRAME THAT WOULD HAVE PRECLUDED NORMAL FLIGHT.
20110720016329A	PILOT STATED THAT WHILE PERFORMING A WHEEL DRAG (OFF AIRPORT RUNWAY INSPECTION) THAT THE AIRCRAFT TIRES DUG INTO THE TUNDRA AND THE AIRCRAFT FLIPPED ONTO ITS BACK.  THE LANDING SITE TURNED OUT TO BE DEEP SOFT TUNDRA.
20110720016469A	AFTER A FLIGHT FROM CAPE GIRARDEAU (KCGI), MISSOURI, TO COLUMBIA (COU), MISSOURI, THE PILOT COULD NOT GET A LANDING GEAR DOWN AND LOCKED INDICATION.  AFTER SEVERAL ATTEMPTS TO EXTEND THE LANDING GEAR AND OBTAINING A POSITIVE OBSERVATION FROM THE TOWER, THE PILOT ELECTED TO LAND ON RUNWAY 20.  UPON TOUCHDOWN, THE RIGHT MAIN LANDING GEAR COLLAPSED, CAUSING SUBSTANTIAL DAMAGE TO THE RIGHT HORIZONTAL STABILIZER.
20110720017189A	WHILE CONDUCTING AGRICUTURAL SPRAYING OPERATIONS PILOT MISJUDGED DISTANCE FROM AN ELECTRICAL POWER LINE POLE.  MAIN ROTOR STRUCK POWER LINE POLE.
