c5	remark
20020925027629A	(-23) ON SEPTEMBER 25, 2002, AT APPROXIMATELY 1412 HOURS, N5193B, A BELL HELICOPTER BHT 47G2 CAME IN CONTACT WITH HIGH VOLTAGE TRANSMITTAL LINES IN THE VICINITY OF THE AGRICULTURE PLOT WHER AN AERIAL APPLICATION HAD JUST ENDED. THE AIRCRAFT HAD FINISHED THE AERIAL APPLICATION AND WAS ENROUTE TO THE RELOAD AND REFUEL LOCATION. AT APPROXIMATELY 1/4 MILE FROM THE DESTINATION, THE AIRCRAFT IMPACTED THE CONDUCTOR STRAND (THE TOP STRAND OF WIRE) OF THE HIGH VOLTAGE WIRE ASSEMBLY CAUSING THE AIRCRAFT TO SPIN AND YAW ALLOWING THE MAIN ROTOR BLADE ASSEMBLY TO CONTACT A LOWER, LARGER, STRAND OF WIRE. THE IMPACT CAUSED THE SEPARATION OF ONE ROTOR BLADE. THE REMAINING ATTACHED ROTOR BLADE AND TOP ASSEMBLY OF THE MAIN TRANSMISSION SEPARATED FROM THE AIRCRAFT. THE AIRCRAFT IMPACTED THE EARTH BELOW THE LAST WIRE CONTACT, A POST CRASH FIRE ERUPTED, AND THE AIRCRAFT WAS DESTROYED. THE WEATHER WAS VFR. NO FLIGHT PLAN WAS FILED.
20020925029119I	(-23) AIRCRAFT LANDING GEAR DID NOT EXTEND ON LANDING. GEAR WAS RECYCLED AND DID NOT EXTEND THE SECOND TIME. AIRCRAFT LANDED MAIN GEAR EXTENDED AND NOSE GEAR IN THE NOSE WHEEL WELL. THE NOSE GEAR UPLOCK LATCH DID NOT RELEASE TO ALLOW THE NOSE GEAR TO EXTEND.
20020925029919A	(-23) ON SEPTEMBER 25, 2002, AT 1930 CENTRAL DAYLIGHT TIME, A CESSNA 320 TWIN-ENGINE AIRCRAFT, N382MR, SERIAL NUMBER 320-0084, OWNED AND OPERATED BY ABELARDO RAMIREZ AN AIRLINE TRANSPORT RATED PILOT WAS SUBSTANTIALLY DAMAGED AFTER OVER RUNNING THE DEPARTURE END OF RUNWAY 35 AT THE GATESVILLE CITY-COUNTY AIRPORT (05F) GATESVILLE, TEXAS. PURPOSE OF FLIGHT WAS A PART 91 FLIGHT, THE PILOT STATED TO THE NTSB INVESTIGATOR-IN-CHARGE THAT IT WAS A FERRY FLIGHT TO HAVE THE AIRCRAFT REPAINTED. THE PILOT ALSO STATED THE LEFT ENGINE STARTED SURGING, HE THEN ELECTED TO LAND AIRCRAFT. VFR FLIGHT CONDITIONS PREVAILED, AND NO FLIGHT PLAN WAS FILED. THE PILOT RECEIVED NO INJURIES AND WAS THE SOLE OCCUPANT. THE PILOT STATED TO NTSB INVESTIGATOR THAT THE FLIGHT ORIGINATED AT 1920 ON SEPTEMBER 25, 2002 AT THE GATESVILLE AIRPORT.
20020925031489I	(-23) ENROUTE FROM STL TO ELP, THE LIGHT PANEL FOR THE FLAP QUADRANT, LOCATED ON THE LEFT HAND SIDE OF THE CENTER CONSOLE, SHORTED OUT, PRODUCING SMOKE AND FIRE. THE FLIGHT CREW PLANNED FOR AN EMERGENCY DIVERSION TO BRO, BUT WAS ABLE TO EXTINGUISH THE FIRE. THE DECISION WAS MADE TO CONTINUE TO ELP, WHERE AN UNEVENTFUL LANDING WAS EXPERIENCED. INSPECTION ON THE GROUND IN ELP REVEALED THAT THE LIGHT PANEL WHICH SHORTED OUT IN FLIGHT WAS THE SOLE SOURCE OF THE SMOKE AND FIRE. THE LIGHT PANEL WAS REPLACED, AND THE AIRCRAFT WAS RETURNED TO SERVICE. THIS INFORMATION WAS PASSED ON TO THE LA ACO AND THE LA AEG, AS WELL AS BEING SUBMITTED ON AN SDR. THE INCIDENT WAS JUDGED BY ALL TO HAVE BEEN AN ISOLATED COMPONENT FAILURE.
20020925037989A	(-23) ON SEPTEMBER 25, 2002, AT 1708 CENTRAL DAYLIGHT TIME, AN AVIAT S-2C, N116PS, OPERATED BY FLY AEROBATIC, WAS DESTROYED ON IMPACT WITH TERRAIN DURING AN AEROBATIC FLIGHT NEAR SHERIDAN, INDIANA. VISUAL METEOROLOGICAL CONDITIONS PREVAILED AT THE TIME OF THE ACCIDENT. THE 14 CFR PART 91 LOCAL FLIGHT WAS NOT OPERATING ON A FLIGHT PLAN. THE CERTIFIED FLIGHT INSTRUCTOR AND PRIVATE PILOT WERE FATALLY INJURED. THE FLIGHT ORIGINATED FROM THE TERRY AIRPORT, INDIANAPOLIS, INDIANA, AT 1655. A WITNESS REPORTED OBSERVING THE AIRPLANE PERFORM AEROBATIC MANEUVERS ADJACENT TO THE ACCIDENT SITE FOR APPROX. FIVE MINUTES PRIOR TO THE ACCIDENT. HE STATED THAT THE AIRPLANE CLIMBED TO APPROX. 1,500-2,000 FEET ABOVE THE GROUND IN A "PURE VERTICAL MANEUVER" WHICH ENDED IN A TAIL SLIDE. THE AIRPLANE THEN FELL BACKWARDS TOWARDS THE GROUND FOR APPROX. 200 FEET AND BEGAN TO SPIN INVERTED FOR APPROX. 6-10 TURNS. HE STATED THAT THE "PILOTS WERE STRUGGLING WITH POWER TRYING TO OVERCOME THE SPIN (STALL)." HE ADDED THE AIRPLANE BROKE OUT OF THE "STALL-SPIN."
20020926025589I	(-23) 9/26/02: N404PJ LANDED ON 9 LEFT AT MIA. THE NOSE WHEEL AXLE RETAINING BOLT BROKE, ALLOWING THE AXLE TO MOVE FROM THE RETAINING RADIUS ON THE LOWER STRUT. THE NOSE WHEEL BECAME DISPLACED AND LOCKED. THE PILOT MADE AN UNEVENTFUL LANDING.
20020926026059A	(-23) ON 9/26/02 AT 1834PDT, MR. MATTHEW J. POTTER, PILOT IN COMMAND OF N6124U, A KOLB MK-3 EXPERIMENTAL/HOMEBUILT AIRCRAFT DEPARTED RUNWAY 30R AT FRESNO CHANDLER DOWNTOWN AIRPORT. THE AIRCRAFT WAS OBSERVED TO ENTER A NOSE HIGH ATTITUDE AND AFTER REACHING AN ALTITUDE OF APPROXIMATELY 50' AGL BEGAN TO DESCEND BACK TO THE RUNWAY. THE RATE OF DESCENT INCREASED, THE AIRCRAFT IMPACTED THE SURFACE AND THEN PROCEEDED TO EXIT THE RUNWAY AT MIDFIELD IN THE UNPAVED AREA BETWEEN RUNWAYS 30L AND 30R. THE PILOT (SOLE OCCUPANT) SUFFERED MINOR INJURIES AND THE AIRCRAFT SUSTAINED SUBSTANTIAL DAMAGE INCLUDING COLLAPSE OF THE MAIN LANDING GEAR AND STRUCTURAL DAMAGE. MR. POTTER IS A STUDENT PILOT AND HE WAS UNABLE TO PROVIDE THE FAA WITH ANY RECORD OF INSTRUCTION OR SOLO AUTHORIZATION TO FLY THE AIRCRAFT. THE AIRCRAFT RECORDS DID NOT CONTAIN THE REQUIRED ANNUAL CONDITION INSPECTION. THE REPORTING INSPECTOR WAS AN EYEWITNESS TO THIS ACCIDENT. (.19) ON SEPTEMBER 26, 2002, ABOUT 1834 PACIFIC DAYLIGHT TIME, A PAIGE KOLB MK III EXPERIMENTAL AIRPLANE, N6124U, COLLIDED WITH THE RUNWAY DURING A HIGH-SPEED TAXI TEST AT THE CHANDLER MUNICIPAL AIRPORT, FRESNO, CALIFORNIA. T                                      HE STUDENT PILOT WAS OPERATING THE AIRPLANE UNDER THE PROVISIONS OF 14 CFR PART 91. THE PILOT SUSTAINED MINOR INJURIES; THE AIRPLANE HAD SUBSTANTIAL DAMAGE. VISUAL METEOROLOGICAL CONDITIONS PREVAILED AND NO FLIGHT PLAN WAS FILED. THE FLIGHT/HIGH-SPEED TAXI TEST BEGAN ABOUT 1833. ACCORDING TO AN EYEWITNESS, WHO WAS A FEDERAL AVIATION ADMINISTRATION (FAA) INSPECTOR, THE AIRPLANE WAS PERFORMING MULTIPLE TAKEOFFS ON THE RUNWAY. THE WITNESS REPORTED THAT WHEN THE AIRPLANE WAS AIRBORNE FOR THE SECOND TIME, THE NOSE PITCHED UP, THE AIRPLANE STALLED, AND THEN IMPACTED THE RUNWAY. HE OBSERVED THAT THE ENGINE WAS OPERATING AT THE TIME, AND THAT POWER WAS APPLIED JUST AS THE AIRPLANE IMPACTED THE GROUND. THE AIRPLANE SLID AND CAME TO REST BETWEEN THE PARALLEL RUNWAYS. THE PILOT HAD RECENTLY PURCHASED THE EXPERIMENTAL AIRPLANE BUT HAD NOT YET REGISTERED IT IN HIS NAME. THIS WAS THE MAIDEN FLIGHT OF THE AIRPLANE SINCE ITS CONSTRUCTION IN MAY 2001. THE PILOT STATED HE WAS GETTING THE FEEL OF THE AIRPLANE; AND WOULD BECOME AIRBORNE FOR MOMENTS AT A TIME AND THEN LAND BACK ON THE RUNWAY. HE HAD A STUDENT PILOT CERTIFICATE BUT NO ENDORSEMENT IN HIS LOGBOOK. HE TOLD THE FAA INSPECTOR THAT HE DID HAVE EXPERIENCE IN HANG GLIDERS AND ULTRALIGHT VEHICLES.
20020926026599I	(-23) FEDERAL EXPRESS FLIGHT 1417 LANDED AT BURBANK AIRPORT ON 9/26/02. ON ROLLOUT THE BURBANK TOWER REPORTED TO THE AIRCREW THAT THE NUMBER ONE ENGINE WAS ON FIRE. THE FIRE BOTTLES FOR THE NUMBER ONE POSITION WERE FIRED AND THE FLAMES EXTINGUISHED. THE MAINTENANCE DEPARTMENT INSPECTED THE ENGINE CORE AND FOUND NO INTERNAL DAMAGE. THE BLEED AIR VALVE RIGGING WAS CHECKED AND FOUND TO BE OUT OF RIG. ADJUSTMENTS WERE MADE, A POWER ASSURANCE CHECK WAS PERFORMED AND THE ENGINE RETURNED TO SERVICE.
20020926026779A	(-23) THE INSTRUCTOR TOLD THE STUDENT TO GO AROUND 50 FEET ABOVE THE GROUND DURING A PRACTICE EMERGENCY LANDING. THE STUDENT DID NOT APPLY FULL POWER, AND THE INSTRUCTOR HAD TO TAKE OVER THE AIRPLANE. THE INSTRUCTOR APPLIED FULL POWER AND RETRACTED THE FIRST NOTCH OF FLAPS. THE AIRPLANE SANK, AND THE GEAR HIT THE TOPS OF THE CORN CAUSING THE AIRPLANE TO DESCEND RAPIDLY. THE INSTRUCTOR PULLED BACK ON THE CONTROLS AND BRACED FOR IMPACT. THE AIRPLANE CAME TO A STOP WITH THE RIGHT WING ON THE GROUND AND THE NOSE WHEEL BROKEN OFF. (.19) ON SEPTEMBER 26, 2002, AT 1505 CENTRAL DAYLIGHT TIME, A CESSNA 172R, N3510A, COLLIDED WITH CORN AND THE TERRAIN DURING A SIMULATED FORCED LANDING IN RINGWOOD, ILLINOIS. THE CERTIFIED FLIGHT INSTRUCTOR (CFI) AND THE STUDENT PILOT ON BOARD WERE NOT INJURED. THE AIRPLANE RECEIVED SUBSTANTIAL DAMAGE. THE 14 CFR PART 91 TRAINING FLIGHT WAS OPERATING IN VISUAL METEOROLOGICAL CONDITIONS WITHOUT A FLIGHT PLAN. THE FLIGHT ORIGINATED FROM WAUKEGAN, ILLINOIS, AT 1435.THE CFI STATED THEY WERE IN THE GO-AROUND PHASE OF THE SIMULATED FORCED LANDING WHEN THE LANDING GEAR CONTACTED A CORN CROP. THE AIRP                                                                    LANE THEN SETTLED TO THE TERRAIN.
20020926026839A	(-23) DURING THE COURSE OF A CHECK RIDE, THE EXTENSION OF THE AIRCRAFT'S LANDING GEAR WAS EXECUTED, AND THE RIGHT MAIN GEAR WOULD NOT LOCK IN THE DOWN POSITION. THE AIRCRAFT WAS LANDED WITH THE RIGHT MAIN GEAR UNLOCKED. THE AIRCRAFT SETTLED ON THE RIGHT WING TIP AND RIGHT HORIZONTAL STABILIZER. AS A RESULT, THE SPARS IN THE RIGHT HORIZONTAL STABILIZER WERE CRACKED AND BROKEN. IT WAS FOUND THAT THE RIGHT MAIN LANDING GEAR ACTUATOR HOUSING BROKE, WHICH WOULD NOT ALLOW THE LANDING GEAR TO EXTEND.
20020926028689A	(-23) PILOT WAS NEARING TOUCHDOWN AT SHAW ISLAND AIRPORT. AS HE DESCENDED BELOW TREE LEVEL A STRONG WIND GUST PUSHED THE AIRPLANE TO THE EAST SIDE OF THE AIRSTRIP. PILOT THEN APPLIED FULL POWER BUT COLLIDED WITH THE TREE TOPS ALONG THE EAST SIDE OF THE AIRSTRIP. THE FLAPS ON THE AIRCRAFT WERE FOUND TO BE IN THE FULL DOWN POSITION AND THE THROTTLE, PROP AND MIXTURE CONTROLS FULL FORWARD. THE FUEL SELECTOR WAS FOUND TO BE IN THE "BOTH" POSITION. NO ENGINE POWER PROBLEM WAS REPORTED.
20020926029739I	(-23) FLT 712 DECLARED EMERGENCY AFTER DEPARTURE FROM TOLEDO EXPRESS AIRPORT (TOL) DUE TO AUTO ACCELERATION OF THE #3 ENGINE. FLIGHT CREW SHUT DOWN #3 ENGINE AND RET. TO WOI. CAPITAL CARGO INTERNATIONAL TOLEDO MAINTENANCE FOUND LOOSE LINKAGE ON THE #3 FUEL CONTROL UNIT. ENGINE DATA, S/N 666361, HOURS 53742.7, CYCLES 32702. END.
20020926035809A	(-23) ON SEPTEMBER 26, 2002, AT 0830, TANNER B COUCH WAS THE PILOT-IN-COMMAND OF N888MH, A ROBINSON HELICOPTER, FLYING IN VFR CONDITIONS FOR THE PURPOSE OF HERDING CATTLE. WHILE MANEUVERING THE HELICOPTER, HE STRUCK SOME POWER LINES WHICH DAMAGED THE HELICOPTER AND LED TO THE PILOT-IN-COMMAND PERFORMING AN AUTO-ROTATION TO A LANDING. UPON LANDING, THE HELICOPTER ROLLED OVER ON IT'S SIDE DOING SUBSTANTIAL DAMAGE TO THE ROTOR AND THE BOOM.
20020927025769I	(-23) A CESSNA 182 (N210BB) WAS ON APPROACH TO SALT LAKE CITY INT'L FROM THE SOUTH AT APPROX. 6500 FT AGL. PILOT HEARD A LOUD THUMP AND ASSUMED THEY HAD STRUCK A LARGE BIRD. THE AIRCRAFT LANDED ON RUNWAY 17 WITHOUT INCIDENT. THE BIRD HIT THE RIGHT WING JUST ABOVE THE WING STRUT CAUSING MINOR DAMAGE TO THE UPPER WING PANEL. THERE WERE NO INJURIES TO THE TWO OCCUPANTS OF THE AIRCRAFT.
20020927026689A	(-23) ON SEPTEMBER 27, 2002, AT 11:05 CDT, A CESSNA 188, SINGLE ENGINE, AGRICULTURAL AIRPLANE, N9710V MADE AN EMERGENCY LANDING IN A PASTURE APPROXIMATELY FIVE MILES EAST OF WELLINGTON, TEXAS. AIRPLANE WAS OPERATING PER TITLE 14CFR PART 137, AERIAL AGRICULTURAL SPRAYING. AIRCRAFT WAS HEADING IN AN EASTERLY DIRECTION TO START SPRAYING A FIELD. PILOT NOTICED LOSS OF FUEL PRESSURE AND TURNED THE AIRCRAFT BACK WEST TOWARDS THE AIRPORT, TO RETURN FOR LANDING. THE AIRCRAFT WOULD NOT MAINTAIN ALTITUDE. THE AIRPLANE LANDED ON A 260 DEGREE HEADING, TERRAIN ALTITUDE APPROXIMATELY 1,933FT MSL. MAIN LANDING GEAR WAS SEVERED FROM AIRCRAFT DURING LANDING. AIRCRAFT CAME TO REST IN AN UPRIGHT POSITION. PILOT EXITED AIRCRAFT AFTER LANDING, AIRCRAFT CAUGHT ON FIRE AND WAS DESTROYED.
20020927026899I	(-23) ON SEPTEMBER 27, 2002, SHUTTLE AMERICA FLIGHT #4565 RETURNED TO PIT DUE TO A PRECAUTIONARY RIGHT ENGINE SHUTDOWN. THE ENGINE SHUTDOWN WAS DUE TO A TAILPIPE OVERHEAT INDICATION WHICH COULD NOT BE RECTIFIED BY UTILIZATION OF THE QUICK REFERENCE CHECKLIST. THE AIRCRAFT LANDED ON RUNWAY 28R, ARFF RESPONDED, AND THE AIRCRAFT TAXIED TO THE RAMP WITHOUT FURTHER INCIDENT. IT WAS REPORTED BY MAINTENANCE THAT CONNECTOR PINS #1&2 ON THE CONNECTOR AT THE TAIL PIPE OVERHEAT LOOP WERE SHORTED THE FAULT WAS REPAIRED IN ACCORDANCE WITH SAAB 340 WDM 20-20-00, TESTED IN ACCORDANCE WITH AMM 26-12-00-5 AND THE AIRCRAFT WAS RELEASED FOR SERVICE. THIS INCIDENT WAS INVESTIGATED BY DESK AUDIT AND IS CONSIDERED CLOSED.
20020927027079I	(-23) N3AJ, CESSNA 421B, PILOT REPORTED SMOKE IN THE COCKPIT SHORTLY AFTER TAKEOFF FROM FALCON FIELD AIRPORT, MESA, AZ. THE PILOT RETURNED THE AIRCRAFT TO THE AIRPORT AND LANDED SAFELY WITHOUT ANY DAMAGE TO THE AIRCRAFT. VISUAL METEOROLOGICAL CONDITIONS PREVAILED AT THE TIME. THE PILOT AND HIS PASSENGERS WERE NOT INJURED. THE AIRPLANE WAS BEING OPERATED UNDER 14 CFR PART 135.
20020927028879A	(-23) AIRCRAFT WAS ON IFR APPROACH TO N03. LANDING GEAR WAS DOWN, WITNESS REPORTS LANDING LIGHTS 'ON'. THE PILOT CANCELLED HIS IFR APPROACH SOUTH OF THE AIRPORT. APPROXIMATELY 5.5 MILES FROM THE AIRPORT THE AIRCRAFT STRUCK TREES AND SUBSEQUENTLY LOST A WING THEN WAS DESTROYED IN THE FOLLOWING CRASH. WITNESS REPORTS INCLUDE 'FIREBALL' AND 'EXPLOSION'. CALLS TO 911 FIX THE TIME OF CRASH AT 2036L.
20020927029539I	(-23) PILOT CONDUCTED THE LOC 1 APPROACH DURING MODERATE RAIN IN POOR VISIBILITY (1 MILE). AIRCRAFT TOUCHED DOWN APPROX. 1,000 FT FROM THE APPROACH END OF THE RUNWAY. THE CAPTAIN DEPLOYED THE THRUST REVERSES AND THOUGHT HE SAW A DOG SIZE ANIMAL, PULLED BACK ON THE YOKE, AIRCRAFT BECAME AIRBORNE AND THEN NOSED OVER HITTING THE GROUND CAUSING THE NOSE WHEEL TO BREAK OFF THE AIRCRAFT AT THE 3,000 FT POINT. AIRCRAFT SLID DOWN THE RUNWAY AND STOPPED AT THE END OF THE 5,000 FT. RUNWAY.
20020927030099I	(-23) ON SEPTEMBER 27, 2002 AT APPROXIMATELY 06:00 CDT A CESSNA 560, N330QS OPERATED BY NETJETS AVIATION INC. UNDER CERTIFICATE NUMBER DXTA401D DEPARTED LINCOLN MUNICIPAL AIRPORT FOR A FAR 91 POSITIONING FLIGHT TO JACKSONVILLE, FLORIDA. THE PILOT IN COMMAND SELECTED THE LANDING GEAR HANDLE TO THE UP POSITION AND THE LANDING GEAR FAILED TO RETRACT. AT THIS TIME THE CREW NOTICED A PITCH OSCILLATION IN THE CONTROL YOKE. THE PILOT IN COMMAND ADVISED ATC OF THE PROBLEM AND DECLARED AN EMERGENCY. THE AIRCRAFT MADE AN EMERGENCY LANDING AT LINCOLN MUNICIPAL AIRPORT, LINCOLN, NE. WITHOUT FURTHER INCIDENT. NO INJURIES WERE REPORTED. SUBSEQUENT INVESTIGATION REVEALED THE LANDING GEAR CONTROL VALVE HAD FAILED.
20020927031509I	(-23) ON SEPTEMBER 27, 2002, AT APPROXIMATELY 7:00 PM, THE PILOT IN COMMAND OF THE BEECHCRAFT, MODEL A-36, WAS MAKING TOUCH AND GO LANDINGS AND TAKEOFFS AT THE JABRA AIRPORT, WICHITA, KS. THE FLIGHT WAS BEING OPERATED UNDER CFR 14 PART 91, IN VISUAL METEOROLOGICAL CONDITIONS. ON THE FOURTH LANDING THE PILOT STATED HE MADE A GEAR-UP LANDING EVEN THOUGH HE WENT THROUGH HIS CHECKLIST IN THE PATTERN. THE AIRCRAFT RECEIVED MINOR DAMAGE. THERE WERE NO INJURIES AND WEATHER WAS NOT A FACTOR.
20020927032389I	(-23) ON SEPTEMBER 27, 2002 AT APPROXIMATELY 8:10PM LOCAL TIME A CESSNA 210, N9633T, REGISTERED TO ALTUG CONSULTING ENGINEERS MADE A GEAR UP LANDING DUE TO THE GEAR WOULD NOT GO DOWN AND LOCK AT ST. PETE/CLEARWATER AIRPORT (PIE). VISUAL METEOROLOGICAL CONDITIONS PREVAILED AT THE TIME. THE AIRCRAFT SUSTAINED MINOR DAMAGE AND THERE WERE NO INJURIES TO THE PILOT OR PAX. THE FLIGHT ORIGINATED AT PIE AT APPROXIMATELY 7:30PM LOCAL TIME.
20020927032579I	(-23) WHEEL CHOCKS WERE REMOVED FROM THE NOSE GEAR BY GROUND CREWMAN (RAMP PERSONNEL) TO HOOK UP TOUBARLESS TRACTOR. AIRCRAFT ROLLED BACK ONTO AFT CARGO DOOR LOADER AND L2 PAX DOOR. PERSON OPERATING LOADER HURT HIS BACK EXITING FROM LOADER. AIRCRAFT DAMAGE TO AFT BODY FAIRING'S AND L2 DOOR.
20020927035889I	(-23) REPORTED LANDING GEAR COLLAPSED ON LANDING.
20020928024769I	(-23) PILOT STATED THAT DURING TAKEOFF, HE BECAME FIXATED ON REACHING DECLARED TARGET. SUBSEQUENTLY, HE STATED THAT HE ENCOUNTERED POSSIBLE FALSE LIFT CONDITION AND SETTLED INTO A PARKED CAR. NO INJURIES TO PASSENGERS, SPECTATORS OR THE PILOT. DAMAGE CONTAINED TO ONLY THE PARKED CAR.
20020928025169A	(.19) ON SEPTEMBER 28, 2002, ABOUT 1026 PACIFIC DAYLIGHT TIME, A CESSNA 182, N6412A, LOST ENGINE POWER IN FLIGHT AND COLLIDED WITH A TREE DURING A FORCED LANDING AT LUCERNE VALLEY, CALIFORNIA. THE PILOT WAS OPERATING THE AIRPLANE UNDER THE PROVISIONS OF 14 CFR PART 91. THE CERTIFIED FLIGHT INSTRUCTOR AND FRONT PASSENGER, WHO WAS ALSO A PILOT, RECEIVED NO INJURIES. THE REAR-SEATED PASSENGER SUSTAINED A MINOR INJURY. THE AIRPLANE SUSTAINED SUBSTANTIAL DAMAGE. THE PERSONAL CROSS-COUNTRY FLIGHT DEPARTED THE BOULDER CITY MUNICIPAL AIRPORT ABOUT 0915, EN ROUTE TO APPLE VALLEY. VISUAL METEOROLOGICAL CONDITIONS PREVAILED, AND THE PILOT DID NOT FILE A FLIGHT PLAN. IN A TELEPHONE CONVERSATION WITH THE SAFETY BOARD INVESTIGATOR, THE PILOT DESCRIBED THE POWER LOSS AS INTERMITTENT. THE ENGINE BEGAN TO SPUTTER DURING A CRUISE DESCENT AND THE PILOT INITIATED THE ENGINE-OUT PROCEDURE. ACCORDING TO THE PILOT, THE ENGINE SEEMED TO CORRECT ITSELF, BUT LOST POWER AGAIN SHORTLY THEREAFTER. HE PERFORMED THE ENGINE-OUT PROCEDURE AGAIN. THIS TIME HIS COMMERCIAL PILOT PASSENGER ASSISTED HIM BY GOING THROUGH THE AIRPLANE'S CHECKLIST. THE AIRPLANE HAD BEEN DESCENDING THROUGH APPROXIMATELY 6,500 FEET AND HE COULD NOT RESTART THE ENGINE. THE PILOT COULD NOT LOCATE THE FUEL GAUGES UNTIL THE AIRPLANE WAS ON THE GROUND, WHERE THEY INDICATED EMPTY. HE DID REPORT HAVING LOOKED IN THE TANKS BEFORE TAKEOFF, AND THEN AGAIN FOLLOWING THE FORCED LANDING. THE AIRPLANE WAS IN A NOSE DOWN ATTITUDE WHEN HE CHECKED, NOTING ABOUT 2.5 INCHES OF FUEL REMAINING IN THE TANKS. (-23) AIRCRAFT N6412A, A CESSNA 182, DEPARTED BOULDER CITY MUNICIPAL AIRPORT, NEVADA. ACCORDING TO THE PILOT, WHILE IN CRUISE/DESCENT TO APPLY VALLEY AIRPORT, CALIFORNIA, THE AIRCRAFT ENGINE BEGAN TO SPUTTER. THE ENGINE CORRECTED ITSELF AND THEN LOST POWER AGAIN. THE PILOT COULD NOT RESTART THE ENGINE AND HAD TO EXECUTE A FORCED LANDING. THE AIRCRAFT CONTACTED NUMEROUS OBJECTS UPON LANDING. THE AIRCRAFT SUSTAINED SUBSTANTIAL DAMAGE. NO REPORTED INJURIES TO THE PILOT OR PASSENGERS.
20020928026079I	(-23) RUSSELL WELLS WAS TESTING AIRCRAFT FOR OWNER DONALD WIGGINS. DURING TOUCH AND GOES LANDING GEAR COLLAPSED ON LANDING DUE TO LANDING GEAR TUBING AND BUNGY ASSEMBLY FAILURE.
20020928026469A	(-23) PILOT WAS LANDING ON A BARLEY FIELD AT HIS FARM. NORMALLY HE HAS ALWAYS LANDED TO THE WEST. ON 09/28/02 THE WIND WAS OUT OF THE EAST SO HE MADE HIS FIRST LANDING TO THE EAST. THIS CALLED FOR STAYING HIGH TO CLEAR POWERLINES AND THEN DESCEND TO THE FIELD. UPON TOUCHDOWN THE PILOT OBSERVED HE WAS RUNNING OUT OF LENGTH IN THE FIELD TO STOP WITH NORMAL BRAKING. AT THIS POINT HE APPLIED HEAVY BRAKING TO HASTEN THE DECELERATION. THE AIRCRAFT FLIPPED OVER AND SUSTAINED SUBSTANTIAL DAMAGE. ONLY THE PILOT WAS ON BOARD AND THERE WAS NO BAGGAGE WITHIN THE AIRCRAFT.
20020928026649I	(-23) ON 09-28-02 AT APPROXIMATELY 1625 PDT, MR. ROBERT P. PARKER WAS ACTING AS PILOT IN COMMAND OF AIRCRAFT N6056Y, A BONANZA V35B AIRCRAFT. HE WAS RECEIVING FLIGHT INSTRUCTION FROM MR. LLOYD E. SWENSON, WHO BY AGREEMENT AND DUE TO THE LACK OF A MEDICAL CERTIFICATE WAS ACTING AS AN INSTRUCTOR ONLY AND WAS NOT A REQUIRED CREW MEMBER. THE FLIGHT ORIGINATED AT FRESNO (FAT), CA, WITH A GPS 32 APPROACH AND LANDING AT LOS BANOS (LSN), CA. A SHORT FIELD TAKEOFF WAS MADE WITH AN INTENDED SPOT LANDING TO FOLLOW. DOWN WIND, MR. PARKER WAS DISTRACTED BY PATTERN RADIO CALLS, MR. SWENSON'S COMMUNICATION WITH APPROACH CONTROL TO CLOSE THEIR IFR FLIGHT PLAN AND THE REVERSED FLAP AND GEAR SWITCHES (FROM HIS OWN AIRCRAFT) AND HIS INTENT CONCENTRATION ON THE SPOT LANDING. IN RESUMING HIS PRELANDING CHECK LIST, MR. PARKER MISSED THE GEAR EXTENSION. ON FINAL BOTH INDIVIDUALS MISSED CHECKING THE GEAR AND THE GEAR WARNING HORN DID NOT SOUND. THE AIRCRAFT WAS LANDED GEAR UP. THE AIRCRAFT DAMAGE WAS MINOR AND THERE WERE NO INJURIES.
20020928026739A	(-23) DURING FLIGHT TRAINING, AIRCRAFT MADE HARD LANDING WHEN STUDENT ALLOWED AIRSPEED TO DECAY WHILE ABOUT 10 FEET IN AIR. A/C LANDED LEFT MAIN LANDING GEAR FIRST, THEN NOSE WHEEL. POST LANDING INSPECTION DETERMINED DAMAGE TO NOSE GEAR STRUT. A/C GROUNDED PENDING INSPECTION BY MAINTENANCE PERSONNEL.
