c5	remark
20070116000939A	(-23) THE COMMERCIAL PILOT ^PRIVACY D^ WAS MAKING A LANDING TO RUNWAY 32 AT COTTONWOOD. THERE WAS A MODERATE LEFT 90 DEGREE CROSSWIND DURING THE LANDING. THE PILOT WAS MAKING A WHEEL LANDING AND WHEN THE TAIL WHEEL TOUCHED THE RUNWAY THE AIRCRAFT BEGAN AN UNCONTROLLABLE RIGHT TURN AND VEERED OFF THE RIGHT SIDE OF THE RUNWAY INTO SOME TREES CAUSING SUBSTANTIAL DAMAGE TO THE AIRCRAFT. THE PILOT AND PASSENGER WERE UNHARMED. THIS PILOT HAS BEEN COUNSELED. THIS INCIDENT IS CONSIDERED CLOSED.
20070116002519I	(-23) ACFT HAD JUST RECEIVED A REBUILT ENGINE. AN ENGINE RUNUP WAS PERFORMED. AN OIL LEAK WAS OBSERVED AT THE TRANSFER COLLAR AREA. FOUR EACH OIL SEAL RINGS WERE REPLACED. ANOTHER ENGINE RUNUP WAS PERFORMED. NO PROBLEMS NOTED. PILOT TOOK OFF FROM RUNWAY 27R AT SEE. PILOT EXECUTED AN IMMEDIATE RIGHT TURN. AT THAT TIME OIL BLEW ALL OVER THE WINDSHIELD. PILOT CONTACTED TOWER WHO GAVE CLEARANCE FOR AN IMMEDIATE LANDING ON RUNWAY 17. AT THIS TIME THE ACFT HAD VERY LITTLE POWER. ACFT MADE A HIGH FAST APPROACH. PILOT COULD ONLY SEE FIELD FROM A SMALL 6 INCH AREA ON RIGHT HAND SIDE OF WINDSHIELD. PILOT EXECUTED A HARD LANDING, BOUNCED AND CAME DOWN HARD ON RIGHT HAND GEAR. AT THAT TIME THE PILOT REALIZED THE R/H MAIN GEAR WAS GONE. ACFT HAD SLID OFF RUNWAY. LIGHT DAMAGE OCCURRED TO THE R/H WING TIP. INVESTIGATION REVEALED THAT WHEN MAINTENANCE WAS PERFORMED IN THE TRANSFER COLLAR AREA, THE IA ^PRIVACY DATA OM^ WHO PERFORMED THE MAINTENANCE DID NOT REMOVE THE OLD NOSE SEAL OUT OF THE ENGINE. ^PRIVACY DATA ^ DISCOVERED THIS WHEN HE PERFORMED THE TEARDOWN INSPECTION. HE CONTACTED THE SAN FSDO ONCE THIS WAS DETERMINED. ^PRIVACY DATA ^ WAS COUNSELED ON THIS MATTER AND HAS MADE RESTITUTION TO THE ACFT OWNER.
20070116831959I	(-23) PILOT LANDED ON RWY 25 AT EAGLE COUNTY AIRPORT CO ON JANUARY 15, 2007 AT 1937 MST, AND VEERED OFF THE RUNWAY AND COLLIDED WITH TERRAIN DURING LANDING. WEATHER WAS VFR WITH A DRY RUNWAY, BUT HE WAS ON AN IFR FLIGHT PLAN, ORIGINATING IN AURORA, IL. THE FIRE DEPARTMENT SAID THE AIRPLANE WENT OFF THE 8000 FOOT RUNWAY AT THE 5000 FOOT MARK AFTER LEAVING A 1600 FOOT SKID MARK. THE PILOT SAID THAT UPON LANDING WHEN HE RETARDED THE POWER LEVERS (BUT BEFORE GOING INTO REVERSE) THE AIRCRAFT BEGAN TO SWERVE OFF THE RUNWAY. HE BELIEVED HE HAD A POWER LEVER MALFUNCTION, HOWEVER NO MECHANICAL MALFUNCTION WAS REVEALED WHEN INSPECTED BY THE OPERATOR'S MECHANIC. APRIL, 2007: UPON EXAMINING THE DAMAGE DURING REPAIR, IT WAS DISCOVERED THAT THERE WAS A MALFUNCTION IN THE PROPELLER SYSTEM WHICH IS LIKELY WHAT LED TO THE INCIDENT. THEREFORE CORRECTIVE ACTION WAS CHANGED TO M OR D.
20070117000449A	(-23) ^PRIVACY DATA OMITTED^ AIRCRAFT WAS ENROUTE AT 2500' TO NENANA WITH 7 BLADDERS OF HEATING FUEL (3000 GAL) #2 ENGINE BEGAN RUNNING ROUGH AND THE PILOT STARTED TO SHUT DOWN THE ENGINE. THE FIRE WARNING LIGHT WENT ON AND THE PILOT PULLED THE FIRE BOTTLE HANDLE. THE FIRE LOOKED TO HAVE GONE OUT BUT SOON BEGAN TO BURN AGAIN. THE PILOT GAUGED THE TIME TO THE NENANA AIRSTRIP AS THE FIRE INCREASED. HE MADE THE DECISION TO MAKE AN EMERGENCY LANDING IN THE TUNDRA GEAR UP. THE LANDING WAS SUCCESSFUL AND NO ONE WAS HURT.
20070117000479I	(-23) THE PILOT ^PRIVACY DATA OMITTED^ WAS FLYING HIS LEGEND CUB, N1115, ON 01/17/2007 ON A SIGHTSEEING FLIGHT. UPON RETURNING TO PRC HE WAS CLEARED TO LAND ON RUNWAY 21L. HE CLEARED AT TAXIWAY C4. THE TOWER CONTROLLER ISSUED AN IMMEDIATE STOP TO N1115 AND THE URGENCY THAT THE CONTROLLER USED CAUSED THE PILOT ^PRIVACY DATA OMITTED^ TO APPLY AN EXCESSIVE AMOUNT OF BRAKE PRESSURE AND THE AIRCRAFT WENT UP ON ITS NOSE DAMAGING THE PROP, SPINNER. PILOT'S STATEMENT: I WAS FLYING MY LEGEND CUB ON JAN 17, 2007, ON A SHORT SIGHTSEEING FLIGHT, AND ON RETURNING TO PRC I WAS CLEARED TO LAND ON 21L. I CLEARED THE RUNWAY AT C4 AND WAS TAXIING TO THE BOTTLE NECK HANGERS VIA CHARLIE. A SINGLE CESSNA WAS TAXIING FOR TAKEOFF OPPOSITE DIRECTION ON CHARLIE (NORTHBOUND) AND WAS TOLD TO HOLD SHORT OF B4 FOR ME. I WAS HURRYING TO CLEAR CHARLIE AND TURNED RIGHT ON THE TAXIWAY AT THE END OF 3L. THE CONTROLLER SAW THE MISTAKE I MADE IMMEDIATELY, AND SAID "CUB 115, STOP!" I DID AND REACTING TO THE IMMEDIANCY OF THE COMMAND APPLIED TOO MUCH BRAKE AND STOOD THE AIRCRAFT ON ITS NOSE DAMAGING THE PROP AND MY EGO! I WAS SURPRISED THAT I HAD SO MUCH AUTHORITY AT SO SLOW A SPEED AND I THINK I WOULD HAVE SEEN MY MISTAKE BEFORE I CROSSED ONTO RUNWAY 3L (DUE TO THE FLASHING YELLOW LIGHTS, IF NOTHING ELSE) BUT HIS DOESN'T REFLECT ON THE CONTROLLER. IT'S JUST AN OBSERVATION. ONE ADDITIONAL OBSERVATION: WHILE SITTING ON THE NOSE IF OBSERVED THAT THE FUEL WAS LEAKING OUT OF THE WING TANKS, CREATING A POSSIBLE FIRE HAZARD. I AM NOT SURE WHETHER THIS WAS DUE TO THE TANK PRESSURIZATION SYSTEM OR JUST A WEAK SEAL ON THE GAS TANK CAP; NEVERTHELESS I MADE A RAPID EXIT AND GOT MY PASSENGER OUT PROMPTLY.
20070117000899A	(-23) THE PILOT DEPARTED VACAVILLE, CALIFORNIA, AT APPROXIMATELY 11:00 LCL AFTER OBTAINING A FSS BRIEFING FROM MCMINNVILLE AFSS FOR A PROPOSED 13 HOUR VFR FLIGHT TO GRAND ISLAND, NEBRASKA. ENROUTE FUELING STOPS WERE IN ELKO, NV AND ROCK SPRINGS, WY. THE AIRCRAFT DEPARTED ROCK SPRINGS AT APPROXIMATELY 21:30 LCK. ATC RADAR TRACKING SHOWED THE AIRCRAFT HEADING EAST TOWARD LARAMIE, WY AND CLIMBING TO AN ALTITUDE OF 13,500 FEET MSL. THERE WAS NO AMBIENT MOONLIGHT OVER SPARSELY POPULATED MOUNTAINOUS TERRAIN WITH SCATTERED SNOW SHOWERS ALONG THE ROUTE AND WINDS ALOFT AT 12,000 FEET MSL, WESTERLY AT 50 KNOTS. RADAR DATA SHOWED THE AIRCRAFT'S ALTITUDE VARYING BETWEEN 13,500 FEET AND 12,900 FEET MSL, SUGGESTING TURBULENCE MAY HAVE BEEN A FACTOR. DOPPLER WEATHER RADAR SHOWED A BAND OF LIGHT TO MODERATE SNOW SHOWERS ALONG THE ROUTE AT THE TIME OF THE ACCIDENT. IN THE VICINITY OF THE ACCIDENT SITE, ATC RADAR TRACK SHOWED THE AIRCRAFT MAKING A RIGHT DESCENDING 150-DEGREE TURN FROM ITS INTENDED ROUTE, POSSIBLY IN AN ATTEMPT TO EXIT IMC WEATHER OR TO EXIT TURBULENCE. AT APPROXIMATELY 22:15 LCL, THE AIRCRAFT IMPACTED SNOW-COVERED RISING TERRAIN AT 10,700 FEET MSL IN A RIGHT WING DOWN, SLIGHTLY NOSE LOW ATTITUDE WITH POWER ON. THE MAIN AIRCRAFT WRECKAGE CAME TO A STOP APPROXIMATELY 160 FEET FROM INITIAL IMPACT SITE ON APPROXIMATELY A 240 DEGREE HEADING. ALL THREE OCCUPANTS WERE KILLED FROM THE IMPACT. THERE WAS NO POST-CRASH FIRE. HOWEVER, FUEL WAS DETERMINED TO BE ON BOARD BECAUSE THE SNOW WAS STAINED AND THERE WAS A FUEL RECEIPT FROM ROCK SPRINGS AIRPORT. SUBSEQUENTLY, NTSB, FAA, LYCOMING ENGINE AND PIPER AIRCRAFT INVESTIGATORS HAVE INITIALLY DETERMINED THAT ALL DAMAGE TO THE AIRCRAFT WAS FROM THE GROUND IMPACT AND THE PILOT MAY HAVE LOST CONTROL OF THE AIRCRAFT BECAUSE OF CONTINUED FLIGHT FROM VMC INTO IMC.
20070117001329A	(-23) PLANE DEPARTED GCC, NEVER ARRIVED AT DESTINATION. AIRCRAFT WAS FOUND IN A FIELD VIA ELT 40 MILES EAST OF RIW. THE AIRCRAFT STRUCK TERRAIN AND WAS COMPLETELY DESTROYED.
20070117001389I	(-23) WHILE ON AN IFR FLIGHT, THE AIRCRAFT ENCOUNTERED TURBULENCE AT 10,000 FEET MSL, AND HAD AN UNCOMMANDED 300 FOOT DESCENT.
20070117001539A	(-23) PILOT WAS ATTEMPTING TO LAND AND STATED HE ENCOUNTERED A DOWNDRAFT DURING APPROACH AND SUBSEQUENTLY MADE A HARD LANDING. WHEN THE BALLOON COLLIDED WITH THE TERRAIN ONE PASSENGER WAS EJECTED AND SUSTAINED SERIOUS INJURIES.
20070118000329I	(-23) ON JANUARY 18, 2007, AT APPROXIMATELY 2045 LOCAL TIME, UPON LANDING ROLL OUT, THE AIRCRAFT STRUCK A SMALL DEER THAT RAN ACROSS THE RUNWAY. THE RIGHT MAIN GEAR DOOR WAS TORN FROM AIRCRAFT RESULTING IN MINOR DAMAGE. NO OTHER DAMAGE WAS SUSTAINED.
20070118000589I	(-23) THE AIRCRAFT DEPARTED ANKENY, IOWA (IKV) FOR FORT DODGE, IOWA (FOD). THE PILOT INDICATED THAT HE HIT SOMETHING ON TAKEOFF. WHEN RETRACTING THE GEAR, THE RED INDICATION LIGHT WOULD NOT GO OUT. THE PILOT WANTED TO LAND AT THE DES MOINES, IOWA AIRPORT (DSM). HE HAD 3 GREEN LIGHT INDICATION FOR HIS LANDING GEAR AND REQUIRED NO ASSISTANCE. UPON LANDING IN DSM, THE PILOT COULDN'T TAXI THE AIRCRAFT. INVESTIGATION REVEALED THAT THE METERING TUBE HAD BROKEN INSIDE THE L/H STRUT ASSEMBLY ALLOWING THE LOWER PORTION OF THE SHOCK STRUT TO COME OUT OF THE UPPER PORTION. INSPECTION ALSO REVEALED THAT THE AIRCRAFT DID NOT STRIKE ANYTHING DURING TAKEOFF FROM IKV.
20070118000989I	(-23) PILOT SELECTED GEAR DOWN DURING APPROACH TO RWY 35R AT OKC. GEAR INDICATION DID NOT SHOW DOWN AND LOCKED ON BOTH MAIN GEAR. PILOT DID A FLY-BY THE TOWER AND TOWER SAID BOTH GEAR APPEARED TO BE DOWN. PILOT DEPARTED TRAFFIC PATTERN AND ATTEMPTED TO CYCLE THE GEAR UP AND DOWN AGAIN. GEAR WOULD NOT RETRACT. PILOT ATTEMPTED TO PUT GEAR IN DOWN AND LOCKED POSITION BY HAND PUMPING PER EMERGENCY CHECKLIST TO NO AVAIL. PILOT DID ANOTHER FLY-BY THE TOWER AND WAS ADVISED THE GEAR DID APPEAR TO BE DOWN. PILOT LANDED ON RWY 35R, OKC. DURING LANDING ROLLOUT BOTH MAIN GEAR COLLAPSED.
20070118001419I	(-23) 01/18/2007, AT 1137E, PIEDMONT AIRLINES FLIGHT 4339, A DHC-8-311, DIVERTED TO CHO AND LANDED ON RUNWAY 21 AFTER REPORTING AN ELECTRICAL FIRE IN THE COCKPIT. THE FLIGHT DEPARTED FROM PHILADELPHIA AIRPORT, PA AND WAS ENROUTE TO ROANOKE, VA WHEN THE INCIDENT OCCURRED. THE FLIGHT CREW REPORTED THE FIRE EXTINGUISHED WHILE IN FLIGHT WHEN THEY TURNED OFF THE WINDSHIELD HEAT. THE FIRST OFFICER'S WINDSHIELD CRACKED DURING THE INCIDENT. THE CHO ARFF RESPONDED AND THE AIRCRAFT TAXIED TO THE RAMP WITHOUT FURTHER INCIDENT OR INJURIES. THE WINDSHIELD AND WINDSHIELD HEAT CONTROLLER WAS REPLACED. REPAIRS WERE MADE TO THE AIRCRAFT WIRING. THE REMOVED COMPONENTS HAVE BEEN QUARANTINED UNTIL THE MANUFACTURER INSPECTS THEM TO DETERMINE THE ORIGIN AND CAUSE OF THE FAILURE. THE CHDO IS WORKING WITH THE AIR CARRIER ON THIS INCIDENT.
20070118001499A	(-23) THE PILOT REPORTED THAT DURING THE LANDING ROLL THE LEFT MAIN LANDING GEAR COLLAPSED. PRELIMINARY EXAMINATION OF THE LEFT MAIN LANDING GEAR SYSTEM DISCLOSED THAT THE HYDRAULIC CYLINDER BOTTOM ATTACH POINT (FORK) BROKE. (-23 AMENDMENT) ON 02/20/2007, ^PRIVACY DATA^ FROM NTSB TELEPHONED THIS OFFICE TO REQUEST THAT WE AMEND FAA FORM 8020-23 TO REVISE THE ACCIDENT NUMBER THAT THEY ORIGINALLY ASSIGNED TO N477EM. THE ACCIDENT NUMBER WAS REVISED FROM NYC07LA057 TO NYC07CA057.
20070119000369A	(-23) THE HELICOPTER WAS OPERATING IN MOUNTAINOUS TERRAIN UNDER CONTRACT TO THE STATE OF CALIFORNIA DEPARTMENT OF FISH AND GAME CONDUCTING LOW LEVEL WILDLIFE SURVEILLANCE. THE PILOT REPORTED THAT HE WAS AT AN APPROXIMATE ALTITUDE OF 30' TO 50' ABOVE GROUND LEVEL WHEN HE MADE A RIGHT TURN TOWARDS RISING TERRAIN AND ENCOUNTERED SUDDEN BRIGHT SUNLIGHT DIRECTLY INTO HIS EYES. THIS CAUSED HIM TO LOSE ORIENTATION WITH TERRAIN AND HE STRUCK AN OAK TREE WITH THE MAIN ROTOR. THE HELICOPTER CAME TO A REST INVERTED ON THE SIDE OF THE HILL AND THE PILOT AND TWO PASSENGERS (WILD LIFE BIOLOGIST AND A DEER TAGGER) WERE ABLE TO EGRESS WITH MINOR INJURIES. THE MAIN ROTOR WAS DESTROYED AND THE AIRCRAFT HAD SUBSTANTIAL DAMAGE.
20070119000729I	(-23) ON JANUARY 19, 2007, AT 2250 UTC, BEECH 95 TRAVELAIR REGISTRATION #N13AW, OWNED BY ^PRIVACY DATA OMITTED^ . A VFR FLIGHT PLAN FILED. DURING AN INSTRUCTIONAL FLIGHT, WHERE OVERCAST AND LIGHT RAIN CONDITIONS PREVAILED, THE LANDING GEAR FAILED TO DEPLOY UPON APPROACH PRIOR TO LANDING. THE AIRCRAFT SUSTAINED MINOR DAMAGE. THE CREW (PILOT AND STUDENT PILOT) HAD NO INJURIES. THE PILOT HOLDS CURRENT INSTRUCTORS AND ATP CERTIFICATES. THE FLIGHT ORIGINATED AT ARLINGTON AIRPORT (GKY) ON 01/19/07 AT 2100 UTC.
20070119001349I	(-23) DUECE 03 HAD NAVIGATIONAL PROBLEMS DUE TO AN EQUIPMENT MALFUNCTION AT THE ARG VORTAC WHILE ROUND ROBIN TO BAD, CONFLICTING WITH FDX941. ZME-ARTCC-74 GAVE INSTRUCTIONS TO FDX 941 TO TURN TO A HEADING OF 360 TO AVOID DUECE 03 AND DUECE 03 WAS GIVEN AN AMENDED ALTITUDE OF FL260 AND GIVEN A HEADING DIRECT TO TXK. SEPARATION WAS LOST AND THE CLOSEST PROXIMITY WAS 4.99 MILES AND 700 FEET.
20070119001779I	(-23) ON 01/19/07 AT 1135EST COMAIR FLIGHT 5385 DIVERTED AND LANDED ON RUNWAY 34 AFTER REPORTING A NUMBER 2 HYDRAULIC SYSTEM FAILURE WHILE ENROUTE FROM LAGUARDIA, NY TO CHARLESTON, SC. THE AIRCRAFT TAXIED TO THE RAMP WITHOUT FURTHER INCIDENT. MAINTENANCE PERSONNEL DETERMINED THAT THE NUMBER 2 HYDRAULIC SYSTEM CASE DRAIN TUBE ASSEMBLY HAD FAILED.
20070120000749I	(-23) UPON LANDING ROLL OUT AT FRIDAY HARBOR, WA, KENMORE FLIGHT #5405 COLLIDED WITH A LARGE BIRD ON THE LEADING EDGE OF THE RIGHT WING NEAR THE WING ROOT. THE AIRCRAFT CONTINUED TO PARKING WITH NO PROBLEMS. NO INJURIES TO THE PILOT OR THE FIVE PASSENGERS ON BOARD.
20070120001519A	(-23) ON JANUARY 20, 2007, THE GLENN COUNTY SHERIFF'S DEPARTMENT REPORTED TO THE FAA AN ULTRALIGHT VEHICLE CRASHED IN AN ORCHARD NEAR ORLAND, CALIFORNIA. THEY REPORTED THAT THE ACCIDENT HAPPENED AT APPROXIMATELY 1600 PST. THEY REPORTED SUBSTANTIAL DAMAGE TO THE AIRCRAFT WITH NO INJURIES. THE AIRCRAFT WAS A NON-REGISTERED CHALLENGER SPECIAL CLIP WING SINGLE SEAT AIRCRAFT. THE AIRCRAFT WAS MOVED FROM THE CRASH SITE TO A HANGAR AT HAIGH FIELD BY THE OWNER AFTER THE CRASH. THE PILOT ^PRIVACY DATA OMITTED^ STATED ON 1/23/07 THAT HE FLEW THE AIRCRAFT FROM LODI, CA WITH AN INTENDED DESTINATION OF HAIGH FIELD, CA. THE ENGINE QUIT RUNNING DUE TO FUEL STARVATION APPROXIMATELY 3 MILES SHORT OF HAIGH FIELD, ORLAND, CA. HE FURTHER STATED THAT THE AIRCRAFT WAS EQUIPPED WITH A 10 GAL FUEL TANK. THE AIRCRAFT WAS INSPECTED BY THE SAC FSDO ON 1/24/07. IT WAS NOTED THAT A 10 GAL FUEL TANK WAS INSTALLED. THE WINGS HAD SUBSTANTIAL DAMAGE AND WERE REMOVED FROM THE AIRCRAFT. MODERATE DAMAGE NOTED ON THE LOWER FUSE, AND NOSE. PROP REMOVED FROM ACFT & NOT OBSERVED.
20070120002319A	(-23) ENGINE FAILED TO DEVELOP SUFFICIENT POWER TO MAINTAIN FLIGHT, AIRCRAFT DESCENDED INTO WOODED SWAMP AREA SHORT OF AIRFIELD/RUNWAY.
20070120003009I	(-23) IMMEDIATELY FOLLOWING TOUCHDOWN ON KWIGILLINGOK RWY 15, THE AIRCRAFT CROSSED A LATERALLY ORIENTED RUNWAY SURFACE FROST HEAVE AND BECAME AIRBORNE. THE PILOT FAILED TO MAINTAIN DIRECTIONAL CONTROL, WHICH RESULTED IN THE AIRCRAFT TOUCHING DOWN WITH ITS NOSE POINTED TO THE LEFT AND IN A RIGHT HAND SKID ALONG THE LENGTH OF THE RUNWAY. THE AIRCRAFT THEN IMPACTED A SNOW BERM AND SHORTLY AFTER, CAME TO A STOP. DURING ITS STOPPING MOTION, THE AIRCRAFT'S RIGHT WING TIP BRIEFLY DIPPED DOWN AND CONTACTED THE BERM, WHICH RESULTED IN BREAKAGE OF THE RIGHT NAV LIGHT LENS COVER. THE AIRCRAFT WAS NOT OTHERWISE DAMAGED.
20070120007349I	(-23) PILOT STATED THAT HE WAS PREOCCUPIED WITH THE COWL FLAPS BECAUSE THEY WERE STICKING AND HE FORGOT TO PUT THE LANDING GEAR HANDLE DOWN, WHICH HE LANDED GEAR UP AT 38D AT APPROX. 1600 HRS. NO INJURY. ^PRIVACY DATA OMITTED^
20070121000469A	(-23) THE PILOT MADE AN APPROACH INTO CRAIG-MOFFAT AIRPORT AFTER A SNOW BERM MOVED THROUGH THE AREA. THE AIRPORT HAD NOT BEEN PLOWED SINCE THE SNOW FALL, THE ENTIRE LANDSCAPE WAS WHITE WITH NO CONTRAST. UPON VISUAL CONTACT WITH THE RUNWAY ENVIRONMENT HE DETERMINED THE RUNWAY WAS LOCATED BETWEEN EXISTING SNOW BERMS WHICH WERE APPROXIMATELY 40 YARDS APART. THESE ARE LOCATED SOUTH OF RUNWAY 07, AND NORTH OF THE TAXIWAY. HE ASSUMED THE RUNWAY WAS LOCATED THERE, AND LANDED BETWEEN THE RUNWAY AND TAXIWAY SUSTAINING DAMAGE TO THE LANDING GEAR AND LOWER FUSELAGE AREA.
20070121001049A	(-23) THE PILOT WAS ACCOMPLISHING TAKE OFFS AND LANDINGS FOR NIGHT CURRENCY. ON THE THIRD TAKE OFF, AFTER THE AIRCRAFT WAS AIRBORNE, THE PILOT'S SEAT UNLATCHED AND MOVED TO ITS MOST AFT POSITION. THE PILOT ELECTED TO CLOSE THE THROTTLE AND LAND ON THE RUNWAY. THE LANDING WAS HARD RESULTING IN SUBSTANTIAL DAMAGE TO THE AIRCRAFT. THE PILOT WAS NOT INJURED.
20070121001279A	(-23) ON JANUARY 21, 2007 AT 0910 EDT AN AYERS CORPORATION MODEL S2R-G6, N3209X, REGISTERED TO AG FLYING SERVICE INC. HAD THE RIGHT SIDE FIXED LANDING GEAR COLLAPSE AFTER LANDING AT WAUCHULA MUNICIPAL AIRPORT IN WAUCHULA, FL. VISUAL METEOROLOGICAL CONDITIONS PREVAILED AT THE TIME. THE AIRCRAFT RIGHT WING WAS SUBSTANTIALLY DAMAGED AND THE COMMERCIAL PILOT WAS NOT INJURED. THE FLIGHT ORIGINATED FROM WAUCHULA, FLORIDA.
20070121001319A	(-23) THE PILOT ^PRIVACY DATA^ IS A STUDENT HELICOPTER PILOT; FLIGHT INSTRUCTOR AT THE TIME OF ACCIDENT WAS ^PRIVACY DATA OMITTED^ . THE TWO PILOTS TOOK OFF FROM SLE AND FLEW TOGETHER EARLIER IN THE MORNING BEGINNING AT 0955. AT 1015 THEY LANDED AT SLE, ^PRIVACY D^ DISEMBARKED. THE PILOT ^PRIVACY DATA^ WAS GOING TO GO ON HIS SECOND SUPERVISED SOLO. ^PRIVACY D^ WATCHED. THE PILOT ^PRIVACY DATA^ BEGAN TO TAKE-OFF; THE AIRCRAFT MOVED TO THE RIGHT THEN ROLLED OVER. NO INJURIES. I INSPECTED THE AIRCRAFT. DID NOT SEE ANY WHERE THE AIRCRAFT SKIDS MAY HAVE CAUGHT ON SOMETHING TO CAUSE THE ROLL OVER. SUBSTANTIAL DAMAGE - TAIL CONE CREASED AT THE FUSELAGE ATTACH POINT, FIREWALL HAS A CREASE AT THE LOWER LEFT CORNER, CABIN STRUCTURE IS DAMAGED, MAIN ROTOR IS SEVERELY DAMAGED, TAIL ROTOR DAMAGED.
20070121001479I	(-23) FLAPS FAILED AT ZERO DEGREES AT 8,000 FEET. CREW COMPLETED QRH AND REPORTED FLAP FAILURE INDICATION WHILE INBOUND TO KMDT. THE AIRCRAFT LANDED AND TAXIED TO THE RAMP WITHOUT INCIDENT.
20070121001759I	(-23) ON JANUARY 21, 2007 AT 2100 PST, SOCATA TB20 A/C, N711RP, S/N: 1081 LANDED AT TOA RWY 29R WITH THE LANDING GEAR UP. THIS FLIGHT WAS FROM BERMUDA DUNES, CA TO TOA VIA CNO. THE PILOT STATED HE NOTED AN INTERMITTENT ALTERNATOR LIGHT PRIOR TO LANDING AT CNO AND THE ALTERNATOR LIGHT WAS NOT ILLUMINATED WHEN HE DEPARTED CNO. THE PILOT STATED THAT HE LOST ELECTRICAL POWER APPROXIMATELY 5 MILES FROM TOA. THE PILOT SQUAWKED LOST COMMUNICATION AND CONTINUED TO LAND AT TOA ON RWY 29R. THE PILOT STATED HE PLACED THE GEAR HANDLE INTO THE DOWN POSITION PRIOR TO LANDING AT TOA AND THOUGHT THAT THE GEAR DID EXTEND. THE PILOT LANDED ON RUNWAY 29R WITH ALL LANDING GEAR RETRACTED. INSPECTION OF THE A/C REVEALED THAT BOTH PROP TIPS WERE BENT BACKWARDS, SKIN DAMAGE ON THE BOTTOM OF THE A/C FROM THE NOSE GEAR TO JUST AFT OF THE TRAILING EDGE OF THE WINGS AND GRINDING DAMAGE TO THE OUTBOARD SIDE OF BOTH MAIN TIRES AND RIMS. INSPECTION OF THE RWY 29R REVEALED SKID MARKS BEGAN ADJACENT TO THE 2 BOARD ON THE CENTERLINE OF THE RUNWAY AND CONTINUED FOR APPROX. 1000 FT AND PROP STRIKES WERE ADJACENT TO THE C BOARD IN LINE WITH THE SKID APPROX. 500 FT AFTER THE BEGINNING OF THE SKID MARKS.
20070121002239A	(-23) THE PILOT FAILED TO USE THE PROPANE BURNER EARLY ENOUGH TO CREATE SUFFICIENT HOT AIR TO ARREST THE LANDING DESCENT. THE EFFECT OF COLD WEATHER REDUCING THE BURNER OUTPUT (PROPANE PRESSURE) WAS A SURPRISE TO THE PILOT. DURING THE LANDING ATTEMPT THE BALLOON WAS BLOWN INTO POWER LINES CAUSING ELECTRICAL ARCING WHICH SEVERED FIVE OF THE TWELVE CABLES SECURING THE BASKET AND BURNED A HOLE IN THE SKIRT.
20070122000619I	(-23) ON JANUARY 22, 2007 US AIRWAYS FLIGHT #1898, WHILE ON PUSHBACK AT MIAMI INTERNATIONAL AIRPORT STRUCK A CATERING TRUCK. THE AIRCRAFT WAS STRUCK AT APPROXIMATELY STA. 847 L/H SIDE 112" FORWARD AND 12" BELOW THE L2 DOOR. LINE MAINTENANCE IN MIAMI VERIFIED THE SCRATCH AND FOUND THAT THE DAMAGE WAS DEFERRABLE PER THE AIRCRAFT SRM BUT THAT IT HAD TO BE REPAIRED WITHIN A CERTAIN AMOUNT OF AIRCRAFT CYCLES. IT WAS THEN RELEASED FOR ITS FLIGHT TO PHILADELPHIA, PA. NO INJURIES HAD BEEN REPORTED.
20070122001729I	(-23) BOTH PILOTS STATED THAT AFTER COMPLETING 4 OR 5 TOUCH AND GOES, THEY NOTICED A VIBRATION COMING FROM THE RIGHT MAIN LANDING GEAR. THEY STATED THAT IT FELT LIKE THEY HAD A FLAT TIRE. THEY FURTHER STATED THAT THEY THEN TAXIED TO THE RAMP, STOPPED THE AIRCRAFT, GOT OUT AND LOOKED AT THE RIGHT MAIN LANDING GEAR. SEEING NOTHING OBVIOUS, THEY RESUMED THEIR TRAINING SESSION. ON THE NEXT LANDING THEY IMMEDIATELY FELT THE VIBRATION AGAIN FOLLOWED BY THE AIRCRAFT MAKING AN UNCOMMANDED SHARP RIGHT TURN OFF THE RUNWAY. THE RIGHT MAIN GEAR FAILED UPON REACHING THE EDGE OF THE RUNWAY AND THE AIRCRAFT STOPPED. DAMAGE WAS LIMITED TO THE RIGHT MAIN LANDING GEAR STRUT ASSEMBLY AND THE RIGHT FLAP.
20070122002459I	(-23) AIRCRAFT TOUCHED DOWN ON THE RUNWAY AND THE NOSE GEAR COLLAPSED CAUSING A PROP STRIKE ON BOTH ENGINES. PILOT STATED THE GEAR WAS INDICATING 3 GREEN LIGHTS AND THE NOSE GEAR WAS OBSERVED THROUGH A MIRROR TO BE DOWN PRIOR TO LANDING. THE AIRCRAFT SUSTAINED DAMAGE TO THE FUSELAGE AND PROPELLERS.
