ev_id,entities_json,hfacs_json,relationships_json,extraction_status
20140719X24057,[],{},[],parse_error
20110216X00348,"[{""text"": ""the pilot-rated passenger/owner"", ""role"": ""operator_mental"", ""tier"": ""unsafe_skill""}, {""text"": ""the owner of the airplane"", ""role"": ""supervisory"", ""tier"": ""Failed to Correct Known Problem""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Loss of Situational Awareness"", ""Misplaced Motivation""], ""unsafe_skill"": [""Poor Technique"", ""Inadvertent Flight Control Use"", ""Over-controlled Aircraft""]}",[],success
20111006X21257,"[{""text"": ""Distraction"", ""role"": ""operator_mental""}, {""text"": ""Loss of Situational Awareness"", ""role"": ""operator_mental""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Loss of Situational Awareness"", ""Misplaced Motivation""]}","[{""subject"": ""Distraction"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Loss of Situational Awareness"", ""evidence"": ""The pilot was landing the airplane when it contacted a 14-foot 8-inch tall approach light stanchion that was located about 460 feet from the approach end of the runway. The airplane crashed and came to rest inverted.""}]",success
20080721X01092,"[{""text"": ""The pilot's failure to maintain adequate airspeed while maneuvering, which led to an aerodynamic stall and subsequent loss of control."", ""role"": ""HISTORY OF FLIGHT"", ""tier"": ""unsafe_skill""}, {""text"": ""Witnesses reported the weather at the time of the accident was \""hot\"", with winds blowing 5-10 knots, with gusts \""maybe as high as 20 knots\""."", ""role"": ""HISTORY OF FLIGHT"", ""tier"": ""situational_tech""}]","{""unsafe_skill"": [""Inadvertent Flight Control Use"", ""Over-controlled Aircraft""], ""unsafe_perception"": [""Misjudged Distance/Altitude/Airspeed""]}",[],success
20160421X93349,"[{""text"": ""HISTORY OF FLIGHT"", ""role"": ""HFACS"", ""tier"": ""system""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue""], ""unsafe_decision"": [""Misdiagnosed Emergency""], ""unsafe_perception"": [""Spatial Disorientation""]}",[],success
20130624X94122,"[{""text"": ""The pilot's movement of the throttle to the idle detent at the beginning of a practice autorotation, which was contrary to procedures and resulted in the engine hesitating during the power recovery and a subsequent hard landing."", ""role"": ""HISTORY_OF_FLIGHT"", ""tier"": ""operator_mental""}]","{""unsafe_skill"": [""Omitted Checklist Step""], ""unsafe_decision"": [""Improper Procedure""]}",[],success
20130531X10043,"[{""text"": ""Cylinder manufacturer's misalignment of the exhaust valve guides in the No. 2 cylinder during manufacture, which resulted in the exhaust valve sticking and the pushrod breaking and the subsequent total loss of engine power."", ""role"": ""description"", ""tier"": """"}]","{""operator_mental"": [""Misplaced Motivation""], ""unsafe_decision"": [""Improper Procedure""]}",[],success
20080710X01005,"[{""text"": ""HISTORY OF FLIGHT"", ""role"": ""NARRATIVE"", ""tier"": ""operator_mental""}]","{""operator_mental"": [""Distraction"", ""Task Saturation"", ""Misplaced Motivation""]}",[],success
20150805X75232,"[{""text"": ""Distraction"", ""role"": ""operator_mental""}, {""text"": ""Mental Fatigue"", ""role"": ""operator_mental""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue""]}",[],success
20170422X03928,"[{""text"": ""pilot"", ""role"": ""operator_mental"", ""tier"": ""operator_mental""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Loss of Situational Awareness""]}",[],success
20110425X92436,"[{""text"": ""Pilot"", ""role"": ""operator_mental"", ""tier"": ""supervisory""}, {""text"": ""Pilot"", ""role"": ""unsafe_skill"", ""tier"": ""situational_tech""}]","{""operator_mental"": [""Channelized Attention"", ""Distraction"", ""Mental Fatigue"", ""Task Saturation""], ""unsafe_skill"": [""Poor Technique"", ""Inadvertent Flight Control Use""]}",[],success
20081201X42806,"[{""text"": ""HISTORY OF FLIGHT"", ""role"": ""HFACS SCHEMA"", ""tier"": ""system""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Loss of Situational Awareness"", ""Misplaced Motivation""]}","[{""subject"": ""Failed to Prepare for Flight"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Loss of Situational Awareness"", ""evidence"": ""The pilot reported that after an uneventful night cross-country flight, he established visual contact with the area of his intended destination and started a descent towards the airport. The pilot stated that due to a layer of fog over the airport, he diverted to an alternate airport equipped with an instrument approach and initiated a climbing left turn.""}, {""subject"": ""Failed to Prepare for Flight"", ""relation"": ""LEADS_TO"", ""object"": ""Loss of Situational Awareness"", ""evidence"": ""The pilot reported that after an uneventful night cross-country flight, he established visual contact with the area of his intended destination and started a descent towards the airport. The pilot stated that due to a layer of fog over the airport, he diverted to an alternate airport equipped with an instrument approach and initiated a climbing left turn.""}]",success
20121011X32021,"[{""text"": ""operator_mental: Distraction, Mental Fatigue"", ""role"": ""HFACS SCHEMA"", ""tier"": ""operator_mental""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue""]}",[],success
20150603X50616,"[{""text"": ""Mooney M20K, N3567H"", ""role"": null, ""tier"": ""Aircraft""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue""], ""unsafe_skill"": [""Inadvertent Flight Control Use"", ""Over-controlled Aircraft""]}",[],success
20160627X50018,"[{""text"": ""Horsepower"", ""role"": """", ""tier"": """"}]","{""unsafe_decision"": [""Misdiagnosed Emergency"", ""Inappropriate Maneuver"", ""Poor Decision""]}","[{""subject"": ""Inadequate Supervision"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Failed to Correct Known Problem"", ""evidence"": ""The responding Federal Aviation Administration (FAA) inspector conducted a postaccident examination at the accident site with the pilot.""}]",success
20151105X15240,"[{""text"": """", ""role"": """", ""tier"": """"}]","{""personnel_crm"": [""Failed to Communicate""], ""unsafe_decision"": [""Improper Procedure""], ""unsafe_perception"": [""Misjudged Distance/Altitude/Airspeed"", ""Spatial Disorientation""]}",[],success
20150428X15534,"[{""text"": ""throttle body/fuel metering unit"", ""role"": """", ""tier"": """"}]","{""supervisory"": [""Failed to Correct Known Problem""], ""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation""]}",[],success
20101001X13012,"[{""text"": ""N90SE"", ""role"": """", ""tier"": """"}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue""], ""unsafe_skill"": [""Inadvertent Flight Control Use""]}","[{""subject"": ""Failed to Communicate"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Misinterpretation of Traffic Calls"", ""evidence"": ""The pilot stated that he was unable to correct the turn. The pilot was unable to keep the airplane on the runway and it struck a runway light during the runway excursion, which occurred as a result of a deflated tire on the right main landing gear.""}, {""subject"": ""Misinterpretation of Traffic Calls"", ""relation"": ""LEADS_TO"", ""object"": ""Loss of Situational Awareness"", ""evidence"": ""The pilot stated that he was unable to correct the turn. The pilot was unable to keep the airplane on the runway and it struck a runway light during the runway excursion, which occurred as a result of a deflated tire on the right main landing gear.""}]",success
20120802X90114,"[{""text"": ""operator_mental"", ""role"": ""NARRATIVE"", ""tier"": ""operator_mental""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue""]}",[],success
20130219X00240,"[{""text"": ""the pilot and two passengers were surveying a preplanned transect about 50 to 100 feet above ground level with a 5- to 10-knot left crosswind and an indicated groundspeed of 30 to 35 knots."", ""role"": ""HISTORY_OF_FLIGHT"", ""tier"": """"}, {""text"": ""the pilot added power to clear a ridge. The pilot reported that, when the helicopter was about 100 feet from the top of the ridge, he heard a \"" slight pop\"" and that the helicopter began to yaw to the right."", ""role"": ""HISTORY_OF_FLIGHT"", ""tier"": """"}, {""text"": ""the pilot added power to clear the ridgeline, which greatly increased the right yawing motion, and the helicopter began to spin. He stated that the helicopter crossed over the ridgeline backward and continued to spin before it contacted the ground and rolled over onto its left side."", ""role"": ""HISTORY_OF_FLIGHT"", ""tier"": """"}]","{""unsafe_skill"": [""Breakdown in Visual Scan""]}",[],success
20160808X81145,"[{""text"": ""Hudson, Kentucky"", ""role"": ""location"", ""tier"": ""operator_mental""}, {""text"": ""Fredericksburg, Virginia"", ""role"": ""location"", ""tier"": ""operator_mental""}, {""text"": ""Adrian, Michigan"", ""role"": ""location"", ""tier"": ""operator_mental""}, {""text"": ""North Hampton, New Hampshire"", ""role"": ""location"", ""tier"": ""operator_mental""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Loss of Situational Awareness""]}",[],success
20141124X61240,"[{""text"": ""pilot"", ""role"": ""operator_mental"", ""tier"": ""personnel_readiness""}, {""text"": ""pilot"", ""role"": ""unsafe_skill"", ""tier"": ""unsafe_skill""}]","{""unsafe_skill"": [""Poor Technique""]}",[],success
20171011X21947,"[{""text"": ""operator_mental: Distraction, Mental Fatigue"", ""role"": ""NARRATIVE""}, {""text"": ""unsafe_skill: Omitted Checklist Step"", ""role"": ""NARRATIVE""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue""], ""unsafe_skill"": [""Omitted Checklist Step""]}",[],success
20120717X52716,"[{""text"": ""HISTORY OF FLIGHT"", ""role"": ""NARRATIVE"", ""tier"": ""system""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Loss of Situational Awareness""]}",[],success
20150914X90257,"[{""text"": ""pilot"", ""role"": ""operator_mental"", ""tier"": ""operator_mental""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Loss of Situational Awareness""]}",[],success
20160301X74004,"[{""text"": ""N187SF"", ""role"": null, ""tier"": null}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Loss of Situational Awareness""], ""unsafe_skill"": [""Omitted Checklist Step""], ""unsafe_decision"": [""Misdiagnosed Emergency""]}","[{""subject"": ""Oversight"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Equipment Design"", ""evidence"": ""A postaccident examination of the airplane and engine revealed the fuselage, both wings, the firewall, and an engine mount were substantially damaged. The Rotax 912 ULS engine remained attached to the airframe and two of the three propeller blades were broken off at the hub. Both carburetors were displaced from their respective sockets and the gascolator bowl was shifted from its mounting bracket.""}, {""subject"": ""Oversight"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Procedures"", ""evidence"": ""Examination of the fuel system revealed that no fuel return line (or fuel restriction line) had been installed, which was not in accordance with the engine manufacturer's installation instructions.""}, {""subject"": ""Oversight"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Safety Programs"", ""evidence"": ""Examination of the fuel system revealed that no fuel return line (or fuel restriction line) had been installed, which was not in accordance with the engine manufacturer's installation instructions.""}, {""subject"": ""Oversight"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Procedures"", ""evidence"": ""Examination of the fuel system revealed that no fuel return line (or fuel restriction line) had been installed, which was not in accordance with the engine manufacturer's installation instructions.""}]",success
20160528X01400,"[{""text"": ""engine"", ""role"": ""AIRCRAFT_INFORMATION"", ""tier"": ""unsafe_skill""}, {""text"": ""pilot"", ""role"": ""PERSONNEL_INFORMATION"", ""tier"": ""operator_mental""}]","{""unsafe_skill"": [""Poor Technique""], ""operator_mental"": [""Distraction"", ""Mental Fatigue""]}",[],success
20120504X14025,"[{""text"": ""N106S"", ""role"": ""aircraft_registration"", ""tier"": ""operator_mental""}, {""text"": ""Tupelo Regional Airport (TUP)"", ""role"": ""airport_location"", ""tier"": ""situational_tech""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Loss of Situational Awareness"", ""Misplaced Motivation""]}","[{""subject"": ""Misjudged Distance/Altitude/Airspeed"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Inappropriate Maneuver"", ""evidence"": ""The pilot maneuvered at low altitudes and pulled 2 or 3 g's, which may have affected the carburetor.""}]",success
20110321X20113,"[{""text"": ""N9692D"", ""role"": ""aircraft_registration"", ""tier"": ""operator_mental""}, {""text"": ""Van Wagner Aerial Media LLC"", ""role"": ""operator_name"", ""tier"": ""supervisory""}]","{""operator_mental"": [""Distraction"", ""Task Saturation"", ""Misplaced Motivation""]}",[],success
20120129X34027,"[{""text"": ""HISTORY OF FLIGHT"", ""role"": ""HFACS"", ""tier"": ""system""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Misplaced Motivation""]}",[],success
20120419X75715,"[{""text"": ""HISTORY OF FLIGHT"", ""role"": ""HFACS"", ""tier"": ""system""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Loss of Situational Awareness""], ""unsafe_skill"": [""Poor Technique"", ""Inadvertent Flight Control Use"", ""Over-controlled Aircraft""]}",[],success
20150703X34853,"[{""text"": ""HISTORY OF FLIGHTOn July 2, 2015, a Piper PA22-135 airplane, N8195C, collided with terrain near Carey, Idaho."", ""role"": ""NARRATIVE"", ""tier"": """"}, {""text"": ""The pilot/owner was operating the airplane as a 14 Code of Federal Regulations Part 91 personal flight."", ""role"": ""NARRATIVE"", ""tier"": """"}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue""], ""unsafe_skill"": [""Inadvertent Flight Control Use"", ""Over-controlled Aircraft""]}","[{""subject"": ""Failed to Communicate"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Distraction"", ""evidence"": ""The family reported the airplane overdue, and the Federal Aviation Administration (FAA) issued an alert notice (ALNOT). The wreckage was located the following day.""}]",success
20130724X00828,"[{""text"": ""engine failure"", ""role"": """", ""tier"": """"}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Loss of Situational Awareness""], ""unsafe_decision"": [""Improper Procedure"", ""Inappropriate Maneuver"", ""Poor Decision""]}",[],success
20110618X42902,"[{""text"": ""student pilot"", ""role"": null, ""tier"": ""operator_mental""}, {""text"": ""engine"", ""role"": null, ""tier"": ""situational_tech""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue""], ""unsafe_decision"": [""Improper Procedure""], ""unsafe_skill"": [""Inadvertent Flight Control Use""]}",[],success
20180820X25554,"[{""text"": ""the pilot"", ""role"": ""operator_mental"", ""tier"": ""supervisory""}, {""text"": ""Cirrus SR22 airplane, N1133T"", ""role"": ""situational_tech"", ""tier"": ""Equipment Design""}]","{""unsafe_skill"": [""Breakdown in Visual Scan""], ""unsafe_decision"": [""Misdiagnosed Emergency"", ""Inappropriate Maneuver""]}",[],success
20090413X85336,"[{""text"": ""HISTORY OF FLIGHT"", ""role"": ""HFACS SCHEMA"", ""tier"": """"}, {""text"": ""NARRATIVE"", ""role"": ""HFACS SCHEMA"", ""tier"": """"}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Loss of Situational Awareness"", ""Misplaced Motivation""], ""unsafe_skill"": [""Poor Technique"", ""Inadvertent Flight Control Use"", ""Over-controlled Aircraft""]}","[{""subject"": ""Failed to Prepare for Flight"", ""relation"": ""LEADS_TO"", ""object"": ""Inadequate Supervision"", ""evidence"": ""The HISTORY OF FLIGHT indicates that the accident flight was the second flight of the day, suggesting inadequate preparation and supervision.""}]",success
20110105X25845,"[{""text"": ""operator_mental"", ""role"": ""operator_mental"", ""tier"": ""operator_mental""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Loss of Situational Awareness"", ""Misplaced Motivation""]}",[],success
20100919X50413,"[{""text"": ""N79438"", ""role"": """", ""tier"": """"}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Loss of Situational Awareness"", ""Misplaced Motivation""]}","[{""subject"": ""Failed to Prepare for Flight"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Loss of Situational Awareness"", ""evidence"": ""According to the pilot, on the day of the accident he and his passenger had flown into BNL from Ocean Springs Airport (5R2), Ocean Springs, Mississippi. After fueling and checking the oil quantity, they departed for their destination.""}]",success
20091031X95957,"[{""text"": ""the pilot and pilot rated passenger received fatal injuries."", ""role"": ""HISTORY_OF_FLIGHT"", ""tier"": """"}]","{""unsafe_skill"": [""Poor Technique"", ""Inadvertent Flight Control Use"", ""Over-controlled Aircraft""]}",[],success
20081007X45331,"[{""text"": ""HISTORY OF FLIGHT"", ""role"": ""HFACS"", ""tier"": ""system""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Loss of Situational Awareness"", ""Misplaced Motivation""]}",[],success
20170814X13131,"[{""text"": ""operator_mental: Distraction, Mental Fatigue, Task Saturation, Loss of Situational Awareness"", ""role"": ""operator_mental""}, {""text"": ""unsafe_skill: Poor Technique, Inadvertent Flight Control Use, Over-controlled Aircraft"", ""role"": ""unsafe_skill""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Loss of Situational Awareness"", ""Misplaced Motivation""], ""unsafe_skill"": [""Poor Technique"", ""Inadvertent Flight Control Use"", ""Over-controlled Aircraft""]}",[],success
20110223X03211,"[{""text"": ""..."", ""role"": ""..."", ""tier"": ""...""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation""], ""unsafe_decision"": [""Improper Procedure""], ""unsafe_skill"": [""Inadvertent Flight Control Use"", ""Over-controlled Aircraft""]}","[{""subject"": ""Failed to Correct Known Problem"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Inadequate Supervision"", ""evidence"": ""The failure of the nose gear during landing for reasons that could not be determined due to postaccident damage.""}]",success
20140512X01035,"[{""text"": ""operator_mental"", ""role"": ""operator_mental""}, {""text"": ""unsafe_decision"", ""role"": ""unsafe_decision""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue""], ""unsafe_decision"": [""Misdiagnosed Emergency""]}","[{""subject"": ""Improper Procedure"", ""relation"": ""LEADS_TO"", ""object"": ""Get-home-itis"", ""evidence"": ""The pilot's improper landing flare, which resulted in a hard landing and separation of the left main landing gear.""}, {""subject"": ""Get-home-itis"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Haste"", ""evidence"": ""The pilot's improper landing flare, which resulted in a hard landing and separation of the left main landing gear.""}]",success
20090109X62740,"[{""text"": ""operator_mental"", ""role"": ""HFACS_SCHEMA_ROLE"", ""tier"": ""operator_mental""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation""]}",[],success
20090712X92629,"[{""text"": ""HISTORY OF FLIGHT"", ""role"": ""HFACS"", ""tier"": ""system""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation""], ""unsafe_decision"": [""Improper Procedure"", ""Misdiagnosed Emergency""]}",[],success
20141017X30721,"[{""text"": ""N731QV"", ""role"": ""aircraft_registration_number"", ""tier"": ""operator_physical""}, {""text"": ""Cessna P210N"", ""role"": ""aircraft_model"", ""tier"": ""system""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Loss of Situational Awareness""], ""unsafe_skill"": [""Poor Technique"", ""Inadvertent Flight Control Use"", ""Over-controlled Aircraft""], ""unsafe_decision"": [""Misdiagnosed Emergency"", ""Inappropriate Maneuver"", ""Poor Decision""]}",[],success
20080630X00944,"[{""text"": ""N13713"", ""role"": ""aircraft_registration_number"", ""tier"": ""AIRCRAFT_INFORMATION""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Loss of Situational Awareness""]}",[],success
20180409X43710,"[{""text"": ""student pilot and flight instructor"", ""role"": null, ""tier"": ""operator_mental""}, {""text"": ""tower controller"", ""role"": null, ""tier"": ""supervisory""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation""]}",[],success
20120614X20640,"[{""text"": ""N488EA"", ""role"": """", ""tier"": """"}]","{""unsafe_skill"": [""Omitted Checklist Step""], ""operator_mental"": [""Distraction"", ""Mental Fatigue""], ""unsafe_decision"": [""Improper Procedure""]}",[],success
20080913X01446,"[{""text"": ""operator_mental"", ""role"": ""operator_mental"", ""tier"": ""operator_mental""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Loss of Situational Awareness""]}",[],success
20120321X33932,"[{""text"": ""operator_mental: Distraction, Mental Fatigue"", ""role"": ""HISTORY OF FLIGHT""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue""]}",[],success
20120921X62052,"[{""text"": ""Lifesaver N59773"", ""role"": null, ""tier"": null}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Loss of Situational Awareness"", ""Misplaced Motivation""]}","[{""subject"": ""Failed to Back-up"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Excessive Physical Training"", ""evidence"": ""The pilot reported that as the airplane climbed to about 10,000 feet mean sea level after takeoff, the engine began a \u0093moderate violent shaking.\u0094 The oil pressure then decreased rapidly, oil sprayed on the windshield, and the engine seized.""}, {""subject"": ""Excessive Physical Training"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Failed to Prepare for Flight"", ""evidence"": ""The pilot reported that as the airplane climbed to about 10,000 feet mean sea level after takeoff, the engine began a \u0093moderate violent shaking.\u0094 The oil pressure then decreased rapidly, oil sprayed on the windshield, and the engine seized.""}, {""subject"": ""Failed to Prepare for Flight"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Exceeded Ability"", ""evidence"": ""The pilot reported that as the airplane climbed to about 10,000 feet mean sea level after takeoff, the engine began a \u0093moderate violent shaking.\u0094 The oil pressure then decreased rapidly, oil sprayed on the windshield, and the engine seized.""}]",success
20090629X83644,"[{""text"": ""..."", ""role"": ""..."", ""tier"": ""...""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Loss of Situational Awareness"", ""Misplaced Motivation""]}","[{""subject"": ""Failed to Prepare for Flight"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Not Current/Qualified"", ""evidence"": ""The pilot was carrying a SPOT locater device during the flight. The user activates SPOT in the event of an emergency, which in turn activates emergency services, or it can be used as a tracking and locator device.""}, {""subject"": ""Failed to Prepare for Flight"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Not Current/Qualified"", ""evidence"": ""The pilot did not have a current FAA medical certificate, and none was required for the operations in which he was engaged.""}]",success
20090324X90536,"[{""text"": ""HISTORY OF FLIGHT"", ""role"": ""HFACS_CLASSIFICATIONS"", ""tier"": """"}, {""text"": ""NARRATIVE"", ""role"": """", ""tier"": """"}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Loss of Situational Awareness""], ""unsafe_skill"": [""Omitted Checklist Step""]}",[],success
20101102X34540,"[{""text"": ""HISTORY OF FLIGHT"", ""role"": ""HFACS"", ""tier"": ""system""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Loss of Situational Awareness"", ""Misplaced Motivation""], ""unsafe_skill"": [""Poor Technique"", ""Inadvertent Flight Control Use"", ""Over-controlled Aircraft""]}",[],success
20140619X24508,"[{""text"": ""HISTORY OF FLIGHT"", ""role"": ""HFACS_SCHEMA"", ""tier"": ""system""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Loss of Situational Awareness"", ""Misplaced Motivation""]}","[{""subject"": ""Failed to Prioritize Attention"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Misjudged Distance/Altitude/Airspeed"", ""evidence"": ""The pilot reported that, during the takeoff roll for the local flight, the airplane did not reach rotation speed but that it briefly became airborne and then immediately settled back onto the runway.""}, {""subject"": ""Failed to Prioritize Attention"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Inadequate Supervision"", ""evidence"": ""The pilot reported that she realized that the takeoff distance was longer than normal because, after settling, the airplane was beyond the runway's halfway point.""}, {""subject"": ""Failed to Prioritize Attention"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Distraction"", ""evidence"": ""During the postaccident examination of the airplane, the wheels were hard to rotate by hand. The brake assemblies revealed thermal discoloration to the rotors and damaged pad material, which likely resulted from the excessive braking during the aborted takeoff.""}]",success
20180104X85338,"[{""text"": ""operator_mental"", ""role"": ""operator_mental"", ""tier"": ""operator_mental""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Misplaced Motivation""]}",[],success
20170629X13505,[],{},[],parse_error
20160422X14706,"[{""text"": ""HISTORY OF FLIGHT"", ""role"": ""NARRATIVE"", ""tier"": ""operator_mental""}]","{""unsafe_skill"": [""Poor Technique""], ""unsafe_decision"": [""Improper Procedure"", ""Misdiagnosed Emergency""], ""unsafe_perception"": [""Misjudged Distance/Altitude/Airspeed""]}",[],success
20100708X10207,"[{""text"": ""HISTORY OF FLIGHT"", ""role"": ""NARRATIVE"", ""tier"": ""operator_mental""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation""]}",[],success
20080914X01459,"[{""text"": ""pressure from the company for the pilot to fly the second load of skydivers without refueling."", ""role"": ""causal_factor"", ""tier"": ""unsafe_decision""}, {""text"": ""the incorrect unusable fuel amount in each tank for all flight conditions in the Owner's Manual used by the operator."", ""role"": ""causal_factor"", ""tier"": ""operator_mental""}]","{""supervisory"": [""Failed to Correct Known Problem""], ""personnel_crm"": [""Misinterpretation of Traffic Calls""]}",[],success
20141228X13823,"[{""text"": ""Piper PA-28R-200 and a Pitts Special S-1S"", ""role"": ""aircraft_involved"", ""tier"": ""operator_mental""}, {""text"": ""Carroll County Regional Airport"", ""role"": ""airport"", ""tier"": ""situational_phys""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Misplaced Motivation""]}",[],success
20161017X51539,"[{""text"": ""N3701M"", ""role"": """", ""tier"": """"}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue""], ""unsafe_decision"": [""Misdiagnosed Emergency""], ""unsafe_skill"": [""Poor Technique""]}",[],success
20170416X54153,"[{""text"": ""operator_mental"", ""role"": ""operator_mental"", ""tier"": ""operator_mental""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Loss of Situational Awareness"", ""Misplaced Motivation""]}",[],success
20100621X34045,"[{""text"": ""operator_mental: Distraction, Mental Fatigue, Task Saturation"", ""role"": null, ""tier"": null}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation""]}",[],success
20080319X00336,"[{""text"": ""HISTORY OF FLIGHT"", ""role"": ""HFACS system"", ""tier"": ""system""}]","{""operator_mental"": [""Misplaced Motivation"", ""Mental Fatigue"", ""Task Saturation""], ""unsafe_decision"": [""Improper Procedure""], ""unsafe_skill"": [""Inadvertent Flight Control Use""]}",[],success
20090501X90155,"[{""text"": ""N382CH"", ""role"": ""aircraft_registration"", ""tier"": ""operator_mental""}, {""text"": ""Puyall, Washington"", ""role"": ""airport_location"", ""tier"": ""situational_phys""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation""]}",[],success
20121016X75112,"[{""text"": ""HISTORY OF FLIGHTOn October 15, 2012, about 1557 Alaska daylight time, a twin-engine Grumman C-1A \""Trader\"" airplane, N27PH, was destroyed when it collided with tree-covered terrain and incurred postcrash fire and explosion about 19 miles west of Willow, Alaska."", ""role"": ""HFACS"", ""tier"": """"}, {""text"": ""HISTORY OF FLIGHTOn July 9, 2011, about 1516 Alaska daylight time, a Cessna 206 airplane, N9129M, sustained substantial damage during a forced off-airport landing, about 6 miles northwest of Anchorage, Alaska."", ""role"": ""HFACS"", ""tier"": """"}]","{""operator_mental"": [""Distraction"", ""Task Saturation"", ""Loss of Situational Awareness""], ""unsafe_decision"": [""Improper Procedure""], ""situational_tech"": [""Equipment Design""], ""personnel_crm"": [""Misinterpretation of Traffic Calls""]}",[],success
