ev_id,severity_class,invest_type_binary,visual_condition,light_conditions,sky_conditions,person_involved,pilot_hours_bracket,year,month,combined_text,acft_make,acft_model,crew_age_mean,finding_description_agg,occurrence_description_agg,employment_qoq_pct,fuel_cost_qoq_pct,operating_revenue_qoq_pct,load_factor_qoq_pct,employment_bracket,fuel_bracket,revenue_bracket,loadfactor_bracket,_source
20030722019949A,2.0,,Unknown,Daylight,UNK,Other,Unknown,2003,7,"(-23) ON JULY 22, 2003 NWA FLT 1142 WAS CLIMBING THROUGH FL290, HIT UNEXPECTED AND UNREPORTED CODE 4 CLEAR AIR TURB

(-23) ON JULY 22, 2003 NWA FLT 1142 WAS CLIMBING THROUGH FL290, HIT UNEXPECTED AND UNREPORTED CODE 4 CLEAR AIR TURBULENCE FOR APPROX. 30 SECONDS. LEAD F/A REPORTED A F/A IN REAR GALLEY HAD A HEAD INJURY AND WAS BLEEDING. A DOCTOR ON BOARD SUGGESTED A/C SHOULD LAND AS SOON AS PRACTICAL FOR MEDICAL ATTENTION. CONTACTED DISPATCH, WHO RECOMMENDED CLE AS A DIVERT FIELD. AFTER LANDING, F/A ^PRIVACY DATA O^ HAD A CUT TO THE HEAD, WAS TAKEN AWAY BY AMBULANCE, ALONG WITH F/A ^PRIVACY DATA OMI^, WITH A POSSIBLE BROKEN FINGER AND F/A ^PRIVACY DA^, WITH A SORE NECK. NO PAX. COMPLAINED OF ANY INJURY (SEATBELT SIGN WAS ON). COORDINATED WITH DISPATCH AND CREW COORD. TO REPLACE F/A'S AND CONTINUE TO BWI. F/A'S WERE TOLD DURING BRIEFING TO REMAIN SEATED AND WERE RELEASED AT APPROX. FL 190 WHEN CLEAR OF WEATHER. INJURIES OCCURRED IN AFT GALLEY WITH THE CARTS OUT.",BOEING,757251,,"Miscellaneous, Other;Other, Miscellaneous",,-2.343289641847779,-7.058823529411762,6.208497343909358,14.770487186707992,mild_decline,strong_decline,strong_growth,strong_growth,ASIAS
20030719016329I,2.0,,VMC,Unknown,UNK,Unknown,Unknown,2003,7,"(-23) 70 KNMI SOUTH OF FAI, AIRCRAFT BEGAN EXPERIENCING UNCOMMANDED RADIO TRANSMISSIONS CAUSING INTERFERENCE WITH C

(-23) 70 KNMI SOUTH OF FAI, AIRCRAFT BEGAN EXPERIENCING UNCOMMANDED RADIO TRANSMISSIONS CAUSING INTERFERENCE WITH COMMUNICATIONS BETWEEN ATC AND ALL AIRCRAFT IN THE VICINITY. ZAN REPORTED INCIDENT TO ROC 21:00 ZULU. AIRCRAFT CONTACTED APPROACH CONTROL VIA CELL PHONE AND LANDED FAI 21:08 ZULU WITHOUT FURTHER INCIDENT. ^PRIVACY DATA OMITT^",DHAV,DHC8103,,"OPDEF, Other Than Pi;2350",,-2.343289641847779,-7.058823529411762,6.208497343909358,14.770487186707992,mild_decline,strong_decline,strong_growth,strong_growth,ASIAS
20030711019509I,2.0,,Unknown,Daylight,UNK,Unknown,5000+,2003,7,"(-23) ON JULY 11, 2003 WHILE LANDING AT THE DECATUR IL, TRANS STATES AIRLINES INC. (RAIA) OPERATING AS AMERICAN CON

(-23) ON JULY 11, 2003 WHILE LANDING AT THE DECATUR IL, TRANS STATES AIRLINES INC. (RAIA) OPERATING AS AMERICAN CONNECTION, EXPERIENCED FLIGHT CONTROL PROBLEMS. DURING LANDING ROLL, THE AILERONS LOCKED TO THE RIGHT. THEY BROKE FREE DURING TAXI.",JETAIR,JETSTM4101,,"OPDEF, Other Than Pi;3130",,-2.343289641847779,-7.058823529411762,6.208497343909358,14.770487186707992,mild_decline,strong_decline,strong_growth,strong_growth,ASIAS
20030726018279I,2.0,,VMC,Daylight,UNK,Unknown,Unknown,2003,7,"(-23) AFTER DEPARTURE FROM BUTTE, MT, AIRPORT PERSONNEL REPORTED FINDING LARGE CHUNKS OF TIRE TREAD ON THE RUNWAY.

(-23) AFTER DEPARTURE FROM BUTTE, MT, AIRPORT PERSONNEL REPORTED FINDING LARGE CHUNKS OF TIRE TREAD ON THE RUNWAY. THIS WAS REPORTED TO SKY WEST DISPATCH. UPON LANDING IN SALT LAKE CITY, UT CREW FOUND TIRE TREAD SEPARATION BUT TIRE STILL INFLATED. THE INBOARD FLAP WAS DAMAGED AND REQUIRED REPAIRS. MAINTENANCE REPLACED WHEEL ASSY 5010571 AND RIGHT HAND INBOARD FLAP ASSY 601R14000-2.",CNDAIR,CL6002B19,,"OPDEF, Other Than Pi;3244",,-2.343289641847779,-7.058823529411762,6.208497343909358,14.770487186707992,mild_decline,strong_decline,strong_growth,strong_growth,ASIAS
20030715013659I,2.0,,VMC,Daylight,UNK,Unknown,Unknown,2003,7,"(-23) ON JULY 15, 2003 UNITED EXPRESS N638BR FLT 783 (A/C OPERATED BY ATLANTIC COAST AIRLINES) A CL-600 ADVISED ATC

(-23) ON JULY 15, 2003 UNITED EXPRESS N638BR FLT 783 (A/C OPERATED BY ATLANTIC COAST AIRLINES) A CL-600 ADVISED ATC OF A CARGO COMPARTMENT LOW CAUTION MESSAGE, QRH TEST SHOWED BOTTLE HAD DISCHARGED AND THE AIRCRAFT DIVERTED TO MCI. AN EMERGENCY WAS DECLARED AND THE A/C LANDED WITHOUT INCIDENT. MAINTENANCE CONCLUDED THAT THE FIRE EXT. BOTTLE HAD NOT DISCHARGED AND THAT THE BOTTLE HAD LOW PRESSURE. THE SYSTEM WAS PLACARDED PER THE OPERATORS PROCEDURES AND THE A/C WAS RETURNED TO SERVICE. ADDITIONALLY AT IAD MAINTENANCE FOUND THE RH FIRE BOTTLE BAD AND REPLACED THE BOTTLE PER THE CL-600 M/M AND THE PLACARD WAS REMOVED. INCIDENT ^PRIVACY DATA OMITTED^ IS CONSIDERED CLOSED.",CNDAIR,CL6002B19,,"OPDEF, Other Than Pi;2621",,-2.343289641847779,-7.058823529411762,6.208497343909358,14.770487186707992,mild_decline,strong_decline,strong_growth,strong_growth,ASIAS
20030811018059I,2.0,,Unknown,Daylight,UNK,Unknown,Unknown,2003,8,"(-23) AIRCRAFT RETURNED FOR LANDING DUE TO ROUGH RUNNING LEFT ENGINE. CREW DID NOT PERFORM A PRECAUTIONARY SHUTDOWN

(-23) AIRCRAFT RETURNED FOR LANDING DUE TO ROUGH RUNNING LEFT ENGINE. CREW DID NOT PERFORM A PRECAUTIONARY SHUTDOWN. ON VERY SHORT FINAL, THE CHIP DETECT LIGHT ILLUMINATED. UPON LANDING, CREW SHUT DOWN THE ENGINE, AND A/C TAXIED TO GATE WITHOUT INCIDENT. MAINTENANCE REMOVED & REPLACED ENGINE. ENGINE HAD APPROXIMATELY 600 HOURS SINCE OVERHAUL. FURTHER FOLLOW-UP SHOULD BE CONDUCTED BY CHDO. PILOTS ACTIONS OR LACK OF ACTIONS DID NOT CONTRIBUTE TO THIS INCIDENT. SUBMISSION OF THIS REPORT CLOSES THIS INCIDENT.",SAAB,SF340A,,"OPDEF, Other Than Pi;7200",,-1.7393049150253526,10.666666666666668,6.208497343909358,7.776427703523692,mild_decline,strong_growth,strong_growth,strong_growth,ASIAS
20030811020469I,2.0,,IMC,Daylight,UNK,Other,Unknown,2003,8,"(-23) ON CLIMB OUT ENCOUNTERED MODERATE TURBULENCE 3 MINOR INJURIES, NO BROKEN BONES.

(-23) ON CLIMB OUT ENCOUNTERED MODERATE TURBULENCE 3 MINOR INJURIES, NO BROKEN BONES.",BOEING,767232,,"Miscellaneous, Other;Other, Miscellaneous",,-1.7393049150253526,10.666666666666668,6.208497343909358,7.776427703523692,mild_decline,strong_growth,strong_growth,strong_growth,ASIAS
20030810020219I,2.0,,VMC,Night,UNK,Unknown,Unknown,2003,8,"(-23) DAL 44 A B-777 WAS PUSHING BACK AND AFR 388 WAS TAXIING TO THE GATE AND THE WINGTIPS HIT. THERE WERE NO INJUR

(-23) DAL 44 A B-777 WAS PUSHING BACK AND AFR 388 WAS TAXIING TO THE GATE AND THE WINGTIPS HIT. THERE WERE NO INJURIES. THE WINGTIP ON DAL 44 WAS DAMAGED.",BOEING,777232,,"Miscellaneous, Other",,-1.7393049150253526,10.666666666666668,6.208497343909358,7.776427703523692,mild_decline,strong_growth,strong_growth,strong_growth,ASIAS
20030804016499I,2.0,,VMC,Daylight,UNK,Other,Unknown,2003,8,"(-23) AIRCRAFT WAS TAXIING TO THE GATE (H-10) TO DISEMBARK PASSENGERS, AND #1 ENGINE PYLON FAIRING MADE CONTACT WIT

(-23) AIRCRAFT WAS TAXIING TO THE GATE (H-10) TO DISEMBARK PASSENGERS, AND #1 ENGINE PYLON FAIRING MADE CONTACT WITH THE BOTTOM STRUCTURE OF THE JETWAY.",BOEING,7572B7,,"Miscellaneous, Other;Other, Miscellaneous",,-1.7393049150253526,10.666666666666668,6.208497343909358,7.776427703523692,mild_decline,strong_growth,strong_growth,strong_growth,ASIAS
20030710019079I,2.0,,VMC,Daylight,UNK,Unknown,Unknown,2003,7,"(-23) WHILE IN CRUISE FLIGHT #1 ENGINE FIRE WARNING ACTIVATED. FLIGHT CREW SECURED ENGINE AND FIRE WARNING WENT OUT

(-23) WHILE IN CRUISE FLIGHT #1 ENGINE FIRE WARNING ACTIVATED. FLIGHT CREW SECURED ENGINE AND FIRE WARNING WENT OUT. CHECKLIST AND PROCEDURES WERE COMPLETED. AIRCRAFT DIVERTED TO GRR WHERE UNEVENTFUL SINGLE ENGINE LANDING WAS COMPLETED. THE 26 PASSENGERS AND CREW OF THREE OFF LOADED AT THE GATE WITHOUT INCIDENT. INSPECTION OF ENGINE BY BOTH CRASH FIRE AND MAINTENANCE FAILED TO DISCLOSE EVIDENCE OF FIRE. INCIDENT CLOSED.",EMB,EMB145ER,,"OPDEF, Other Than Pi;2612",,-2.343289641847779,-7.058823529411762,6.208497343909358,14.770487186707992,mild_decline,strong_decline,strong_growth,strong_growth,ASIAS
20030714016139I,2.0,,Unknown,Unknown,UNK,Other,Unknown,2003,7,"(-23) FLIGHT ATTENDANTS REPORTED PASSENGER ^PRIVACY DATA^ SEEMED TO BE INTOXICATED AND WAS VERBALLY ABUSIVE AFTER H

(-23) FLIGHT ATTENDANTS REPORTED PASSENGER ^PRIVACY DATA^ SEEMED TO BE INTOXICATED AND WAS VERBALLY ABUSIVE AFTER HE HAD GIVEN A 100$ BILL TO PAY FOR A BEER. THEY ALSO STATED THAT HE FOLLOWED ALL THE REQUIRED INSTRUCTIONS. HE ALSO MOVED FROM THE EMERGENCY EXIT WHEN REQUESTED. THE SPOKANE AIRPORT POLICE MET HIM AT THE GATE AND ALSO NOTED THE SMELL OF ALCOHOL AND VERIFIED THAT HE FOLLOWED INSTRUCTIONS AND HAD NOT INTERFERED WITH THE CABIN CREW. THEY ALSO CONFIRMED THAT HE HAD BEEN VERBALLY ABUSIVE TO THE CABIN CREW. NO CHARGES FILED.",,,,"Miscellaneous, Other;Other, Miscellaneous",,-2.343289641847779,-7.058823529411762,6.208497343909358,14.770487186707992,mild_decline,strong_decline,strong_growth,strong_growth,ASIAS
20030719015379I,2.0,,Unknown,Night,UNK,Other,Unknown,2003,7,"(-23) DELTA FLT 327 FROM ATLANTA TO ARUBA ON JULY 19 2003 WAS AT CRUISE 30 MINUTES OUT OF ATLANTA WHEN THE AIRCRAFT

(-23) DELTA FLT 327 FROM ATLANTA TO ARUBA ON JULY 19 2003 WAS AT CRUISE 30 MINUTES OUT OF ATLANTA WHEN THE AIRCRAFT ENCOUNTERED TURBULENCE CAUSING THE AIRCRAFT TO GO UP AND DOWN. ON THE DOWN SIDE A FLIGHT ATTENDANT HIT THE SIDE OF PASSENGER SEAT. THE AIRCRAFT WAS DIVERTED TO FT. LAUDERDALE INTERNATIONAL AIRPORT AND THE FLIGHT ATTENDANT WAS TRANSPORTED TO THE HOSPITAL (BROWARD MEDICAL CENTER) FOR TREATMENT OF HER INJURY. ON THE INTERVIEW THE FLIGHT ATTENDANT SAID THAT THREE (3) PASSENGERS WERE SHAKEN UP BUT CHOSE TO STAY ON BOARD AND CONTINUE ON TO ARUBA. THE FLIGHT ATTENDANT HAD A CONTUSION ON HER RIGHT KNEE AND POSSIBLE LIGAMENT DAMAGE. ON JULY 20, 2003 WAS BOARDED ON FLT 1186 TO ATLANTA WITH A BRACE ON HER RIGHT LEG AND ON CRUTCHES.",BOEING,757232,,"Miscellaneous, Other;Other, Miscellaneous",,-2.343289641847779,-7.058823529411762,6.208497343909358,14.770487186707992,mild_decline,strong_decline,strong_growth,strong_growth,ASIAS
20030717021539A,2.0,,VMC,Daylight,UNK,Other,Unknown,2003,7,"(-23) ON DESCENT INTO ORD, THE FLIGHT ENCOUNTERED A BRIEF PERIOD OF MODERATE TURBULENCE. A PASSENGER WHO WAS RETURN

(-23) ON DESCENT INTO ORD, THE FLIGHT ENCOUNTERED A BRIEF PERIOD OF MODERATE TURBULENCE. A PASSENGER WHO WAS RETURNING TO HER SEAT SUFFERED A BADLY BROKEN ANKLE.",BOEING,777222,,"Miscellaneous, Other;Other, Miscellaneous",,-2.343289641847779,-7.058823529411762,6.208497343909358,14.770487186707992,mild_decline,strong_decline,strong_growth,strong_growth,ASIAS
20030912024019I,2.0,,VMC,Daylight,UNK,Unknown,2000-5000,2003,9,"(-23) 10 MILES OUT FROM CMI, CREW GOT A ""HYD. LOOK DOWN"" CAPTION LIGHT WARNING INDICATION. CREW OBSERVED DECREASING

(-23) 10 MILES OUT FROM CMI, CREW GOT A ""HYD. LOOK DOWN"" CAPTION LIGHT WARNING INDICATION. CREW OBSERVED DECREASING PRESSURE AND QUANTITY. CREW DECLARED AN EMERGENCY, LOWERED GEAR AND FLAPS AND MADE AN UNEVENTFUL LANDING ON RUNWAY 14L. PASSENGERS WERE BUSSED TO TERMINAL AND AIRCRAFT WAS TOWED TO MAINTENANCE FACILITY.",JETAIR,JETSTM4101,,"OPDEF, Other Than Pi;2910",,-1.780276899876465,6.578947368421062,6.208497343909358,-12.601010101010102,mild_decline,strong_growth,strong_growth,strong_decline,ASIAS
20030819020619I,2.0,,VMC,Daylight,UNK,Unknown,Unknown,2003,8,"(-23) UNITED EXPRESS FLIGHT 5352 WHICH HAD DEPARTED DENVER, CO ENCOUTE TO DES MOINES, IA, DIVERTED INTO LINCOLN, NE

(-23) UNITED EXPRESS FLIGHT 5352 WHICH HAD DEPARTED DENVER, CO ENCOUTE TO DES MOINES, IA, DIVERTED INTO LINCOLN, NE, AFTER THE CREW RECEIVED AN EICAS MESSAGE INDICATING ZERO HYDRAULIC QUANTITY. THE AIRCRAFT LANDED WITHOUT INCIDENT. INVESTIGATION DISCLOSED THAT THE ENGINE DRIVEN PUMP PRESSURE LINE WAS LEAKING AT THE ENGINE PYLON AREA. THE LINE WAS REPLACED AS WAS THE #2 ENGINE DRIVEN PUMP (HYDRAULIC). THE NEXT MORNING THE AIRCRAFT TOOK OFF WITH COMPANY PERSONNEL ONLY. AFTER TAKEOFF THE #2 HYDRAULIC SYSTEM QUANTITY DECREASED TO ZERO AGAIN. THE AIRCRAFT RETURNED TO LINCOLN. COMPANY MAINTENANCE FOUND A NEW LEAK IN SERVICING FILL PORT LINE. COMPANY MAINTENANCE REPLACED THE #2 SYSTEM HYDRAULIC FILL LINE.",CNDAIR,CL6002B19,,"OPDEF, Other Than Pi;2910",,-1.7393049150253526,10.666666666666668,6.208497343909358,7.776427703523692,mild_decline,strong_growth,strong_growth,strong_growth,ASIAS
20030823021209A,2.0,,VMC,Daylight,UNK,Unknown,2000-5000,2003,8,"(-23) LAKESAIR 779, DENVER TO SANTA FE, DEPARTED DEN AND DOOR CAME OPEN IN FLIGHT. DECLARED EMERGENCY, RETURNED TO

(-23) LAKESAIR 779, DENVER TO SANTA FE, DEPARTED DEN AND DOOR CAME OPEN IN FLIGHT. DECLARED EMERGENCY, RETURNED TO DEN AND LANDED RY26. ARFF RESPONDED TO AIRCRAFT ON RUNWAY AND REPORTED PASSENGERS HYSTERICAL BUT NO PHYSICAL INJURIES. DAMAGE TO DOOR, STRAPS AND PROP.",BEECH,1900D,,Pilot Induced;5210,,-1.7393049150253526,10.666666666666668,6.208497343909358,7.776427703523692,mild_decline,strong_growth,strong_growth,strong_growth,ASIAS
20030826022109I,2.0,,VMC,Daylight,UNK,Unknown,Unknown,2003,8,"(-23) UNITED AIRLINES FLIGHT 1582 DEPARTED OMAHA, NE. ENROUTE TO CHICAGO IL, O'HARE AIRPORT. DURING CLIMB AT 4,000

(-23) UNITED AIRLINES FLIGHT 1582 DEPARTED OMAHA, NE. ENROUTE TO CHICAGO IL, O'HARE AIRPORT. DURING CLIMB AT 4,000 FEET THE RIGHT BLEED AIR CIRCUIT BREAKER TRIPPED OFF LINE. THE CREW RESET THE CIRCUIT BREAKER. THE RIGHT BLEED AIR CIRCUIT BREAKER TRIPPED AGAIN AT 9,000 FEET AND LEFT WING BODY OVERHEAT LIGHT CAME ON. THE CREW RETURNED TO OMAHA BECAUSE THEY WERE UNABLE TO PRESSURIZE THE AIRCRAFT. COMPANY MAINTENANCE RAN UP THE AIRCRAFT WITH THE LEFT AND RIGHT PACS AND THE APU ON. THE ENGINE BLEED AIR SYSTEM WAS SATISFACTORY. MAINTENANCE PRESSURIZED THE AIRCRAFT WITH NO FAULTS. AS A PRECAUTION MAINTENANCE REPLACED THE OVERHEAT MODULE.",BOEING,737322,,"OPDEF, Other Than Pi;3620",,-1.7393049150253526,10.666666666666668,6.208497343909358,7.776427703523692,mild_decline,strong_growth,strong_growth,strong_growth,ASIAS
20030905032629I,2.0,,Unknown,Daylight,UNK,Unknown,Unknown,2003,9,"(-23) ON 09/05/2003 AT APPROX 07:08 LOCAL TIME A DHC-8-200 AIRCRAFT, REGISTRATION NUMBER N979HA, OPERATED BY PCAA W

(-23) ON 09/05/2003 AT APPROX 07:08 LOCAL TIME A DHC-8-200 AIRCRAFT, REGISTRATION NUMBER N979HA, OPERATED BY PCAA WAS TAXIING OUT OF THE PARKING AREA AT SYR. WHILE TAXIING THE CAPTAIN STOPPED THE AIRCRAFT TO ACCOMPLISH AN AUTO FEATHER CHECK. AS HE SET THE PARKING BRAKE HE NOTICED A QUANTITY LOSS IN THE #2 HYD SYSTEM. AT THE SAME TIME THE F/A NOTIFIED THE CAPTAIN THAT FLUID WAS LEAKING FROM THE OVERHEAD (ABOVE SEAT 5D) AND BURNING A PASSENGER'S EYES (A 17 YEAR OLD FEMALE). THE CAPTAIN IMMEDIATELY SHUT DOWN ENGINES AND CALLED GROUND FOR CFR AND PARAMEDICS. THE PASSENGER'S EYES WAS FLUSHED WITH WATER AT THE AIRCRAFT THEN HER, AND HER MOTHER WERE TRANSPORTED TO A LOCAL HOSPITAL FOR TREATMENT (THE MOTHER WAS IN THE SEAT NEXT TO HER BUT WAS NOT INJURED). THE F/A LATER REPORTED A BURNING IN HER THROAT AND SHE WAS ALSO TRANSPORTED BY AMBULANCE TO THE HOSPITAL. ALL WERE TREATED AND RELEASED THE SAME DAY. PCAA MAINTENANCE DISCOVERED THE HYD LINE (P/N 82920010-307) FOR THE NOSE LANDING GEAR RUPTURED AT A BEND ABOVE SEAT 5D. MAINTENANCE CAPPED THE N/L/G DOWN AND UP HYD LINES AT THE WING ROOT AND SAFETIED THE N/L/G LOCK OUT. THE #2 SYSTEM WAS SERVICED AND LEAK CHECKED. THE AIRCRAFT WAS THEN FERRIED TO MDT FOR REPAIRS.",DHAV,DHC8102,,"OPDEF, Other Than Pi;2910",,-1.780276899876465,6.578947368421062,6.208497343909358,-12.601010101010102,mild_decline,strong_growth,strong_growth,strong_decline,ASIAS
20030909021949I,0.0,,Unknown,Night,UNK,Other,Unknown,2003,9,"(-23) ON SEPTEMBER 9, 2003 AT APPROXIMATELY 0555AM AT THE SEATTLE-TACOMA INTERNATIONAL AIRPORT (SEA), A SOUTHWEST A

(-23) ON SEPTEMBER 9, 2003 AT APPROXIMATELY 0555AM AT THE SEATTLE-TACOMA INTERNATIONAL AIRPORT (SEA), A SOUTHWEST AIRLINE BOEING 737-700, N768SW WAS BEING TOWED FROM PARKING SPOT A2 TO GATE B-4 BY TWO (2) SOUTHWEST AIRLINES RAMP SUPERVISORS WHEN THE RIGHT WING TIP OF N768SW STRUCK THE TAIL CONE OF A BOEING 737-300, N663SW THAT WAS PARKED AT GATE A1. THE TAIL CONE OF N663SW SUFFERED SUBSTANTIAL DAMAGE AND THE APU EXHUAST PIPE WAS SEPARATED FROM THE AIRCRAFT AND WAS LAYING ON THE GROUND. ONE SUPERVISOR WAS DRIVING THE TUG, THE OTHER SUPERVISOR WAS IN THE COCKPIT. THE AIRCRAFT WAS BEING TOWED WITHOUT THE BENEFIT OF WING WALKERS. SOUTHWEST AIRLINES SENT BOTH EMPLOYEES INVOLVED FOR DURING SCREENING.",BOEING,7377H4,,"Miscellaneous, Other;Inadeq Sup-Vision Tr",,-1.780276899876465,6.578947368421062,6.208497343909358,-12.601010101010102,mild_decline,strong_growth,strong_growth,strong_decline,ASIAS
20030816023859I,2.0,,Unknown,Daylight,UNK,Unknown,Unknown,2003,8,"(-23) UNITED AIRLINE FLIGHT 1444, B-737, DEPARTED O'HARE AIRPORT ENROUTE TO ROCHESTER, NEW YORK, THE PILOT ADVISED

(-23) UNITED AIRLINE FLIGHT 1444, B-737, DEPARTED O'HARE AIRPORT ENROUTE TO ROCHESTER, NEW YORK, THE PILOT ADVISED ATC THAT THE MAIN AND STANDBY TRANSPONDERS FAILED 10 MILES EAST OF O'HARE. THE AIRCRAFT EXPERIENCED MULTIPLE SYSTEM FAILURES 10 MILES WEST OF GRAND RAPIDS MI. THE PILOT DECLARED AN EMERGENCY. THE AIRCRAFT LANDED AT GRR AIRPORT, WITHOUT INCIDENT. THE AIRPLANE TAXIED TO THE GATE. EMERGENCY EQUIPMENT WERE STANDING BY AT THE RUNWAY.",BOEING,737322,,"OPDEF, Other Than Pi;3452",,-1.7393049150253526,10.666666666666668,6.208497343909358,7.776427703523692,mild_decline,strong_growth,strong_growth,strong_growth,ASIAS
20030903021189I,2.0,,VMC,Night,UNK,PIC,Unknown,2003,9,"(-23) SKYWEST FLIGHT 3890 WAS ON APPROACH TO 34L AT SLC, HIT SEVERAL SEAGULLS, AT APPROX. 2128MDT 9/23/03. MINOR DA

(-23) SKYWEST FLIGHT 3890 WAS ON APPROACH TO 34L AT SLC, HIT SEVERAL SEAGULLS, AT APPROX. 2128MDT 9/23/03. MINOR DAMAGE TO THE RIGHT WING LEADING EDGE.",CNDAIR,CL6002B19,,"Miscellaneous, Other;Struck Birds In Flig",,-1.780276899876465,6.578947368421062,6.208497343909358,-12.601010101010102,mild_decline,strong_growth,strong_growth,strong_decline,ASIAS
20030908021169I,2.0,,VMC,Night,UNK,PIC,Unknown,2003,9,"(-23) SKYWEST FLIGHT 3716 WAS ON APPROACH TO 34L AT SLC, HIT A LARGE BIRD, AT APPROX. 2032MDT 9/08/03. DAMAGE TO TH

(-23) SKYWEST FLIGHT 3716 WAS ON APPROACH TO 34L AT SLC, HIT A LARGE BIRD, AT APPROX. 2032MDT 9/08/03. DAMAGE TO THE RIGHT WING LEADING EDGE.",CNDAIR,CL6002B19,,"Miscellaneous, Other;Struck Birds In Flig",,-1.780276899876465,6.578947368421062,6.208497343909358,-12.601010101010102,mild_decline,strong_growth,strong_growth,strong_decline,ASIAS
20030920025529I,2.0,,VMC,Night,UNK,Other,Unknown,2003,9,"(-23) ON SEPTEMBER 20, 2003, AT 12:07 AM MST, WHILE TAXIING FOR TAKEOFF AT PHOENIX SKY HARBOR AIRPORT, AN AERO MEXI

(-23) ON SEPTEMBER 20, 2003, AT 12:07 AM MST, WHILE TAXIING FOR TAKEOFF AT PHOENIX SKY HARBOR AIRPORT, AN AERO MEXICO MD80-88 COLLIDED WITH A TAXIWAY/RUNWAY SWEEPER WITH THE RIGHT OUTBOARD SLAT AND WING TIP OF THE AIRCRAFT, SENDING THE SWEEPER INTO A SPIN. DAMAGE TO AIRCRAFT WAS NON-STRUCTURAL. THE DRIVER OF THE SWEEPER SUFFERED MINOR INJURIES.",DOUG,MD88,,"Miscellaneous, Other;Fail Follow Approved",,-1.780276899876465,6.578947368421062,6.208497343909358,-12.601010101010102,mild_decline,strong_growth,strong_growth,strong_decline,ASIAS
20030921031749I,2.0,,VMC,Daylight,UNK,Unknown,Unknown,2003,9,"(-23) ON 9/21/03 AT 1438 EASTERN STANDARD TIME, UNITED FLIGHT #4, A B767-222, N615UA, SERIAL #21876, ENROUTE FROM L

(-23) ON 9/21/03 AT 1438 EASTERN STANDARD TIME, UNITED FLIGHT #4, A B767-222, N615UA, SERIAL #21876, ENROUTE FROM LAX TO JFK DIVERTED TO SYR (SYRACUSE, NY) DUE TO A HIGH OIL PRESSURE INDICATION ON THE #1 ENGINE (PWJ79-A7R4). THE AIRCRAFT LANDED ON RUNWAY 10 AND TAXIED TO THE NORTH DE-ICE PAD. THE WRITE-UP STATED ""IN CRUISE THE LEFT ENGINE OIL PRESSURE WENT INTO AMBER BAND AND READ 61 (MAX 68) ON APPROACH WITH IDLE ON LEFT ENGINE IT ALSO WENT INTO AMBER. AFTER LANDING WENT BACK TO GREEN. FIRE MARSHAL SAID HE SAW FLAMES AFTER ENGINE SHUT DOWN AND THEY EXTINGUISHED IT WITH FOAM."" 95 SOULS WERE ON BOARD, 2 FLT CREW, 5-CABIN CREW AND 88 PASSENGERS WERE ON BOARD AND EVACUATED USING A SET OF AIR STAIRS WITH NO INJURIES. UNITED AIRLINES MAINTENANCE IS REPLACING THE ENGINE. THIS INCIDENT IS CONSIDERED CLOSED.",BOEING,767222,,"OPDEF, Other Than Pi;7200",,-1.780276899876465,6.578947368421062,6.208497343909358,-12.601010101010102,mild_decline,strong_growth,strong_growth,strong_decline,ASIAS
20030922023629I,2.0,,IMC,Night,UNK,Unknown,5000+,2003,9,"(-23) WEATHER WAS IMC AT TIME OF INCIDENT. AFTER LANDING THE AIRCRAFT VEERED TO THE RIGHT AND LEFT RUNNING OFF RUNW

(-23) WEATHER WAS IMC AT TIME OF INCIDENT. AFTER LANDING THE AIRCRAFT VEERED TO THE RIGHT AND LEFT RUNNING OFF RUNWAY EDGE THEN BACK ONTO LANDING SURFACE. AIRCRAFT TAXIED TO GATE UNDER OWN POWER. PASSENGERS DEPLANED VIA NORMAL JETWAY AT GATE. DAMAGE TO LANDING GEAR AND ENGINE COWLINGS, FOD TO BOTH ENGINES. NO INJURIES REPORTED.",BOEING,737524,,,,-1.780276899876465,6.578947368421062,6.208497343909358,-12.601010101010102,mild_decline,strong_growth,strong_growth,strong_decline,ASIAS
